,Header,Summary,Detail
0,Police barred from harassing PML-N leaders,"Judge issues notices to Punjab govt and police, summons record of the cases registered against the petitioners.","LAHORE: The Lahore High Court on Friday restrained the police from causing harassment to PML-N leaders Attaullah Tarar, Rana Mashhood Ahmad Khan and Malik Muhammad Ahmad Khan.
Justice Safdar Saleem Shahid passed the order on a joint petition filed by the three politicians through Advocate Rana Asadullah Khan.
The judge issued notices to the Punjab government and police, besides summoning record of the cases registered against the petitioners.
Earlier, their counsel argued before the court that the police at the behest of the provincial government and out of political 
vendetta, were causing harassment to the petitioners as raids were being conducted on their residences.
He alleged that the police were bent upon arresting the petitioners in fake and politically-motivated cases.  
He asked the court to restrain the respondents from harassing the petitioners and their families. He further asked the court to summon details of the cases, if any, registered against the petitioners and also restrained police from arresting them.
The judge heard the petition in the chamber and sought para-wise comments from the chief secretary and police on the next hearing to be fixed later.
“Meanwhile, no illegal measures shall be taken against the petitioners,” the judge said in his order.
Published in Dawn, August 13th, 2022
"
1,"Alvi offers to mediate between Shehbaz, Imran to reduce tension","Stresses need to initiate a consultative process, says army should not be dragged into politics","LAHORE: President Dr Arif Alvi on Friday called upon political parties to refrain from bringing the Pakistan Army into political discourse, saying the military was the guarantor of national security and “it should not be made controversial”.
The president’s statement comes days after PTI leader Shahbaz Gill was arrested by the Islamabad police on charges of sedition and inciting the public against the state institutions, following his controversial remarks about the armed forces on a news channel. 
Speaking to the media at the Governor House, Dr Alvi said that there was a need to initiate a “consultative process” to bring all the important stakeholders of the country to a negotiation table, reports Dawn.com. 
“However, the constitutional role of a president does not allow him to officially reach out to the stakeholders.” 

Stresses need to initiate a consultative process, says army should not be dragged into politics

Dr Alvi stated that it was the primary responsibility of the government, opposition, and all the other relevant institutions to deliberate upon defusing the rising polarisation in the country.
He said political parties and stakeholders needed to sit together and chalk out a way forward, especially with regard to holding free and fair elections and developing a charter of economy that could help ease out the current political and economic situation. 
“Everyone will have to think about the situation we are currently embroiled into.”  
The president also offered to mediate between Prime Minister Shehbaz Sharif and PTI Chairman Imran Khan “for the sake of the country”. 
“It will be my endeavour to reduce tensions between the two leaders and make the environment feasible for early elections.” 
Dr Alvi stressed that a conflict between the federal government and provinces was unfavourable for the country, stressing that it should be settled. 
He said he had been “reminding all the stakeholders that the things are not right”. 
The president went on to say that he had also been informing Imran about the management issues in Pakistan, adding that “he had his own viewpoint over the matter.” 
He also stressed that stakeholders within Pakistan should only be involved in hammering out issues confronting the country without any involvement of any foreign persons or a country. 
During the talk, the president insisted that he had a very cordial relationship with the incumbent government, saying he accorded timely approval to all summaries sent by PM Shehbaz, except for four which were delayed. 
He also revealed that he held more discussions with the incumbent prime minister as compared to Imran. 
Separately, the president highlighted corruption as “a major reason for the backwardness of any country”. 
“One of the best ways to counter corruption is to make all financial transactions through formal banking channels, especially when it comes to political parties while receiving and managing donations,” he suggested. 
Dr Alvi opined that 90 per cent of social media was “good” as “it provides huge chunk of information and we should learn to deal with the remaining 10pc by filtering out fake news and hearsay”. 
EVM: The president said he was the main proponent of electronic voting machines since long even during the governments of the PPP and the PML-N. 
“It was me who convinced the PTI for the use of technology during elections. The EVM provides extremely simple solutions to conduct free and fair elections.” 
He emphasised the need for consensus on the use of the technology during the election process which, he said, would strengthen the democratic process in the country. 
While commenting on the government talks with the proscribed Tehreek-i-Taliban Pakistan, he said he was of the opinion that any such negotiations should be mandated by the parliament and they ought to be pursued in confidence to reach some amicable outcome. 
“The result should be reported back to the parliament before making them public,” he said. 
Dr Alvi said he respected all institutions being the head of the state. 
He said he also agreed with the remarks of the chief justice when he had said there should be a standard for appointment of judges in the judiciary. 
Published in Dawn, August 13th, 2022
"
2,Two suspects nabbed in Layyah gang-rape case,JIT formed to investigate incident.,"MUZAFFARGARH: Layyah district police claimed on Friday to have detained two of the 12 suspects allegedly involved in gang rape of a girl and videotaping the episode.  
A resident of Layyah had told police that on Aug 5, the 12 suspects, eight of them nominated and four unidentified, took his daughter to an unidentified place near the Thal  Medical College at gunpoint, gang-raped and tortured her, besides videotaping the gruesome incident. 
On his complaint, Layyah police registered a case and formed police teams to arrest the suspects. 
According to police, two of the nominated suspects have been taken into custody and investigation into the matter has been initiated.
Chief Minister Chaudhry Parvez Elahi and Punjab Police Inspector General Faisal Shahkar took  notice of the incident and directed immediate arrest of the suspects.  
South Punjab Additional IG Dr Ehsan Sadiq ordered constitution of two special police teams that are conducting raids to arrest the remaining suspects. 
A joint investigation team has also been formed to investigate the incident. 
Police said the samples of the rape survivor had been sent to the forensic lab. 
A press release issued by spokesperson of Punjab police on Friday says all aspects of the incident are being examined and the investigation teams are working in the light of circumstantial and forensic evidences. 
Published in Dawn, August 13th, 2022
"
3,Ahmadi man stabbed to death at Chenabnagar,LAHORE: A 60-year-old Ahmadi was stabbed to death over ‘religious differences’ at Chenabnagar on Friday....,"LAHORE: A 60-year-old Ahmadi was stabbed to death over ‘religious differences’ at Chenabnagar on Friday.  
Police said Naseer Ahmad and his brother Munir were going for shopping in the morning when an unidentified man, who was standing at the Chenabnagar bus stand, stopped them and asked them questions about their religion. Ahmad told the man who carried a bag that they belonged to the Ahmadiyya community, police said, adding the suspect pulled out a dagger from his bag and attacked Ahmad. He died on the spot.  
Police said the locals gathered and nabbed the suspect who tried to flee, and handed him over to the law enforcers.  
The deceased, who belonged to Darul Rehmat Sharqi near Chenabnagar (Rabwah), has left behind a widow and three daughters to mourn.  
Police shifted the body to morgue for autopsy and registered a murder case against the suspect who was identified as Hafiz Shahzad Hasan Sialvi, a resident of Sargodha’s Sillanwali area. The suspect graduated from Madrassa Anwar-ul-Quran in the area of Muhammadwala police station in 2010.  
Victim’s brother Munir told Dawn that the suspect had attacked them on religious grounds and was chanting slogans in favour of the Tehreek-i-Labbaik Pakistan (TLP). He said the suspect also raised slogans eulogising TLP founder, the late Khadim Hussain Rizvi. Munir demanded action against the people inciting religious hatred in the country.  
Expressing concern and grief over the brutal murder, Ahmadiyya community spokesperson Saleemuddin said the murder of an Ahmadi in broad daylight at the hands of a religious fanatic was extremely worrisome. He said the population of Rabwah consisted of 95 per cent of Ahmadis and they were not safe.  
Chiniot District Police Officer Asadur Rehman told Dawn that the suspect was arrested and the weapon had been recovered. He said a police team led by DSP Zulfiqar had been constituted to know the cause behind the killing. He said police would investigate the matter keeping in view all possibilities. 
Published in Dawn, August 13th, 2022
"
4,"Protest against AstroTurf removal: PTI workers heckle former hockey stars, media",Olympian Tariq Aziz says he is disappointed over the government’s decision to allow a political gathering at the stadium.,"LAHORE: Workers of the Pakistan Tehreek-i-Insaf (PTI) on Friday raised slogans against former hockey stars who gathered at the National Hockey Stadium (NHS) to protest against removal of the AstroTurf to hold a public rally on Saturday (tomorrow).  
Dr Tariq Aziz, who represented the Pakistan team which won the gold medal in the Mexico Olympics in 1968 and silver medal in Tokyo Olympics, was prominent among the protesters. As the hockey players entered the stadium, a number of PTI workers who were already there to make arrangements for the event raised slogans against them. 
Two former international players, retired Col Abdul Rauf Sindhu and retired Maj Pirzada, along with some hockey lovers, continued their protest. 
They displayed the posters inscribed with slogans demanding that the stadium should not be destroyed, a new turf be laid and efforts be made to save hockey. 
Olympian Tariq Aziz told Dawn that he was disappointed over the government’s decision to allow a political gathering at the stadium despite the fact that there were many open places which could be used to hold such rallies. He said the attitude of the political party workers was unfair as the hockey lovers had the right to protest against any decision detrimental to the game.  
He said Imran Khan as a sportsman should promote sports instead of destroying the grounds. As a former hockey player, Aziz said, it was his duty to highlight such an action as he had no link with any political party and he was raising the issue solely out of his love for hockey and for its future.  
“Our aim is to save hockey as the game has given us respect and pride,” he said. 
Retired Col Abdul Rauf said although the government claimed that a new turf would be laid, it was not an easy job as it would take at least one year and the players would be deprived of a world-class venue until that time. He condemned the attitude of the political party’s workers. 
Pirzada also expressed his concern over the government’s move and made it clear that the protest was being registered without any political motive.  
Meanwhile, during the media talk, the party workers continued to heckle the event while raising the volume of the sound system through which some of them delivered ‘hate speeches’ against the protesters.  
The PTI -- the ruling party in Punjab -- shifted the public rally from Islamabad to Lahore a few days ago and selected the hockey stadium as the venue. It is the first time a political event is being held at the NHS which hosted World Cup-1990, Champions Trophy in 1988, 1994, 1998 and 2004, besides many other international events.
Published in Dawn, August 13th, 2022
"
5,Imran meets Parvez Elahi,LAHORE: Pakistan Tehreek-i-Insaf Chairman Imran Khan on Friday called on Chief Minister Chaudhry Parvez Elahi at CM...,"LAHORE: Pakistan Tehreek-i-Insaf Chairman Imran Khan on Friday called on Chief Minister Chaudhry Parvez Elahi at CM secretariat and discussed political and administrative matters.  
The meeting was also attended by MNA Moonis Elahi, PTI’s Fawad Chaudhry and Shafqat Mahmood.
The huddle also discussed arrangements for PTI’s public meeting at the Hockey Stadium on Saturday (today).
Mr Elahi brief the PTI chief about the Ehsaas Ration Programme and other relief measures for the masses. 
Published in Dawn, August 13th, 2022
"
6,Lahore – city of stories and traditions,"“Lahore is history, culture, home. Anyone who writes or expresses views about Lahore will have a different...","“Lahore is history, culture, home. Anyone who writes or expresses views about Lahore will have a different experience to share. My primary interest is in the Walled City because every time you go there you find something new. The more you read, the more you’re fascinated by the area. No amount of pictures can justify that ambiance and life”, is how Dr Mehreen Hasan feels about the city that became a home away from home, and one that she’s captured through her lens over the years. 
Photographer by passion and cardiologist by profession, Dr Hasan has now put together some of her best photographs depicting the vibrant life, captivating history and rich culture of Lahore in the form of a coffee table book -- Lahore by Heart -- which was launched in June and is now available at bookstores and online. 
Multan-born Dr Hasan has been in Lahore since her graduation from the Allama Iqbal Medical College in the late 90s, and has been associated with the Punjab Institute of Cardiology for 15 years. Though she’s been pursuing photography as a hobby for as long as she can remember, the idea of a book popped up a couple of years ago only. 
“Photography runs in my genes because both my father and grandfather were passionate about it; they developed photos back in the days themselves in those darkrooms. So that inspired me. My DSLR was always with me whenever I would take guests to show around Lahore. I remember upgrading from a point-to-shoot to a DSLR around 2008-09. After that it was just self-learning through tutorials and videos online,” she tells Dawn. 
After having clicked thousands of pictures of various corners and monuments of the city, someone suggested she compile them into a book. And it was in 2019 that Dr Hasan grabbed  
her camera again and set out to her favourite part of Lahore: the Walled City. That way, she ended up capturing the area before, during and after renovation of some of its streets. 
Later, when the Covid pandemic hit, and she got a little break from the hospital, she sat down, selected from thousands of pictures she’d taken and then started reading about those places and their history. 
“I was most interested in the Walled City because every time you go there you find something new. When I started compiling the book, I read up a lot about the places I clicked and their history. The more you read, the more you’re fascinated. During Eid Miladun Nabi it’s decorated so beautifully that no amount of pictures can justify that ambiance. I couldn’t pay attention to the rest of the city because the Walled City only consumes you, especially Wazir Khan mosque that I’ve covered from almost all angles,” says Dr Hasan, explaining why her book primarily contains pictures from the old part of the city. 
She says through her 128-page book she wants to create awareness among those dwellers of the city who haven’t seen much of it despite living here. “I want to make people aware of the beautiful architecture and culture of the city that they don’t go and visit. Foreigners come and explore the city, but its own citizens don’t. Every corner, every street is fascinating.”
She’s aware that it’s just the tip of the Lahori ‘iceberg’ she’s touched through her book, but has come out of the area with a newfound fondness for the locals. “Only 10-20 per cent has been touched. Everybody has a different aspect of Lahore; everybody sees it in a different way. More than the monuments, what’s fascinating is the locals you encounter who tell you their history, how and when they settled in an area, the history of their own house and how it’s been transformed. This interaction with people is amazing; they’re so friendly and forthcoming. When I went to cover Eid Miladun Nabi, people were so hospitable that they would invite me over to their houses, offer halwa puri or whatever they’d be cooking. You won’t find such hospitality in places like DHA.” 
In the next two years, Dr Hasan plans to launch another such book covering other areas of Lahore. “I couldn’t cover The Mall because you need permissions for certain buildings. So I will sort that out and then work on another book.”   
Published in Dawn, August 13th, 2022
"
7,UHE’s Rs1.02bn budget approved,"LAHORE: The University of Home Economics (UHE) Syndicate on Friday approved an annual budget of Rs1.02 billion.

The...","LAHORE: The University of Home Economics (UHE) Syndicate on Friday approved an annual budget of Rs1.02 billion.
The 10th meeting of the Syndicate was attended by Minister for Higher Education Raja Yasir Humayun Sarfaraz, UHE Vice-Chancellor Prof Dr Kanwal Amin, Chairperson of the Punjab Higher Education Commission Dr Shahid Munir, Vice Chancellor Dr Talat Naseer Pasha, Member of Syndicate Dr Khalid Hameed Sheikh, Vice Chancellor Dr Rukhsana Kausar, MPA Neelam Hayat, Prof Dr Ghazala Irfan and Additional Secretary Higher Education Shahid Lak.
The UHE allocated Rs25 million for development projects, Rs100 million for IT infrastructure, Rs2.1 million in scholarship and research, and Rs27 million for the welfare of teachers and employees.
The Syndicate also approved the 15 per cent ad hoc allowance for teachers and staff, special conveyance allowance for disabled students, up to 50 per cent discount on tuition fees for 30 deserving students each semester, pension rules of the Punjab government and a new fee structure.
The Syndicate approved the appointment of new lecturers, assistant professors, and student counsellors on the recommendations of the selection board. The meeting approved admissions to BS Applied Psychology, Information Management, Human Nutrition and Dietetics, Public Health and Nutrition, Food Science and Technology degrees.
The Syndicate approved the policy for appointments of in-service teachers and staff on BPS for the posts of assistant professors, associate professors, and professors with the amendments to the HEC TTS statutes.The Syndicate also approved the adoption of the medical rules of the Punjab government and appreciated the performance report for two years from 2019 to 2021. 
Published in Dawn, August 13th, 2022
"
8,‘Govt committed to promoting art and culture’,"LAHORE: Punjab Minister of Culture, Sports and Youth Affairs Taimoor Masood says the current government is ...","LAHORE: Punjab Minister of Culture, Sports and Youth Affairs Taimoor Masood says the current government is determined to highlight heritage, civilisation, language, art and culture of the province in a creative and constructive way.  
During a briefing here on Friday, the minister committed all the possible support to the department to promote language, literature and culture.  
Information and Culture Secretary Raja Mansoor Ahmed was also present in the meeting while heads and representatives of all the subordinate institutions of the Department of Culture participated in the briefing. 
Additional Secretary Culture Farhat Jabeen informed the meeting about the department’s objectives, performance and programme calendar.  
Punjab Arts Council Executive Director Saman Rai, Punjab Institute of Language, Art and Culture Director General Dr Sughra Sadaf, Majlis Taraqi-i-Adab Director Mansoor Afaq, Director Bazim Iqbal Riaz Ahmad Chaudhry, Secretary Pakistan Chapter Mahboob Alam and other officers informed about their respective departments. 
Published in Dawn, August 13th, 2022
"
9,PTV legend Leghari looks to govt for theatre’s revival,"LAHORE: One of the finest actors of Pakistan who graced a number of television plays during the golden era of PTV,...","LAHORE: One of the finest actors of Pakistan who graced a number of television plays during the golden era of PTV, Aurangzeb Leghari, says if the government provides any patronage to message-oriented and socially relevant plays, quality theatre can be revived. 
Mr Leghari in an interview with Dawn not only threw light on the prevalent situation of television plays but also recalled the days when he used to do theatre back in the 60s at Alhamra and how good were the plays, the direction and the scripts in those days. 
He said that amidst this overwhelming commercial theatre wave topped with dare bare dances and vulgarity, only the patronisation of the government could lead to quality theatre revival. Leghari is also the chairman of the Pakistan Artistes Equity. 
“If the Punjab government patronises quality theatre and the finance division allocates funds for decent morally up to the mark theatre, things could change as many artistes from the Equity could be asked to be part of such kind of theatre,”  he said. 
Leghari was born on Oct 25,1944, in Rahimabad, Rahim Yar Khan. He studied at the Government Central Model School, Lahore, later got admission to the Cadet College of Pataro and did graduation from the Government College Lahore.
In the early 60s, Leghari started his acting career by taking part in plays staged at the Government College, Lahore. He acted in a play in ‘Sawan Ren Da Sufna’, the Punjabi translation of Shakespeare’s ‘Mid Summer Night Dream’. The play was translated by Sufi Gulam Mustafa Tabassum.  
He then started doing theatre at Alhamra with the likes of Anwar Sajjad, Kavi Khan, Firdous Jamal and other leading actors. 
“I did a play at Alhamra during the war of 1965 ‘Lahoo Kay Charagh’, said Leghari saying all the actors did that play with great fervour and passion.
He said in the early 60s, theatre used to be nice and decent with thought-provoking message-oriented scripts; there were no dances and below-the-belt vulgar dialogues in the plays. 
He performed in over 300 theatrical plays. “We used to sell tickets of our plays by ourselves while standing on The Mall; the ticket price used to be Rs5,” he recalled.  
His first TV play was ‘Samjohta’ but before stepping into TV plays, he hosted television shows and also used to read the weather report. His memorable TV plays include Waris, Dehleez, Waqat, Hazaroon Rastay, Faraib, Uchay Burj Lahore Dey, Tali Thalay, Chanan Tey Dariya and many others. 
He also assisted many film directors, such as Farid W Ahmed and S Suleman, though he acted only in one movie, Naureen. 
Leghari, besides being a fellow from the world of performing arts, is also a philanthropist; he is one of the directors of an orphanage named Asra where orphan children are also given modern education. 
To this question about his experience of working in the Karachi showbiz industry, Leghari said the experience was not that good. “Perhaps, there is a need to work in harmony. An artist is an artist, so every artist should be given due respect and space,” he said.
He said there was a decline in the film industry in Punjab because the directors of their times did not produce their students. Good scripts and great direction were needed to produce good films as formula films won’t do any good.
Published in Dawn, August 13th, 2022
"
