,Header,Summary,Detail,Link,Category
0,PHC orders de-sealing of 3 currency exchange markets,Stops forex trading there until next hearing.,"PESHAWAR: The Peshawar High Court has ordered the de-sealing of three currency exchange markets here and declared the premises won’t be used for forex trading until next hearing into a relevant case on Jan 17.
It also directed owners of those markets to produce two surety bonds each of Rs500,000 and adjourned hearing into the matter.
The Federal Investigation Agency had sealed the Hafeez Market, Faiz Market and Azad Market early this month over the alleged smuggling of US dollars.
Justice Wiqar Ahmad of a single-member bench issued the de-sealing order after hearing petitions of the owners of those markets, including Hafeezur Rehman, Haji Niaz Mohammad and Noor Habib.

Stops forex trading there until next hearing

In almost identical petitions, market owners challenged the sealing of their respective premises and the issuance of notices to them by the FIA under Section 5(5) of the FIA Act.
In the notices, the agency alleged that traders of those markets were damaging the economy by carrying out the illegal businesses of hundi, hawala and black marketing of US dollars.
Advocate Danyal Asad Chamkani appeared for the petitioners and said the FIA had sealed the markets of his clients without having powers to do so.
He said the FIA had issued notices to the petitioners under Section 5(5) of the FIA Act, whereas the said provision did not authorise the sealing of any premises by it.
Referring to that legal provision, the counsel said, “If, in the opinion of a member of the FIA conducting an investigation, any property which was the subject-matter of an investigation was likely to be removed, transferred or otherwise disposed of before an order of the appropriate authority for its seizure is obtained, such member may direct the owner not to remove, transfer or otherwise dispose of such property in any manner except with previous permission of such member.”
He added that the law’s section in question didn’t empower the FIA to seal a property.
The lawyer argued that the petitioners were the owners of their respective markets comprising several shops, which were rented out.
He contended that if the tenants were involved in any illegal business of money exchange, the FIA should act against them individually instead of targeting market owners.
Mr Chamkani pointed out that apart from money exchange dealers there were also shops dealing in other businesses.
Deputy attorney general Sanaullah rejected the arguments of the petitioners’ counsel and stated that several FIRs were registered against different money changers having shops in those markets.
He said another high court bench headed by Justice Roohul Amin Khan heard an identical petition a few days ago, so those cases might also be fixed for hearing by it.
The bench directed the high court’s relevant office to fix petitions before a bench headed by Justice Roohul Amin Khan on Jan 17, the next date of hearing.
It, however, granted interim relief to the petitioners by issuing directives to de-seal their markets.
The FIA recently conducted raids in the Chowk Yadgar area known for forex trading and sealed four markets and plazas having dozens of shops. It claimed that the action was taken to eliminate the black marketing of US dollars and strengthen the rupee.
Published in Dawn, December 29th, 2022
",read full story,peshawar
1,Centre wants to create financial instability in KP: Mahmood,Terms federal govt's indifferent attitude towards province a matter of serious concern.,"PESHAWAR: Chief Minister Mahmood Khan has alleged that federal government wants to create financial instability and disturb peace in Khyber Pakhtunkhwa.
Chairing a meeting on the law and order in the province here on Wednesday, he termed the indifferent attitude of federal government towards KP a matter of serious concern, according to a statement.
“The indifferent attitude of the incumbent federal government is a matter of serious concern which is causing multiple issues for the province,” said the chief minister. He said that combating militancy and terrorism was responsibility of the federation.
“Combating militancy and terrorism is responsibility of the federation because all the relevant institutions and agencies fall within jurisdiction of the federal government,” he said. He added that federal government wanted to create financial instability in KP and sabotage peace and development in the province.
The chief minister said that he would not compromise on law and order in the province. He added that provincial government was utilising huge resources to cope with contemporary challenges.
“Maintaining law and order is the first priority of provincial government and a number of initiatives have been taken to this effect during the last four years that have resulted in significant improvement in the overall policing in the province,” he said. He added additional allowances were approved for the employees of Counter-Terrorism Department (CTD) and other required resources would also be provided to them on war footings.
Mr Khan termed peace vital for development and prosperity of the province. He said that provincial government extended all-out support to police department.
“Maintaining peace and tranquillity is our collective responsibility for which all stakeholders would have to play their role,” said the chief minister. He directed the participants of the meeting to strengthen coordination amongst the relevant departments and agencies.
He said that there should be close liaison among all relevant institutions for an effective response mechanism. “Efforts for welfare and development can only yield results if there is peace in the society,” he added.
Minister for Finance Taimur Salim Jhagra, Adviser to Chief Minister for Home and Tribal affairs Babar Salim Swati, Special Assistant to Chief Minister on Information Barrister Mohammad Ali Saif, Chief Secretary Dr Shahzad Bangash, Inspector General of Police Moazzam Jah Ansari and other officials attended the meeting.
The meeting reviewed the overall law and order situation and made important decisions to effectively counter the prevailing challenges.
The meeting was informed that police and CTD worked under a well-devised and comprehensive strategy to maintain law and order in the province. “Substantial success has been achieved in thwarting the nefarious intentions of extremists as 82 per cent of threats have been neutralised during 2022,” the meeting was told.
Published in Dawn, December 29th, 2022
",read full story,peshawar
2,Cement factory challenges ‘super tax’,PHC asks govt for response to petition,"PESHAWAR: The Peshawar High Court has issued notices to the federal revenue secretary and Federal Board of Revenue seeking their response to the petition of a cement manufacturing company against a ‘super tax’ and its retrospective imposition.
Justice Mohammad Naeem Anwar of a single-member bench fixed the hearing into the plea of the Cherat Cement Company Limited by a division bench for Jan 11.
He also granted an interim relief to the petitioner by allowing it to submit tax returns by excluding the amount of tax (super tax) imposed under Section 4-C of the Income Tax Ordinance, 2001.
However, the bench declared that the interim relief should be subject to the deposit of post-dated cheques of the amount of super tax claimed by the FBR or calculated by the petitioner.

PHC asks govt for response to petition

The petitioner requested the court to declare that the imposition of the super tax for the tax year 2022 or any year thereafter is illegal and without lawful authority.
The respondents in the petition are the federal government through the secretary of the revenue division, FBR through its chairman, commissioner (inland revenue), and chief commissioner (inland revenue), Regional Tax Office, Peshawar.
Barrister Ibrahim Khan Afridi appeared for the petitioner and said parliament had passed the Finance Act, 2022, wherein through Section 5, a new section, 4-C, with Division IIB of Part I of the First Schedule, was introduced into the Income Tax Ordinance, 2001.
He said through Section 4-C, the levy of the ‘super tax’ on high-earning people had been imposed retrospectively for the tax year 2022.
The lawyer said since the Finance Act, 2022, had taken effect on July 1, 2022, and the tax year 2022 closed on June 30, 2022, the applicability of the impugned tax to the financial year 2022 was illegal.
He said the petitioner belonged to one of the 13 industries, which were subjected to a higher rate of ‘super tax’ compared with that of general taxpayers.
The counsel said his client had already worked out its income on the basis of the law prevailing during the tax year 2022 and it had also prepared the books of accounts and declared profits, dividends and capital gains for the year 2022 on the basis of decisions made while taking into account the prevailing tax laws at that time.
He contended that the imposition of ‘super tax’ on income earned and transactions done in the tax period that had already lapsed, coupled with unjustified discrimination, was illegal, arbitrary, and a violation of the fundamental rights guaranteed by the Constitution.
The lawyer argued that while the legislature was competent to introduce reasonable classification, it was a settled principle of law that even for taxes, there could be no discrimination in the same class of people.
He said the petitioner fell in the first proviso to Part I of the First schedule for which a higher rate of 10 per cent for income above Rs300 million had been prescribed.
The counsel, however, said according to the schedule in question, the rate of super tax was four per cent, but for the petitioner as a cement industry, it was 10 per cent, an act of discrimination against his client.
Published in Dawn, December 29th, 2022
",read full story,peshawar
3,2 soldiers wounded in Waziristan suicide attack,"""The suicide bomber rammed the explosive-laden vehicle into the wall of the checkpost in Mirali,"" local official says.","PESHAWAR: Two soldiers were wounded when a suicide bomber rammed his explosive-laden vehicle into a security checkpost in Mirali area of North Waziristan tribal district on Thursday.
“It was a vehicle-borne attack. The suicide bomber rammed the explosive-laden vehicle into the wall of the checkpost in Mirali,” local official said. He added that two soldiers sustained injuries in the attack.
Local police said that the area was immediately cordoned off after the incident and a search operation was launched.
Officials stated that a checkpost of the security forces established on Bypass road came under attack. 
They said that the wounded soldiers were immediately shifted to Mirali hospital. No official statement was received from Inter-Services Public Relation (ISPR), the military’s media wing, till filing of this report.
On December 20, one soldier and two civilians lost their lives when a suicide bomber rammed a rikshaw into the vehicle carrying security forces in Miramshah.
Published in Dawn, December 29th, 2022
",read full story,peshawar
4,FIA arrests man for blackmailing woman on social media,PESHAWAR: The Federal Investigation Agency’s cybercrime wing has arrested a man for allegedly sharing obscene...,"PESHAWAR: The Federal Investigation Agency’s cybercrime wing has arrested a man for allegedly sharing obscene pictures of a woman on social media and blackmailing her. 
FIA officials said a woman had filed a complaint with FIA’s cybercrime wing, stating that Farzan Ali allegedly shared her obscene pictures on WhatsApp to blackmail her.
“On Wednesday, the cybercrime wing arrested Ali during a raid carried out in Faisalabad. The officials also confiscated a mobile phone from his procession,” an FIA official said, adding Ali was charged under relevant sections of the Prevention of Electronic Crimes Act, 2016.
Meanwhile, the agency’s commercial banking circle on Wednesday arrested a man for his alleged involvement in Hundi Hawala.
FIA officials said a sum of Rs200,000, 4,000 Saudi Riyal along with Hawala Hundi receipts were recovered from Abdul Haq.
“The accused involved in illegal business of Hundi and currency smuggling was running parallel banking system without any legal authority,” an FIA official said, adding the accused had been charged under relevant sections of the Foreign Exchange Regulations Act, 1947.
Published in Dawn, December 29th, 2022
",read full story,peshawar
5,Pashto research scholar Dr Insha passes away,PESHAWAR: Senior Pashto research scholar and literary critic Dr Mian Suhail Insha died of cardiac arrest in ...,"PESHAWAR: Senior Pashto research scholar and literary critic Dr Mian Suhail Insha died of cardiac arrest in Hayatabad in the early hours on Wednesday, family sources confirmed. He was 66. He was suffering from multiple health complications, including heart ailment.
According to family sources, Mr Insha developed severe pain in chest on Tuesday night and was rushed to a private medical facility, but could not survive. His body was shifted to his home town in Pubbi area of Nowshera district. He was laid to the rest the same day in his ancestral graveyard. 
Local elders, literati and notables of the area attended his funeral prayers. 
He left behind a widow, a son and a daughter to mourn his death.
Born in 1956 in Nowshera, he had done his MBBS from Khyber Medical College, and joined the provincial health department. He got retired in 2016 as principal medical officer from the District Headquarters Hospital, Nowshera.
Dr Insha hailed from a scholarly family where his geology tracked to Pashto classical period of Meer Ahmad Shah Rezwani, a noted poet of his era. He had great penchant for Pashto classical literature, and since his early life, he loved different subjects, including research, history, literature and cultural and social issues.
He used to contribute to Pashto and Urdu papers and journals on a variety of topics, and also attended literary events. He had authored several books published in Pashto in his lifetime.
Mr Insha was known as a balanced literary critic, research scholar and progressive Pashto writer in the local circles.   
Published in Dawn, December 29th, 2022
",read full story,peshawar
6,Cop injured in Lakki Marwat police station attack dies,"LAKKI MARWAT: A Frontier Reserve Police (FRP) constable Farmanullah, who was injured in an attack on a police ...","LAKKI MARWAT: A Frontier Reserve Police (FRP) constable Farmanullah, who was injured in an attack on a police station in Bargai area of Lakki Marwat over a week ago, succumbed to injuries at a hospital in Peshawar on Wednesday.
Four policemen were martyred and as many injured when terrorists attacked the police station in the remote locality of the district bordering Bitani and Wazir subdivisions, on the night of Dec 17.
A police official said Farmanullah was referred to Peshawar from a local hospital in critical condition, where he remained under treatment for 10 days.
The official said body of the martyred policeman was brought to the Malak Saad Shaeed Police Lines, where his funeral prayers were offered.
Additional Inspector General of Police Sabir Ahmad, chief minister’s adviser Babar Saleem Swati, Commandant FRP Qasim Ali Khan, SSP operations Kashif Aftab Abbasi, chief traffic officer Shezada Umar Abbas, SSP investigation Shezada Kokab Farooq and officials of the Counter-Terrorism Department attended the funeral prayers.
A police contingent presented a salute to the martyred cop while police officers laid flower wreaths on his coffin.
SUBSIDISED SEEDS DEMANDED: Farmers in Bannu have urged the district administration to ensure availability of sufficient quantity of fertiliser and seeds in the model farm services centre so that they could get the same on subsided rates. 
The demand was made at an open kutcheri convened by Bannu deputy commissioner Aun Haider Gondal on Wednesday. 
Mr Gondal heard the problems of growers and assured them that his administration would take measures to resolve them. He said farmers in the southern districts would be equipped with farm technologies so that they could get enhanced yield. 
District director agriculture Khudayar, deputy director extension Saima Ghazal, deputy director horticulture Dr Rehmatullah Khan, additional AC Riaz Ahmad and office-bearers of model farm services centre were also present on the occasion. 
The farmers said that shortage of fertiliser and seeds at the model farm services centre had left many growers with no option, but to buy the commodities at high prices in the open market. 
They demanded repair of agricultural machinery and availability of livestock experts in the centre, asking the government to provide solar power system to the centre and build a store, offices, kitchen and a mosque in it. 
They also demanded provision of more funds to the farm centre to ensure availability of sufficient quantities of seeds, fertiliser and pesticides. 
The farmers asked the government to complete work on the project of Baran Dam raising and releasing water in canals. They said that such sessions would help boost the agriculture sector in the district. 
The DC issued instructions to the authorities of agriculture department for resolution of some problems highlighted by the farmers. He asked the growers to benefit from the subsidy and other initiatives launched by the government.
Published in Dawn, December 29th, 2022
",read full story,peshawar
7,ANP names candidates for PA seats,PESHAWAR: The Awami National Party has started naming candidates from various constituencies of Khyber Pakhtunkhwa...,"PESHAWAR: The Awami National Party has started naming candidates from various constituencies of Khyber Pakhtunkhwa for the general elections. 
According to information issued to media, the names were approved by the party’s parliamentary board headed by ANP‘s Khyber Pakhtunkhwa president Aimal Wali Khan.
Taimurbaz Khan will be the party’s candidate from Bannu (PK-99), Gul Sahib Khan Khattak (PK-97) Karak and Malik Ali Sarwar from (PK-107) Lakki Marwat.
Mian Iftikhar Hussain will be the candidate from Nowshera (PK-87), Haji Bahadur Khan from Lower Dir (PK-16) and Shakil Bashir Khan Umarzai from Charsadda (PK-60).
Salahuddin Momind will contest from the Peshawar’s PK-74 constituency and Faisal Zeb Khan from PK-27 Shangla.
Similarly, Nisar Momand will be the candidate from PK-64 Momand. Sardar Hussain Babak will be the party’s candidate for PK-25 Buner, Qaisaroli Khan PK-24 and Afsar Khan PK-23 Buner.
Samar Haroon Bilor will be the candidate for PK-81 Peshawar and Yasin Khalil PK-77. 
Abudullah Yousafzai will be the candidate for PK-80 and Arslan Khan Nazim PK-78.
Dr Naveedullah Khan will be the ANP’s candidate for PK-79, while Haji Siddique Afridi will be the candidate for PK-76.   
Published in Dawn, December 29th, 2022
",read full story,peshawar
8,Relocation of Malakand armed services board demanded,LOWER DIR: Retired forces’ personnel on Wednesday demanded of the government to shift the district armed services...,"LOWER DIR: Retired forces’ personnel on Wednesday demanded of the government to shift the district armed services board from Malakand Top to Chakdara without delay.
Talking to journalists here, representatives of the retired personnel from the three services, including Said Gul, Badshah Zada, Jehan Bakht, Noor Faqir and others, complained after the construction of the Swat Motorway the pensioners and their relatives found it difficult to reach the Malakand Top as the main GT Road was no longer used by the public transporters.
They said about 15,000 retired personnel belonging to different districts of Malakand division like Swat, Lower and Upper Dir, Chitral and Bajaur had to verify their pension documents from the services board.
They pointed out that the government had started constructing a public park in Chakdara, and demanded that the district administration specify at least one acre of land in the park for constructing the building of the district armed services’ board.
They said Chakdara was the centre of Malakand division and lied at a suitable distance from various districts so the government should shift the services board here.
PRESS CLUB ELECTION: The Timergara Press Club, during the elections for the year 2023 held on Wednesday, elected Ismail Anjum as president, Nawab Badshah vice-president, Rehmatullah Swati general secretary, Tahir Shah joint secretary, Habib Mohammad Khattak information secretary, Malik Akbar Saeed finance secretary and Bahramand Syed office secretary. Rohullah Shakir was elected chairman of the press club’s executive committee.
SHOPS GUTTED: A fire gutted a few shops in the Timergara city. The fire broke out in one of the shops due to unknown reasons on Wednesday evening, and engulfed the adjoining shops.
Rescue 1122 firefighters along with local volunteers rushed to the site and started efforts to put out the blaze.
Published in Dawn, December 29th, 2022
",read full story,peshawar
9,Man commits suicide in Haripur farmhouse,"HARIPUR: A man committed suicide by hanging himself from a tree in the farmhouse of a local landlord, police said...","HARIPUR: A man committed suicide by hanging himself from a tree in the farmhouse of a local landlord, police said here on Wednesday.
They said that Rafaqat, 45, a resident of Chamiyari village, was serving at the farmhouse of Rehman Gul, a local landlord of Hamlet Colony Ghazi.
On Tuesday evening, the landlord and local people spotted his dead body hanging from a tree and informed police.
Ghazi police shifted the body to tehsil headquarters hospital for autopsy. Police and hospital sources said that preliminary investigation suggested that the man had committed suicide.
WATER CHARGES: The tehsil municipal administration here on Wednesday revised the water charges that were enhanced during the month of October.
According to a notification issued from the office of tehsil municipal officer here on Wednesday, the increase in the monthly water charges for domestic and commercial consumers was withdrawn following Haripur tehsil council unanimously adopted a resolution during its session held on September 15, 2022.
The TMA had increased the monthly water charges from Rs150 to Rs300 for domestic consumers while fee for commercial consumers was also enhanced by100 per cent. The decision had drawn resentment from the chairmen and councillors of the neighbourhood councils. They staged protests against it.
Earlier, the chairman Haripur tehsil council, Samiullah Khan, had clarified that the decision about increase in water rates was made months before his taking over as chairman and the provincial government had endorsed the increase owing to the financial crisis faced by TMA.
He said that it was the prerogative of the provincial government to reverse the decision.
Meanwhile, the downward revision of water fee by TMA was lauded by the chairmen and councillors.  
Published in Dawn, December 29th, 2022
",read full story,peshawar
