,Header,Summary,Detail,Link,Category
0,Two killed in train-rickshaw collision at unmanned crossing near Lahore,"Accident causes derailment of engine, a luggage van and two passenger coaches besides damaging the track badly.","

DERAILED locomotive at an unmanned crossing between Kahna and Jia Bagga stations. (right) The badly broken rails of the down track. — Dawn

 
LAHORE:  Two men were killed on Monday after the Karachi-bound 34-down Pak  Business Express collided with a motorcycle-rickshaw at an unmanned  level-crossing between Kahna and Jia Bagga stations, about 20km from the  Lahore main railway station. 
The accident also caused derailment  of the engine, a luggage van and two passenger coaches besides damaging  the track badly due to applying of emergency brakes by the driver. The  deceased included the rickshaw driver and a man travelling with him. 
The  train, according to official sources of the Pakistan Railways (Lahore  division), left the Lahore railway station at about 4pm for  Karachi. When it was about to reach the point of an unmanned crossing between the Kahna and Jia Bagga  stations, it hit a  motorcycle-rickshaw which appeared on the track from nowhere . 
“The  accident took place at 4:46pm. Though the driver applied emergency  brakes, he couldn’t avert the collision. The rickshaw driver and the  passenger travelling with him died on the spot,” says a spokesman for  the PR police. 
He said all the passengers including the crew  travelling in the derailed and other coaches remained safe. Senior  officials, including the divisional superintendent and deputy  superintendent of the PR police, also reached the spot.
“A relief  train carrying a crane was also dispatched to the site that put the  derailed coaches and engine on the track,” he added. 
On the other  hand, the entire train operation on the down track (between Lahore and  Raiwind) remained suspended for several hours, as the rehabilitation of  the track, putting coaches and engine back on the track took time. 
“We  also sent a locomotive to the site that brought all the coaches - other  than the derailed ones - back to the Kot Lakhpat railway station. We did it  in a bid to attach two new coaches and a locomotive with the rake in  order to dispatch the train,” a PR (Lahore Division) spokesman told Dawn.  
He said due to closure of the down track, all Karachi-bound trains were diverted to the up-track from Kahna station.
It  merits mentioning that a number of accidents frequently happened from  2019 to 2022 included many at unmanned crossings in Pakistan. These  included killing of 22, including 20 Sikh pilgrims, in July 2020 after a  train rammed into a bus at Sucha Soda, a small town near  Farooqabad in Sheikhupura district.  
Another similar accident  happened near Pattoki at an unmanned level crossing when a train hit a  car carrying two newly-wed couples who died on the spot. 
Till December 2020, there were 3,000 unmanned  crossings across the country, with 550 in Lahore division which also includes Sheikhupura, Okara and Faisalabad. “At unmanned level crossings, it is, under the law, purely a  responsibility of road users to cross carefully. Law also allows taking  necessary legal action against those crossing a railway track at an  unmanned level crossing in case of an accident,” said an official. 
He said as many as 100 unmanned crossings and unauthorised passages were closed by the PR (Lahore division). 
He  said if any railway servant notices a transport vehicle crossing a  class 3 level crossing without complying with the requirement of section  91 (i) of the West Pakistan Motor Vehicle Ordinance 1965, its number  with available particulars shall immediately be brought to the notice of  the sectional permanent way inspector of railways or the nearest  station master shall promptly report the matter to police. 
“The  driver of a transport vehicle who desires to pass over a railway level  crossing shall cause the vehicle to stop before the crossing and shall  not attempt to pass over the crossing unless permission of the conductor  of the vehicle, or where the vehicle has no conductor, a person  authorised in this behalf by the owner of the vehicle in writing other  than the driver of the vehicle walks before the vehicle until it has  cleared the railway line (sic),” reads section 16.9 of the ordinance. 
He  said similarly as per Railway Act 1890, the responsibility for upgrade  of unmanned level crossing lies with the provincial governments and road  authorities concerned, for whom the ministry of railways may provide  all possible technical assistance.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727211/two-killed-in-train-rickshaw-collision-at-unmanned-crossing-near-lahore,lahore
1,Buzdar says criticising him akin to rapping PTI,LAHORE: Former chief minister of Punjab Sardar Usman Buzdar said on Monday the criticism of him by Chief Minister...,"LAHORE: Former chief minister of Punjab Sardar Usman Buzdar said on Monday the criticism of him by Chief Minister Chaudhry Parvez Elahi was in fact “the criticism of the narrative of the Pakistan Tehreek-i-Insaf (PTI).”
“I served the people of the province honestly for over three years. My conscience is satisfied,” said Buzdar responding to the media queries outside an accountability court.
Reporters were keen to seek his comments on the critical remarks by Mr Elahi on the performance of Buzdar government during an interview to a news channel the other day.
Buzdar chose not to respond to Elahi’s remarks, however, claiming that record development projects were launched during his tenure.  
He claimed the governance during his government was good and that it did not resort to victimisation of political rivals. “I always respect friends,” he added.
Buzdar said he kept many secrets in his heart, but the time was not appropriate to reveal them.
In his TV interview, Mr Elahi lashed out at the former chief minister for “discrimination” against Gujrat district, that is former’s constituency, in launching development schemes.
He alleged the Buzdar government ruined the whole province during the last four years.
Earlier, an accountability court extended the interim pre-arrest bail of Mr Buzdar in an inquiry launched by the National Accountability Bureau (NAB) against him and others on charges of misuse of authority and corruption in the award of a liquor sale licence to a hotel.
A special NAB prosecutor told the court that a recommendation for closure of the inquiry had been forwarded to the headquarters of the anti-corruption watchdog. Final decision in the matter would be taken by the NAB chairman, he added.  
The court extended Mr Buzdar’s bail till Jan 5, 2023.
The former chief minister pleaded before the court that the inquiry was a result of the NAB’s mala fide. He stated that there was no evidence on record to suggest that he derived any illegal pecuniary advantage or benefit in any manner whatsoever.  
He said no offence was made out against the petitioner for want of arrest under any provision of the National Accountability Ordinance 1999. 
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727210/buzdar-says-criticising-him-akin-to-rapping-pti,lahore
2,LHC moved against PA dissolution plan,LAHORE: A Toba Tek Singh resident has petitioned the Lahore High Court to prevent the Punjab Assembly from being...,"LAHORE: A Toba Tek Singh resident has petitioned the Lahore High Court to prevent the Punjab Assembly from being dissolved prematurely.
Petitioner Namdar Ali submits that Pakistan Tehreek-i-Insaf (PTI) Chairman Imran Khan announced dissolution of the provincial assemblies of Punjab and Khyber Pakhtunkhwa on Dec 23. He says the dissolution of the assemblies would be against the mandate of the Constitution and the autonomy of the provinces.
He states that Punjab Chief Minister Chaudhry Parvez Elahi, in a TV interview, stated his wish that the legislature fulfil its constitutional term, but at the same time claimed to have handed over a summary to Imran Khan for the dissolution of the assembly.
The petitioner alleges that the PTI chairman wants to dissolve the Punjab Assembly for his personal gains, but it would be detrimental to the stability of the country.  
He asks the court to restrain the chief minister from the dissolution of the Punjab assembly in the larger public interest. 
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727209/lhc-moved-against-pa-dissolution-plan,lahore
3,Curbing smog in Lahore: LHC suggests two-week winter vacation,"Directs Pemra to run smog awareness campaign on TV channels, EPA to monitor smoke-emitting industries.","LAHORE: The Lahore High Court on Monday directed a judicial commission to propose to the school education department to announce a two-week long winter vacation in the public and private schools as a step to help curb smog in the provincial capital.
Justice Shahid Karim was hearing public interest petitions filed by Haroon Farooq and others on different environmental issues.
The judge previously ordered closing of the schools on Fridays and Saturdays.
On Monday, the judge directed the Pakistan Electronic Media Regulatory Authority (Pemra) to run a smog awareness campaign on TV channels.
He also directed the Environment Protection Agency (EPA) to strictly monitor the smoke-emitting industries.
Earlier, the Lahore deputy commissioner submitted a report containing recommendations to mitigate smog.
The report revealed that the Punjab government had already approved a project for procurement of 200 drone cameras under a World Bank-funded programme. It said modern drones with night-vision cameras could be programmed to report smoke emissions even during night time.
The report further stated that long-range PTZ (Pan-Tilt-Zoom) cameras did not require human control and can automatically detect and record certain emissions from up to 3,000 meters distance. It proposed installation of the PTZ cameras at the smog hot spots in Lahore, including Mehmood Booti, Karol Ghati, Lakhodair, Turkey Road, Ring Road, Multan Road and Bund Road.
It also suggested installation of at least ten air quality monitoring stations in the city and increase in the field posts for the better implementation of the government policies.
The report said the Parks and Horticulture Authority (PHA) had been focusing more on the ornamental plants, whereas urban green spaces should be used to purify the air and reduce “fugitive dust” in the city.
The judge adjourned the hearing till Dec 23 and directed the provincial government to release funds for the implementation of the report’s suggestions.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727208/curbing-smog-in-lahore-lhc-suggests-two-week-winter-vacation,lahore
4,"Eight killed, 26 injured as two buses collide",DERA GHAZI KHAN: A head-on collision between two passenger coaches early on Monday morning on the Indus Highway near...,"DERA GHAZI KHAN: A head-on collision between two passenger coaches early on Monday morning on the Indus Highway near Shahwali in Rajanpur district left eight dead and 26 injured. 
A speeding Karachi-bound bus coming from Peshawar collided with a coach which was on its way to Rajanpur from Quetta when it tried to avert collision with a tractor-trolley due to fog on the road. 
The accident resulted in the death of eight passengers and injuries to 26 others.  
Locals along with Rescue 1122 shifted the injured to tehsil and district headquarters hospitals.  
The deceased have been identified as Sher Ali, Muhammad Imran, son of Bakhsh, Haji Rafique (driver), Kifayatullah, Nadir and his son Bhutto, Kashif Ali and Ghulam Shabbir.  
The injured included Haji Rehmatullah, Naik Ashiq Ali, Muhammad, Abdul Razaq, Najeebullah, Naqeebullah, Abdul Razaq, Izat Khan, Riaz, Ghulam Shah, Altaf, Ehsan Din, Sajjad Hussain, Wajid Husain, Muhammad Ashraf, Naqeebullah of Tank, Nadir Khan, Muhammad Farooq, Shaukat, Rahib, Amant Din, Zakaranab, Ali Murtaza, Gull Khan, Awal Khan and Hazart Ali. 
Dera Ghazi Khan Commissioner Liaqat Ali Chattha dispatched teams to  the spot to help the injured. He said the government would bear expenses on the treatment of the injured. He also directed necessary  steps to shift bodies to their natives areas.
Meanwhile, Chief Minister Parvez Elahi has expressed grief over the deaths and sough a report.  
TRAINING: Digital training has been started for the seventh houses and population census.  
The commissioner inaugurated the training session at Ghazi University.  
Speaking at the opening ceremony, Commissioner Liaqat Ali Chatha said the census was an important national  responsibility which would be fulfilled diligently.  
He said online record would be compiled by going  door-to-door with the use of modern technology.  
Master trainer Dr.  Abdul Majid while speaking at the opening ceremony said by Dec 23, the trainers would be trained in house and population  census who would train enumerators at the tehsil level  from Jan 7 to 15.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727207/eight-killed-26-injured-as-two-buses-collide,lahore
5,Attack on housing society guards,LAHORE: Three dozens unidentified people attacked and injured five guards of a private housing society in the Nawab...,"LAHORE: Three dozens unidentified people attacked and injured five guards of a private housing society in the Nawab Town area late on Monday. The CCTV footage of the incident showed the attackers on motorcycles holding batons and uprooting barriers.
They are also seen chasing the guards when they left the spot. They later dispersed as the housing society management called police to take action against the attackers.
A police official claimed the attackers remain unidentified while the guards are also unsure of the motive of the suspects.
The police said they would identify the attackers with CCTV footage and suspects would be arrested.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727206/attack-on-housing-society-guards,lahore
6,Cipher audio leak controversy: Imran allowed time to file rejoinder to FIA reply,Call-up notice challenge plea in prohibited funding case adjourned.,"LAHORE: The Lahore High Court on Monday allowed time to a counsel for Pakistan Tehreek-i-Insaf (PTI) Chairman Imran Khan to file his rejoinder to a reply by the Federal Investigation Agency (FIA) in an inquiry into an audio leak relating to cipher controversy.
Khan challenged a call-up notice by the agency which was suspended by the court on a previous hearing.  
As Justice Asjad Javed Ghural resumed the hearing, a legal representative of the FIA submitted a reply seeking dismissal of Khan’s petition.
The agency said the call-up notice to the petitioner was issued in accordance with law. It further said that the inquiry was being conducted as per the law and no harassment had been caused to the petitioner.

Call-up notice challenge plea in prohibited funding case adjourned

Khan’s counsel Barrister Salman Safdar sought time to file his rejoinder and the judge adjourned the hearing for a date to be fixed after winter vacation in courts.
In the petition, Barrister Safdar argued that the FIA summoned the petitioner in the impugned inquiry without disclosing any criminal wrongdoing committed by the petitioner.  
He asked the court to set aside the impugned call-up notice by declaring it being issued without jurisdiction. He also urged the court to quash the inquiry in the interest of justice since no wrongdoing whatsoever had been pointed out against the petitioner.
Justice Ghural also adjourned hearing of another petition of Khan challenging a call-up notice in an inquiry in the prohibited funding case.
The judge had on Nov 8 suspended the impugned notice.
Khan through Advocate Intizar Hussain Panjhuta contended that the FIA had no power to proceed in the matter, especially when the Election Commission of Pakistan (ECP) did not even hold that any law had been violated in opening or operating the bank accounts in question.  
He said the ECP never directed the FIA or any other agency to inquire into any aspect of the bank accounts. He argued that only the federal government and the ECP could take actions against the political parties.
The FIA, in its reply, defended the call-up notice saying it was competent to investigate offences taking place in private banks. It said the inquiry was relating to bank accounts about which the PTI claimed before the ECP that the accounts were opened without an authorisation of the party.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727205/cipher-audio-leak-controversy-imran-allowed-time-to-file-rejoinder-to-fia-reply,lahore
7,"1,100 graduates get degrees at UCP convocation",LAHORE: On the second day of the 25th convocation of the University of Central Punjab (UCP) held at Expo Centre...,"LAHORE: On the second day of the 25th convocation of the University of Central Punjab (UCP) held at Expo Centre degrees were distributed among 1,100 graduates.  
CEO of Netsol Technologies Saleem Ghori was the guest of honour.
On the first day of the two-day convocation, degrees were awarded to 1,076 graduates representing various faculties, including management sciences, law, pharmaceutical sciences, humanities, social sciences and language sand culture.
Punjab Group Executive Director Sohail Afzal, Pro-Rector Dr Nasar Ikram, deans of faculties, academicians, industry experts, students and their parents participated in the convocation.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727204/1100-graduates-get-degrees-at-ucp-convocation,lahore
8,Farmers hold ‘tractor march’ in Lahore today,"They are demanding regulation of Urea market, issuance of DAP subsidy, higher support prices for wheat and sugarcane.","LAHORE: Farmers are holding a “tractor march” in the provincial capital on Tuesday (today) to press the Parvez Elahi government for acceptance of their demands related to regulating the Urea fertiliser market, issuance of DAP subsidy and higher support prices for wheat and sugarcane.
Kissan Ittehad president Mian Umair Masood will lead the march against failure of the Punjab government in meeting their demands despite promises.
Farmers claim that Parliamentary Affairs Minister Raja Basharat had assured the representatives of the Ittehad recently that the government would take strict action against hoarders of Urea fertiliser, which was being sold at Rs3,200 per 50kg bag against the official rate of Rs2,250 per bag.
The provincial government had also not begun releasing the subsidy on DAP so far, nor it fixed wheat support price on a par with the Sindh government, which fixed it at Rs4,000 per 40kg.
Likewise, they had demanded Rs370 per maund support price of sugarcane, but the government had yet to take any step in this regard, while sugar millers have allegedly been given a free hand to purchase cane from the growers through simple paper slips instead of proper cane purchase receipt (CPR), as required under the law, they said.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727203/farmers-hold-tractor-march-in-lahore-today,lahore
9,PA takes up Toba university bill,LAHORE: The Punjab Assembly met here on Monday after a break of two weeks under the chairmanship of Mian Shafi...,"LAHORE: The Punjab Assembly met here on Monday after a break of two weeks under the chairmanship of Mian Shafi Muhammad.  
The house, which met for a brief period of time, did not take up the lawmakers’ written questions related to the local government and community development department because of the absence of minister Mian Mahmoodur Rashid and the chair put off the queries for another day.
Parliamentary Affairs Minister Basharat Raja introduced the University of Toba Tek Singh Bill of 2022. The chair referred the bill to the Standing Committee on Higher Education, which will investigate it and report back to the House within two months.
Annual reports of different departments and agencies were also laid before the house, and the chair put off the proceedings for Tuesday afternoon without allowing general discussion on the political situation and price hike, the third item on the agenda for the day.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727202/pa-takes-up-toba-university-bill,lahore
10,CM announces project to connect cities between Sutlej and Indus,"Rs160bn road project to link eight districts with motorways, highways","LAHORE: Chief Minister Chaudhry Parvez Elahi on Monday announced the Rs160bn Sutlej Indus Economic Network (SIEN) for eight districts between the Sutlej to the river Sindh to connect them with the highways and motorways. 
Under the project, the districts of Kasur, Okara, Pakpattan, Vehari, Bahawalnagar, Lodhran and Bahawalpur would be connected with the motorways and highways, including the Indus Highway. 
A meeting held in the Chief Minister’s Office chaired by Chief Minister Parvez Elahi approved the “SIEN” project.  
Speaking on the occasion, Mr Elahi said a new chapter of development and prosperity would open for the farmers, traders, industrialists and investors through the mega project.  

Rs160bn road project to link eight districts with motorways, highways

While giving details, the CM explained that the first phase of the project from the Kasur Bypass to Lahore Ring Road (G-1 SIEN Corridor) would be completed with Rs15bn. It would connect seven remote districts of Punjab with M-2, M-3, M-4, M-5 and M-11. He said access to 49pc of commodity-producing markets would improve through the highways while 3,431 industrial units of food, agriculture and metal products would be promoted in these districts as business activities in nine big and small towns would be increased.  
The chief minister said the North-South Corridor would connect Depalpur, Pakpattan, Vehari, Multan Road, Head Sulemanki, Minchinabad, Bahawalpur and Bahawalnagar Road. The Changara East Interchange would be connected with Bahawalpur N-5 while Hasilpur would be connected with Rajana Motorway (M-3) through Vehari, Burewala and Chichawatni, he said and added that Chishtian to Burewala and Sahiwal to Samundri link road would be built.  
Giving further details, Mr Elahi said Bahawalnagar to Sahiwal would be connected with M-3 via Arifwala and the SIEN Corridor would also be constructed from Minchinabad to Sahiwal via Pakpattan.  
“Allahabad will be connected to the Jaranwala Interchange M-3 through Chunian, Pattoki and Halla while Sharaqpur Interchange M-3 will be connected with Raiwind Road and Ring Road.”  
The CM noted that the pressure on big cities would be reduced due to the development and creation of employment opportunities in the remote districts. The establishment of specialised potato machinery centres in Pakpattan and Okara would benefit the potato farmers, he said and added that by installing solar dryers and color sorter machines in Bahawalnagar, red chilli farmers would be able to get a better price for the crop.  
Announcing that the Vehari Industrial Estate would be converted into the Agro-Industrial Park, he claimed that economic activities would increase in the Kasur Small Industrial Estate and Dry Port. He added that a multimodal freight terminal would be established in Pakpattan and agro-industrial parks would be established in Bahawalnagar and Okara.  
Chief Secretary Abdullah Khan Sumbal, former federal secretary and Chairman of Planning and Development Board Salman Ghani, the secretary C&W, secretary Planning and Development, secretary Transport, Secretary Finance, senior specialist Economics Urban Unit and others attended the meeting.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727201/cm-announces-project-to-connect-cities-between-sutlej-and-indus,lahore
11,Two exhibitions at Alhamra in the works,"LAHORE: The Alhamra Art Gallery will host two exhibitions, one group show and one solo show.  On Dec 22, a group show of 20...","LAHORE: The Alhamra Art Gallery will host two exhibitions, one group show and one solo show.  
On Dec 22, a group show of 20 artists from the University of Punjab’s College of Art and Design will begin. A group collection of 44 artworks will be on display, including mix media, landscapes, still life, life size sculptures, fresco painting on old Lahore and figurative work.
According to gallery director Mina Haroon, artists explored new mediums and emphasised themes that were profoundly woven into society’s social fabric. Zulfiqar Ali Zulfi, a visual artist, will curate the exhibition.
Another planned display is a solo show by self-taught artist Najma Kamal. Palette knife paintings, usually landscapes, would be featured at the exhibition.  
The exhibit will open on Dec 27.
“Artists feel honoured when they exhibit their works at Alhamra Art Gallery, which is an iconic cultural place in Lahore established in 1981; all senior visual artists, including masters such as Ustad Allah Buksh, Chugtaiee, and Sadiqaian, have had their works exhibited here,” said Ms Haroon, gallery director.
In the last week of December, the Lahore Arts Council will also host a ghazal festival with seasoned and fresh ghazal singers.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727200/two-exhibitions-at-alhamra-in-the-works,lahore
12,Gunmen ‘killed by accomplices’ in shootout,"OKARA: The gunshots of his two unidentified accomplices killed a gunman late on Sunday, according to Saddar ...","OKARA: The gunshots of his two unidentified accomplices killed a gunman late on Sunday, according to Saddar police.  
A night-patrolling squad, led by Inspector Mahr Muhammad Ismail, was on 28/2L Road when three motorcyclists were signalled to stop over near 25/2L, but they began shooting at the police team. 
The retaliated in self-defence. The firing went on for a while, and when the suspects’ weapons fell silent, the police located an unidentified dead with a weapon on him. The accomplices escaped in the middle of the night.  
The police shifted the body to the DHQ City Hospital mortuary for a postmortem examination and lodged a case under sections 302, 324, 353, 186, 399, and 401 of the Pakistan Penal Code.  
Later, the deceased was identified as Amir, alias Amree, of Toba Tek Singh. He was involved in the killing of constable Muhammad Asif Raza and 12 other heinous crime cases.  
A police team is trying to trace the other two suspects.
KILLED: A man shot dead a woman in her house village of Othwal Khalsa on Gugera-Jandraka Road.  
The police said Akhtar Bibi was at home when Asad and Amir came there and Amir allegedly shot her dead. A few days ago, the suspects had a scuffle with Akhtar Bibi and in revenge, he killed her.  
On the report of Bibi’s father Sakhawat Ali, the Gogera police registered a case.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727199/gunmen-killed-by-accomplices-in-shootout,lahore
13,"Combination of basic, applied research a  must for real-world impact: HEC chairman",LAHORE: Higher Education Commission (HEC) Chairman Dr Mukhtar Ahmed has said basic and applied research must be...,"LAHORE: Higher Education Commission (HEC) Chairman Dr Mukhtar Ahmed has said basic and applied research must be combined for real-world impact.
He was addressing a conference on ‘Impactful Research: Convergence of Basic and Applied Research to Create Real-World Impact’ at the University of Management and Technology (UMT).
UMT President Ibrahim Hasan Murad, Rector Dr Asif Raza, Director General Abid Sherwani, Dr Mujahid Kamran, Dean Research Dr Sammia Shahid, Registrar Saleem Atta, Controller of Examinations Haseeb Haider, deans, directors and a large number of faculty participated in the conference.
The HEC chairman said local private varsities should focus on improving quality of research in diverse areas and needed to adapt to the changing landscape of today’s world. He stressed 
the need to focus on research that could provide solutions to social and economic problems of society.
He said data centres would be set up in Karachi and Lahore to enable the HEC to improve its performance.
Lamenting lack of resources, Dr Ahmed emphasised on collaborative projects and resource sharing by experts from all varsities.
He announced that more than Rs100 million would be given to varsities to carry out impactful research soon. 
The asked the varsities to create their own small companies to serve the country by introducing new products made through research.
Mr Murad said research based education was being promoted in his institution to provide research-based solutions to societal problems. 
He said that through cutting-edge technology and impactful research, the varsity was producing graduates who could help create a community of job providers rather than job seekers.
Mr Murad presented an honorary souvenir to the HEC chairman at the end of the ceremony.
MOU: Punjab University and Punjab Health Initiative Management Company (PHIMC) signed a memorandum of understanding (MoU) to raise awareness about Qaumi Sehat Card at a ceremony organised at the VC office here on Monday.
On the occasion, VC Prof Zaidi termed the health card’s a revolution in health sector enabling the poor to avail treatment from private hospitals in a respectable manner.
He hoped the PU School of Communication Studies would play an active role to raise awareness about the health card, its performance, features and processes so that the people could utilise the services to the maximum with ease.  
PU would also facilitate the PHIMC officials in every possible way to raise awareness on the health card through airing a radio drama series on the varsity’s FM radio free of cost.
Published in Dawn, December 20th, 2022
",https://www.dawn.com/news/1727198/combination-of-basic-applied-research-a-must-for-real-world-impact-hec-chairman,lahore
