,Header,Summary,Detail,Link,Category
0,Bomb defused in restive Janikhel area of Bannu,"The timely action by law enforcement agencies saved the area from a big tragedy, says official.","LAKKI MARWAT: Police and security forces foiled a terror bid by defusing a bomb in the restive Janikhel area of Bannu district on Sunday.
“A contingent of police along with security forces and bomb disposal squad personnel rushed to the area when they learnt that miscreants had planted an improvised explosive device along Shakotwai road in Janikhel town,” an official said. He added law enforcers cordoned off the area, and defused the bomb with a controlled explosion.
The official said the timely action by law enforcement agencies saved the area from a big tragedy. He said police and other LEAs were fully vigilant and committed to maintaining peace and protecting people’s lives in the region.
Published in Dawn, December 26th, 2022
",read full story,peshawar
1,Man kills his three family members in Mardan,"MARDAN: A man gunned down his mother, a sister and a brother in Babuzo area of Katlang tehsil here on Sunday....","MARDAN: A man gunned down his mother, a sister and a brother in Babuzo area of Katlang tehsil here on Sunday.
Katlang police station officials said preliminary investigations revealed Gohar Rehman accompanied by a relative, namely Murad, opened indiscriminate fire on his brother, Shah Room, 30, his mother, 70, and sister, 28, killing them on the spot.
The police registered FIR on the complaint of Shams-i-Tabrez against his brother and relative. However, the complainant did not mention a reason behind the incident. The Katlang police said that they had begun efforts to arrest the suspected killers.
Published in Dawn, December 26th, 2022
",read full story,peshawar
2,‘Tanawal notified  as sixth tehsil of Mansehra’,MANSEHRA: The Khyber Pakhtunkhwa Establishment and Administration Department has notified Tanawal as another tehsil...,"MANSEHRA: The Khyber Pakhtunkhwa Establishment and Administration Department has notified Tanawal as another tehsil of the Mansehra district.   
“We are thankful to the chief minister and his cabinet for approving the Tanawal tehsil. Now the establishment department has approved it formally and asked the relevant departments to ensure enforcement of its decision,” chief minister’s adviser on interior Babar Saleem Swati told reporters here on Sunday.   
He said that the provincial cabinet had on December 13 approved the establishment of Tanawal as tehsil, increasing the number of such administrative units to six in the district.   
The lawmaker said that the senior member board of revenue (SMBR) had also given its approval and asked the finance department to release the funds to ensure the functioning of the new tehsil.   
“The Pakistan Tehreek-i-Insaf government’s step would help end the centuries-old deprivations of the people,” Mr Swati said.   
He also said that security of the educational institutions had been enhanced across the province.
Published in Dawn, December 26th, 2022
",read full story,peshawar
3,Govt doubles seats for students of tribal districts in medical colleges,Additional seats distributed among 14 medical and dental colleges in KP,"PESHAWAR: The government has doubled the number of seats allocated in medical and dental colleges for the students of tribal districts for the academic session 2022-23.
The decision, taken by Pakistan Medical Commission (PMC), has been conveyed to the provincial health department and Khyber Medical University (KMU), the admitting varsity in the province.
Sources told this scribe that PMC had reduced seats in medical colleges for the students of newly-merged districts which created unrest among them. They said that the allocation of seats in different public sector medical and dental institutes had been reduced to 136 from 290 for former Fata.
They said that the number of quota-based seats for Balochistan had also been decreased to 29 from 113. PMC has informed the vice-chancellor of KMU, Prof Ziaul Haq, about the number of eats in November of the current year.

Additional seats distributed among 14 medical and dental colleges in KP

The government had increased the number of seats to 290 in academic year 2021-22 while seats for Balochistan were enhanced from 29 to 113 in public sector medical and dental colleges of Khyber Pakhtunkhwa.
The decision to enhance seats had been made through Federal Cabinet Division Islamabad in a meeting held on March 2, 2017 with the then prime minister in the chair. The meeting decided that the quota for students of tribal areas in education and health institutions in all provinces should be doubled and retained for 10 year after its merger with Khyber Pakhtunkhwa.
In compliance with the same decision and letters by Higher Education Commission and Pakistan Medical Commission, the KMU implemented the directives for two years and double seats were allocated to the students in 2021 and 2022.
However, official sources said that reduction in seats by PMC for that academic session caused unrest among the students, who were demanding admission as per 2021 and 2022 policy.
The candidates and their parents started agitation and protest against the government as they were demanding increase in the number of seats. However, neither KMU nor the provincial government had the authority to increase or decrease the number of seats in any medical and dental college of Khyber Pakhtunkhwa.
It was the prerogative of PMC to allocate seats in any medical and dental college of Pakistan and KMU, the admitting university, would fill only the allocated number of seats, sources said.
PMC clarified that it would be one-time increase in the number of seats as it was made provisionally on the requests of the provinces and in the best interests of the students. In future, the colleges wanting to raise number of seats should make arrangements for mandatory inspections by PMC to stand eligible for the increase, it said. It added that increase in seats would be linked with inspections.
Sources said that PMC had been arguing that it would deteriorate the standard of medical education if it kept admitting more students in colleges with the present infrastructure that was meant for less number of students. They said that medical and dental colleges were being allowed specific number of seats after inspection and it was not a good practice to accommodate more students than the number permitted by PMC.
Prof Ziaul Haq told Dawn that not a single candidate could be enrolled into PMC’s portal over and above the allocated number of seats. He said that KMU was required to induct students on the seats notified by PMC.
He said that a final meeting of the Khyber Pakhtunkhwa government and PMC recently decided to reinstate the quota for students of tribal districts. He said that the number of seats for Balochistan’s tribal areas was also doubled.
“The increased seats have been distributed among the 14 public medical and dental colleges in the province,” said Prof Zia.
Published in Dawn, December 26th, 2022
",read full story,peshawar
4,North Waziristan residents protest stoppage of ration,NORTH WAZIRISTAN: The Residents of Zafar Town here on Sunday staged a demonstration in front of the Miramshah Press...,"NORTH WAZIRISTAN: The Residents of Zafar Town here on Sunday staged a demonstration in front of the Miramshah Press Club against the Provincial Disaster Management Authority (PDMA) for stopping distribution of ration to them and not paying enough compensation to rehabilitate their houses and other properties battered during the operation Zarb-i-Azb.
They warned of staging a demonstration in front of the General Headquarters in Rawalpindi if their demands were not met within five days.
It merits a mention here that residents of Zafar Town had been driven out of their houses due to terrorist activities and consequent military operation to flush them out of the region. 
Addressing the protesters, ANP local leader Abdul Khalil said people of North Waziristan had vacated their houses due to operation Zarb-i-Azb. He said when internally displaced persons returned to their areas they saw their houses were destroyed. He said very small amount of compensation was being paid to the affected people, adding that PDMA provided meager ration to them. He, however, regretted that the disaster management body had stopped providing the local residents with ration for the last seven months.
The other protest leaders pointed out that the tribesmen had left their ancestral lands and houses for the sake of country and restoration of peace, but the authorities had failed to acknowledge their sacrifices.
Published in Dawn, December 26th, 2022
",read full story,peshawar
5,Christmas celebrated amid tight security,"Governor visits church in Peshawar, greets Christian people","PESHAWAR: The Christian community on Sunday celebrated Christmas with religious zeal and fervour across Khyber Pakhtunkhwa, particularly in the provincial metropolis, amid tight security. 
Special prayers for peace and prosperity were offered on the previous night in churches in Peshawar. Mass service was held in different churches, which were fully illuminated for the occasion. Most of the young participants were wearing Santa Claus costumes. 
In Peshawar, Christmas prayers were offered in at least 30 churches where the law-enforcement agencies were on high alert and security measures were taken outside the churches to avoid any untoward incident. Xmas trees, fairy lights, Santa caps and fireworks dotted the churches in Peshawar. 
It was observed that in different churches, including All Saints Church, St Joseph’s Catholic Church, Cathedral Church and St Michael Catholic Church, special Christmas trees were prepared to celebrate the event. 

Governor visits church in Peshawar, greets Christian people

The Christian community members arranged gatherings at various locations and greeted each other. 
“We have started our gatherings from Dec 1, which will continue till the end of the month,” said some of the participants at the Catholic Church. 
They said the Christmas festivities began with the midnight services where worshipers offered prayers for peace and prosperity of the country. The community members also participated in cake-cutting ceremonies. 
Besides other priests, Joseph John and Church of Pakistan Bishop Humphrey Sarfraz Peter addressed the participants at St John Cathedral Church in Peshawar cantonment. Rev Shahzad Murad and the Bishop also addressed the community people at All Saints Church at Kohati Gate, Peshawar city, where they prayed for development of the country. 
Keeping in view the deteriorating law and order situation, the police officials visited different churches and inspected security in and around the buildings. The police and volunteers of Christian community continued body search of the people at the entry points as part of the security measures. 
“We are thankful to the police for providing security to churches. The terror acts in various parts of the country had caused a sense of insecurity among the people, but the situation in Peshawar remained peaceful,” priest Shahzad Murad told Dawn. He said the personnel of Pakistan Army also remained on standby in the most sensitive areas. 
Meanwhile, Khyber Pakhtunkhwa Governor Haji Ghulam Ali visited St John Cathedral and congratulated the Christian community members. 
Christmas was also celebrated in Jamrud and Landi Kotal areas of Khyber district, Kohat, Haripur, Abbottabad and other cities of the province amid tight security. 
The Christian community in Haripur celebrated the annual event with religious fervour. The priests led the services at the churches and offered prayers for prosperity and peace in the country and interfaith harmony. 
The community members decorated the churches and held special services at Saint John Church, Haripur, Church of Pakistan, Ghazi, Catholic Church and Evangelical Church in Ghazi tehsil. 
District police officer Imran Shahid also attended the Christmas celebration and cut the cake on this occasion. 
In Bajaur, the Christian community held two different ceremonies in Civil Colony and Bajaur Scouts Headquarters in Khar to celebrate Christmas. 
The Christian community members said that they had been living in Bajaur district for over 60 years and enjoying the support of the local people.
Published in Dawn, December 26th, 2022
",read full story,peshawar
6,JI plans public meetings in Malakand against proposed taxes,LOWER DIR: Jamaat-i-Islami deputy provincial chief MPA Inayatullah Khan on Sunday announced to hold public meetings...,"LOWER DIR: Jamaat-i-Islami deputy provincial chief MPA Inayatullah Khan on Sunday announced to hold public meetings in Batkhela, Malakand, on Dec 30 and in Swat on Jan 7 against the government’s plan to impose taxes in the tax-free zone of Malakand. 
He was addressing a social media conference organised by activists of different political parties at Timergara Rest House as chief guest. The conference was also addressed by Imran Takkar of ANP, engineer Yaqubur Rehman and Sher Bahadar of JI, social activist Akbar Khan, Shahab Utmani of PPP and social media activists Wajidullah and Khan Badshah. 
MPA Inayatullah said the people were united to resist the imposition of taxes in the region. He said that Malakand with a total population of 8.6 million people and covering an area of 29,872 square kilometres was the largest division in Khyber Pakhtunkhwa. 
He said that Swat, Dir and Chitral, the princely states, were merged into Pakistan in 1969 under an agreement that the government would not impose any tax there. He said under the agreement it was agreed that the people of Malakand would utilise their own resources, which was given constitutional cover. 
Mr Inayatullah said the local lawmakers and area elders were not taken into confidence before extending the custom and other taxes to the region. He said the government would not be allowed to collect taxes in Malakand. 
About local resources, the MPA said water from the Panjkora and Swat rivers was enough to irrigate the land in the province and also generate hydel power at cheaper rate. 
INJURED: A man identified as Majid Saeed, 36, was injured when an unknown motorcyclist opened fire on him near Timer Afghan refugee camp in Timergara police station limits on Sunday, residents and police said. 
The injured was taken to the DHQ hospital and later referred to Peshawar in critical condition. Timergara police registered the case and have started investigations. The motive behind the incident could not be ascertained.
Published in Dawn, December 26th, 2022
",read full story,peshawar
7,Encroachments removed from main Mansehra road,Official says action to continue,"MANSEHRA: The National Highway Authority and local administration here has removed encroachments from the Mansehra-Naran-Jalkhad Road here in a joint operation. 
The action led by assistant commissioner Qamar Zia Malik was carried out in Sandasar, Attershisha and Mundiar areas with the help of shovel and excavator machines. 
Mr Malik told mediapersons that buildings and temporary structures put up in the right of way were pulled down. He said the crackdown on roadside encroachments would continue. 
“In the next phase, we will demolish illegal buildings in Baffa-Pakhal and other tehsils of Mansehra district,” he said. The official said encroachments would be removed from Dodial to Chaterplan along the Karakoram Highway. 

Official says action to continue 

WATER CRISIS: The residents of urban area in Upper Kohistan district have complained about unavailability of drinking water and blamed their misery on the failure of authorities to rehabilitate the only water supply scheme of Kamila, which was destroyed in recent flash floods. 
“The district administration and Public Health Engineering Department have failed to restore the water supply leaving thousands of families without potable water for the last four months,” Maulana Walliullah Toheedi told mediapersons the other day. 
Accompanied by a group of residents, he said the people of Kamila and its suburbs had taken up the matter with the district administration, but it did not take any practical steps despite promising to restore the scheme within a couple of days. 
The residents threatened to block KKH again if the water supply was not restored within a couple of days. 
MARKET CLOSURE PLAN REJECTED: The traders here on Sunday rejected the government’s plan of closure of markets and shops at 8pm under the power load management mechanism. 
“The business community has already been reeling under record inflation in the country and if we close our businesses, we will not be able to even manage our expenses,” Mohammad Hanif Awan, general secretary of the central traders body, told a press conference. 
He said the traders had already been paying various levies imposed by the district, tehsil, provincial and federal governments and if their businesses were closed they would not be able pay those taxes.
Published in Dawn, December 26th, 2022
",read full story,peshawar
8,Man killed on road,"HARIPUR: A man was killed and two persons were injured in separate road accidents here the other day. 

Police said...","HARIPUR: A man was killed and two persons were injured in separate road accidents here the other day. 
Police said here on Sunday that Haq Nawaz of Tamrahee Ghazi village was on way to his home in his tractor on Saturday evening when it collided with a passenger bus. 
As a result, he suffered critical injuries and was taken to a hospital in Rawalpindi. He succumbed to his injuries during early hours of Sunday. 
In another road accident, Wajid Khan and Samiullah were injured when two motorcycles collided in the limits of T&T Housing Society. The rescue workers shifted them to the Haripur Trauma Centre.
Published in Dawn, December 26th, 2022
",read full story,peshawar
9,PHC acquits convict in assault case on basis of compromise,The man solemnises nikah with victim and pays compensation.,"PESHAWAR: The Peshawar High Court Mingora bench has set aside sentence of life imprisonment awarded to a man for assaulting a deaf and vocally impaired woman as he has married the victim on the basis of a compromise.
A two-member bench consisting of Justice Mohammad Naeem Anwar and Justice Mohammad Ijaz Khan accepted an appeal filed by the convict, Dawlat Khan, a resident of Buner district, pronouncing that the appellant was acquitted of the charge on the basis of compromise.
An additional district and sessions judge/gender base violence court, Qaiser Khan Afridi, in Buner had convicted the appellant on May 17, 2022, and sentenced him to life imprisonment and fiend him Rs100,000 in default of which he had to undergo six months more imprisonment.
The occurrence had taken place in the jurisdiction of Daggar police station and an FIR was registered there under section 376 (rape) of the Pakistan Penal Code on August 24, 2020, on complaint of the victim’s mother.

The man solemnises nikah with victim and pays compensation

The complainant had told the police that her unmarried daughter, aged around 30, was deaf and vocally impaired by birth. She stated that on August 18, 2020, her daughter fell ill and she took her to a hospital in Daggar for treatment and after her examination the doctor told her that she was pregnant of six or seven months.
She said that she got information from her daughter through her gestures that six/seven months ago, when she was sleeping in a cattle shed, her neighbour Daulat Khan came there and fastened her hands with her scarf and repeatedly assaulted her.
About delay in registration of the FIR, the complainant stated that she was unaware of the law and a local jirga was involved in resolving the matter, but had failed.
Subsequently, the victim had given birth to a male child on November 9, 2020, and the DNA tests of the appellant and the baby proved that he was the child’s biological father.
The statements of the victim before the magistrate and the trial court were recorded with the help of an expert/interpreter named Ikramul Haq. In both her statements, she charged the appellant for the commission of the offence.
The father of the appellant and the victim along with their lawyers appeared before the bench and produced a compromise deed of October 24, 2022.
The appellant’s father stated that not only nikah of the victim was solemnised with the appellant rather the victim and complainant had also been compensated.
According to terms of the compromise deed, the jirga members fixed dower of the victim as two tolas gold besides Rs500,000 as compensation to her and the complainant and an amount of Rs50,000 for dowry articles of the victim.
The cash amount along with a tola of gold (prompt dower) was in custody of an elder of the area named Taj Mohammad, who also appeared before the court and admitted it.
“Thus without going into the controversy regarding the fact that the offence is non-compoundable, etc as the parties entered into a compromise when marriage of victim has been solemnised with the appellant, besides compromise appears to be in the larger interest of the parties, on acceptance of the compromise the appeal stands allowed,” the bench ruled.
Published in Dawn, December 26th, 2022
",read full story,peshawar
