,Header,Summary,Detail,Link,Category
0,Police claim arresting acid-thrower,SUKKUR: Police on Thursday claimed to have arrested a suspect who had reportedly confessed to throwing acid on a...,"SUKKUR: Police on Thursday claimed to have arrested a suspect who had reportedly confessed to throwing acid on a 16-year-old boy over his refusal to enter into friendship with him. The teenage boy suffered serious burns and died later during treatment. 
According to a spokesperson of Sukkur police, the suspect who was now identified as Haji Magsi sneaked into the victim Muhammad Aamir Magsi’s house in Frikh Hill Colony at 9:30pm on Dec 19 and threw acid on him. He was rushed to Gambat Institute of Medical Sciences in critical condition and died soon afterwards.
Sukkur SSP Singhar Malik constituted a three-member team led by ASP Saad Arshad to probe the incident. The team investigated all possible angles of the crime and conducted raids on different places in the city to nab the suspect, said the spokesperson. 
Finally on Thursday, the team caught the suspect Haji Magsi in Shalimar area in the city after receiving a tip-off. The team had called on the victim’s family and promised to bring the suspect to justice, he said.
Police officials said the suspect had confessed before the investigating officials that he had attacked the boy when the latter refused to enter into friendship with him.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727755/police-claim-arresting-acid-thrower,karachi
1,‘Quit Crime’ library  set up at juvenile jail,"DADU: The University of Sindh, Jamshoro, took the unique initiative on Thursday by opening the first-ever ‘Quit...","DADU: The University of Sindh, Jamshoro, took the unique initiative on Thursday by opening the first-ever ‘Quit Crime Library’ (QCL) in the juvenile jail of the Hyderabad prison here on Thursday. 
Launched by the Pakistan Study Centre of the university, the idea behind the reading facility is to divert attention of the incarcerated adolescents from criminal activities. 
According to a statement issued by study centre director Dr Shuja Ahmed Mahesar, various books have been kept in the library set up at the juvenile prison of Hyderabad in a bid to provide an opportunity to the young offenders to read books, seek knowledge and get education. 
Inaugurated by Prof Dr Mahesar and Inspector General Sindh Prisons Kazi Nazir Ahmed, the facility is aimed at help the delinquents quit the habits of crime in future and become productive and useful members of society after being released from the prison. 
Dr Mahesar said that by providing educational opportunities in the prison, the increasing crime could be lessened to a great extent in society. Establish-ment of the library would help the imprisoned youth suffering from mental disorders, psychological tribulations and depression, adding that such corrective methods would prove to be more effective than violent techniques adopted for their reforms. 
IG Prisons Nazir Ahmed said the facility would have far-reaching results in the lives of young prisoners.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727754/quit-crime-library-set-up-at-juvenile-jail,karachi
2,"Court restrains SBCA, HMC from converting status of residential plots",HYDERABAD: The Hyderabad circuit bench of the Sindh High Court on Thursday restrained the Sindh Building Control...,"HYDERABAD: The Hyderabad circuit bench of the Sindh High Court on Thursday restrained the Sindh Building Control Authority (SBCA) and other civic bodies from converting status of residential area into commercial and ordered the status quo be maintained till government framed a uniform policy in the light of judgements of Supreme Court.
The division bench comprising Justices Mohammad Iqbal Kalhoro and Adnanul Karim Memon announced the verdict, which had been reserved after detailed hearing on Dec 15, on a petition filed by Salman Ahmed and Faizan Ahmed, residents of Latifabad unit-8.
The petitioners represented by Ayatullah Khawaja advocate had cited as respondents regional director, deputy and assistant directors of SBCA, Hyderabad Municipal Corporation (HMC), HMC’s deputy director land and Nasir Ali, a private citizen. 
The petitioners, who lived on plots No516 in block-B and plot No514 in block-II Latifabad unit No8, said the respondent Nasir Ali’s plots (No515 and 506) were adjacent to their houses. He had illegally amalgamated the plots and started illegal construction over them despite the fact that the plots and the houses of petitioners could not be converted into commercial plots, they said.
They said that Supreme Court had banned conversion of residential plots into commercial. On June 20 and July 9, 2019, they had filed applications in HMC to get certified copies of the allotment order and mutation of the properties in question but were not provided the same, they said.  
They said that no plan, to date, was approved for construction of banquet hall and the respondents failed to stop the illegal construction despite their requests which showed the respondents were working in league with HMC. They requested the court order the respondents to demolish the illegal construction.
Ayatullah Khawaja contended that the respondent amalgamated the plots illegally and started constructing the banquet hall. The property was situated in a residential area and allotted for residential purposes alone, he said.
The HMC’s counsel Ishrat Lohar said the respondent’s request for conversion and construction of banquet was allowed on payment of usual charges. 
The court said in its order that from clauses of NoC and documents it could be seen that at no point of time the respondents were allowed to raise commercial construction on the plot initially declared residential as per allotment orders. 
“It is a mystery under what circumstances the whole road has been declared as commercial without taking approval from residents of other properties excluding properties of private respondents,” said the order.
“SC has even ordered demolition of various buildings/marriage halls etc which are found to be illegally constructed on main roads and those which are found to be in any residential area being operated for commercial purposes,” read the order.
It said that law provided no residential plot shall be converted and used for any other use except with approval of competent authority after due notice to public at large. 
The above case explicitly showed the respondent departments had not taken into consideration factual position of the case and the dicta laid down by the apex court on the subject, it said.
The court said that without indulging in factual controversies it referred the matter to authorities concerned with directives to private respondent to move fresh application for conversion of properties from residential to commercial and amalgamation of two plots if they so desired.
It ordered that no construction would be carried out on disputed property involved in the present petition in any manner whatsoever. “In the meanwhile, respondent departments are restrained from converting residential area into a commercial [plot],” said the order.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727753/court-restrains-sbca-hmc-from-converting-status-of-residential-plots,karachi
3,Second policeman wounded in Korangi encounter dies,"KARACHI: A second policeman, Sajid Zaman, who was shot at and wounded by muggers in an encounter in the Korangi...","KARACHI: A second policeman, Sajid Zaman, who was shot at and wounded by muggers in an encounter in the Korangi Industrial Area on Wednesday, succumbed to his woulds during treatment on Thursday. 
Two policemen — Khan Raziq and Sajid Zaman — were seriously wounded in an encounter that had also left two muggers dead. 
Sajid Zaman was taken to the Liaquat National Hospital and Khan Raziq to the Aga Khan University Hospital. 
Zaman was in an intensive care unit when he breathed his last on Thursday. 
On Wednesday, two separate encounters with criminals had taken place in Korangi with a half-an-hour gap. 
In the first encounter in Zaman Town, head constable Manzoor Ahmed had sustained fatal bullet wounds. 
The encounter occurred after a young man, Abdul Qayyum, was gunned down for offering resistance to muggers. Subsequently, the police intensified patrolling in the area and tried to lay hands on some street criminals which led to the two encounters. Head constable Manzoor was killed in the first encounter and constable Sajid Zaman was wounded in the second encounter, but the latter also succumbed to his wounds on Thursday. 
Two unknown suspects were also shot dead in the second encounter. 
Korangi Industrial Area police SHO Aurangzeb Khattak said on Thursday that one of the deceased suspects was later identified as Wajid Wahid, who hailed from Larkana. 
The officer said there were five or six cases registered against him. He was also arrested in Karachi and recently released from prison. 
The SHO said martyred policemen Sajid Zaman and Manzoor Ahmed hailed from Mansehra (Khyber Pakhtunkhwa) and Shikarpur, respectively. Funeral prayers for them were held at the Police Headquarters in Garden on Thursday.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727769/second-policeman-wounded-in-korangi-encounter-dies,karachi
4,"PPP leads sit-in over power, gas outages in Karachi’s Lyari",PPP leaders held ‘successful’ talks with officials of K-Electric.,"

RESIDENTS of Lyari hold a protest at the Shaheen Complex intersection on Thursday against power and gas outages in their area.—Online

 
KARACHI: Residents of Lyari suffering from prolonged power and gas load-shedding held a protest demonstration by blocked the main roads leading to the Shaheen Complex intersection in the downtown area.
A large number of men, women and children led by Pakistan Peoples Party (PPP) leaders held a sit-in during busy evening hours causing traffic jams.
They deplored that the K-Electric had resorted to prolonged loadshedding in Lyari while people were also suffering from gas outages.
PPP leaders including Nabeel Gabol, Senator Yusuf Baloch, former DMC chairman Malik Fayaz, Javed Nagori, Khalil Hot and others held ‘successful’ talks with officials of the power utility. The protesters then dispersed peacefully.
Ali Nawaz Baloch, one of the organisers of the protest, told Dawn that the KE had resorted to loadshedding for four times in 24 hours, each duration lasting three hours, hence 12 hours cut in a day. 
Similarly, he added, gas loadshedding was being enforced for 20 hours a day in Lyari.
He said the KE official named Humayun Sagheer assured the protesters that they would not carry out loadshedding on Thursday night and on Friday. However, when the protesters dispersed and returned to their homes in Lyari, the power went off at 8:30pm, Mr Baloch said.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727768/ppp-leads-sit-in-over-power-gas-outages-in-karachis-lyari,karachi
5,Murad orders police-Rangers operation to crush street criminals in Karachi,Calls for intelligence-based action against banned outfits; says killings of citizens by muggers ‘unacceptable’,"• Calls for intelligence-based action against banned outfits
• Says killings of citizens by muggers ‘unacceptable’
KARACHI:  Top brass of police, Rangers and intelligence agencies in Sindh sat together at Chief Minister House on Thursday to evolve a coordinated strategy following a renewed wave of terrorism in other parts of the country and an alarming surge in incidents of street crime in the metropolis.
The meeting, chaired by Chief Minister Syed  Murad Ali Shah, discussed at length the threats of terrorism and street crime and decided to launch an operation to be jointly carried out by police and Rangers against those involved in street crime in Karachi. 
Chief Secretary Sohail Rajput, Inspector General of Police Ghulam Nabi Memon, director general of Pakistan Rangers Sindh Major General Azhar Waqas,  officials of the Counter-Terrorism Department, Special Branch and provincial heads of intelligence agencies attended the meeting.
The chief minister gave 15 days to the police to launch aggressive operations against street criminals and called for close coordination among all the intelligence agencies and police.
While the meeting noted that banned militant outfits were not strong enough in Sindh, the CM stressed the need for strict vigilance to check the movement of suspected militants.
He asked authorities to launch an intelligence-based operation against militants belonging to banned outfits.
CM Shah was, however, quite worried about the situation of street crime in the metropolis.
According to a statement issued from CM House, he said: “Street criminals have created unrest among the citizens of Karachi. But their [criminals’]  number is not so high that they could not be crushed. I want the police  and Rangers to work out a plan to launch an operation against them and  ensure deployment of their forces at the hot spots, which are very much  identified.”
About the killings of a number of innocent citizens  by armed muggers over resistance in the city, he said: “This is  unacceptable and a challenge to the government … I want the police and  Ranger to work together to eliminate the menace.” 
The participants in the meeting decided that the hotspots where street criminals were more active would be secured through effective deployment of police. 
The gangs operating in the city would be busted  through a joint operation by the police and Rangers, they said, adding  that there was a need to improve prosecution in cases against muggers  and street criminals.  
The meeting was told that during the current year, 2,258 encounters with terrorists and street criminals had taken place and as a result, 1,259 gangs had been busted,  16,612 criminals arrested and 204 killed.
The chief minister directed the authorities to keep strict vigilance at the exit and entry points of Karachi and the province so that criminals’ movement could be checked. 
It was pointed out that various illegal immigrants were coming to Karachi, but they were being returned on a regular basis. 
The chief minister said that he would take up the issues of illegal immigrants’ influx into the city with the federal government so that they could be stopped at the borders.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727767/murad-orders-police-rangers-operation-to-crush-street-criminals-in-karachi,karachi
6,Bilqees Khanum laid to rest,"KARACHI: Renowned singer Bilqees Khanum, who passed away in the city on Wednesday after protracted illness, was laid...","


 
KARACHI: Renowned singer Bilqees Khanum, who passed away in the city on Wednesday after protracted illness, was laid to rest in the Wadi-i-Hussain graveyard on Thursday.
Earlier, her funeral prayers were offered at a mosque in Federal B Area. She was 74.
Born in 1948 in Lahore, Bilqees Khanum had moved to Karachi in ’70s. She tied the knot with renowned sitar player Ustad Rais Khan and moved to India. However, she returned after some years to Karachi. Her husband also migrated to Pakistan and lived here till his death in 2017.
She was best known for signing Anokha Ladla, Mat Samjho Hum Ne Bhula Dia’ and Kuch Din Tau Baso Meri Ankhon Mein.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727766/bilqees-khanum-laid-to-rest,karachi
7,Stakeholders to be taken on board before enforcing energy conservation plan,Khawaja Asif briefs Sindh CM about federal government’s intended measures,"KARACHI: The federal and Sindh governments on Thursday agreed to take into confidence traders, industrialists, restaurant owners and other stakeholders before enforcing measures to conserve energy.
A meeting between Sindh Chief Minister Syed Murad Ali Shah and Defence Minister Khawaja Asif took place at the conference room of Terminal 1 in which a roadmap of energy conservation came under discussion.
Federal ministers Makhdoom Murtaza Mehmood, Abdul Wasay, Dr Musadiq Malik, Power Secretary Rashid Langrial and Sardar Moazzam were part of the federal government delegation.
The CM was assisted by provincial ministers Imtiaz Shaikh, Saeed Ghani, Jam Ikramullah Dharejo, Law Adviser Barrister Murtaza Wahab, Karachi Commissioner Iqbal Memon, Health Secretary Zulfiqar Shah and Energy Secretary Abu Bakar Madani.

Khawaja Asif briefs Sindh CM about federal government’s intended measures

According to a statement issued from CM House, Khawaja Asif told the chief minister that various energy conservation measures were presented to the federal cabinet in October and the prime minister had constituted a committee to fine-tune the measures.
He added that the committee held five sessions to identify and strategies potential energy efficiency and conversion measures.
Citing the recommendations of the committee, the defence minister said 20 per cent of the staff would be allowed to work from home once a week which would save Rs56 billion annually. If closure of commercial markets at 8pm is observed, it would save Rs62bn per year. If alternate switching of street lights is observed, it would save Rs4.5bn annually.
CM Shah thanked the federal government delegation for its visit and for sensitising him about their roadmap and said that saving one unit of electricity was cheaper than producing one unit of energy.
He added that realising the fact that improvement in energy efficiency and conservation was one of the easiest and least cost-effective pathways to improve the country’s energy sector sustainability.
He said that Sindh as a whole and its urban centres especially Karachi alone got a huge potential for energy conservation and improving efficiency.
The CM said that the immense potential had made Sindh a key player with its vital share to be the leading contributor in achieving the energy conservation targets at the national level.
He pointed out that his government by utilising the provisions given in the Energy Efficiency and Conservation Act had recently established the Sindh Energy Efficiency and Conservation Agency for proper coordination, facilitation and enforcement of the provisions of the law within the province.
He said that realising the need for electricity in public service buildings during the daytime, Sindh had already solarised 265 health facilities and during the current financial year schools, hospitals, water pumping stations and prisons would be solarised through development projects.
After thorough discussions and deliberations, it was agreed that all the stakeholders, particularly traders, industrialists and restaurant owners would be taken into confidence by the prime minister and chief ministers at their respective levels so that their cooperation could be ensured.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727765/stakeholders-to-be-taken-on-board-before-enforcing-energy-conservation-plan,karachi
8,"Stars twinkle, fireworks light up sky to welcome Christmas",Christmas Star installation ceremony held at Gora Qabristan,"

Bishop Benny Mario Travas enjoys the festive atmosphere at the decorated and lit up green patch near the Gora Kabristan on Thursday.(Right) Fireworks go off as part of the festivity.—Photos by writer

 
KARACHI: The Christian cemetery or Gora Qabristan off Sharea Faisal was the spot where the spirit of Christmas was witnessed on Thursday to spread cheer and joy and remind everyone to be grateful for all the blessings including having each other for support. 
On a grassy patch on one side of the road, the trees had been decorated with fairy lights and twinkling Christmas Stars along with big and small parcels wrapped with gift paper, piled over each other. Soon there were also lots of fireworks lighting up the sky. 
Cardinal Joseph Coutts arrived there wearing an off-white pakol cap. Bishop Benny Mario Travas, the bishop of Karachi, was also present with Reverend Father Mario Rodrigues of St Jude’s Church along with Reverend Father Arthur Charles of St Anthony’s Church, Reverend Father Edward Joseph, MPA Anthony Naveed, advocate Saleem Michael and Pervez Gill. 

Christmas Star installation ceremony held at Gora Qabristan

The chief guest on the occasion was Sindh Labour Minister Saeed Ghani. 
“Christmas is a time of joy. It’s a time of sharing. We need to remember that when Jesus came, he chose to come among the poor, who became his priority. So in our celebrations we must also never forget the poor and also the rejected in society,” said Bishop Benny Mario Travas. 
“The Christmas festivities begin from December 17 along with the preparations for the main celebration of Christmas on Dec 25,” said Father Mario Rodrigues. 
Cardinal Joseph Coutts was glad to be there and appreciated all the decorations done there by the Christmas Decoration Committee. He met all the people who had come to specially meet him and be blessed. They included children and several physically-challenged people with whom the Cardinal sat down to chat. 
Sindh Labour Minister Saeed Ghani also arrived without any protocol or security. “I am with our Christian community in their Christmas celebrations. I pray that they always remain happy and that we celebrate all our festivals together like this,” he told Dawn. 
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727764/stars-twinkle-fireworks-light-up-sky-to-welcome-christmas,karachi
9,Two-day mini thesis show opens at Arts Council,20 students put their works on display,"KARACHI: The mini thesis show of third-year students at the Arts Council Institute of Arts and Crafts (ACIAC) began at the Ahmed Pervaiz Gallery on Wednesday. It will conclude today (Friday). No fewer than 20 young boys’ and girls’ artworks are on display. They were liked by a big number of art lovers and mediamen who attended the opening ceremony.
Provincial Minister of Sindh for Labour Saeed Ghani was the chief guest on the occasion. He appreciated the paintings on view claiming that it was difficult to pick which one was better than the other. He lauded the way the council had been functioning, getting transformed from a deserted (veeran) cultural space to a bustling one where activities keep happening on a regular basis.
The council’s President Ahmed Shah said the focus of his team at the ACIAC is on those students who come from the working class backgrounds. He argued that the affluent segment of society can afford to send their children abroad to grab more opportunities, but it is the less privileged which need attention. 

20 students put their works on display

It’s nice to see young artists employing a variety of media to express themselves visually – oil on canvas, watercolor on paper etc. But what’s heartening is to notice the wide array of ideas that they have touched upon through their works. They range from the loss of a parent to selfdiscovery and from the pangs of mental illness to the efforts required for a collective struggle. It wouldn’t be wrong to suggest that all of them should be appreciated. And yet, the young Yasir Noor’s watercolor paintings stand out both in terms of his craft and the choice of subject. He calls it Dhund (fog or mist) which he attributes to ‘a particular event in my childhood’. In a broader context, it reminded this writer of Eugene O’Neill’s poignant play Long Day’s Journey into Night. 
The other participating artists are: Zarnaab Baloch, Zeenat Khan, Habiba Mujeeb, Bakhtiar Ahmed, Lewis Sabir, Aakash Jivraj, Sehar Afsha, M Darab
Munir, M Jawwad Hassan, Fatima Khan, Shahzad Baloch, Wassama Baloch, Uzma Rehman, Kiran Aslam, Kabeer Atta Mohammad, Stephen Yaqoob, Naheed Noor, Muhammad Ashiq and Azka Lateef.    
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727763/two-day-mini-thesis-show-opens-at-arts-council,karachi
