,Header,Summary,Detail,Link,Category
0,"Pleas of Moonis, others against  tax on overseas property dismissed","LAHORE: The Lahore High Court (LHC) on Thursday dismissed a set of petitions filed by the taxpayers, including ...","LAHORE: The Lahore High Court (LHC) on Thursday dismissed a set of petitions filed by the taxpayers, including former federal minister Chaudhry Moonis Elahi, challenging the levy of capital value tax on the properties outside the country. 
The petitioners, through their counsel, submitted that the Federal Board of Revenue (FBR) had no jurisdiction to levy the tax on the citizens for owning immovable properties abroad. They argued that the property tax was a provincial subject and the federal government could not interfere in it. They asked the court to set aside the tax recovery notices issued by the FBR. 
Opposing the petitions, Assistant Attorney General Sheraz Zaka argued that the capital value tax on the immovable properties was a federal subject. He relied upon a 1992 judgment, saying that the situation remained the same even after the 18th Amendment. He said no statute could be declared unconstitutional on the basis of extraterritoriality. 
The law officer said the courts should refrain from indulging in the policy matters, particularly pertaining to the economy and the fiscal statutes. He argued that the courts were to presume constitutionality of a law enacted by the legislature. 
Justice Asim Hafeez dismissed the petitions and declared the impugned show-cause notices issued to the petitioners by the FBR valid.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727736/pleas-of-moonis-others-against-tax-on-overseas-property-dismissed,lahore
1,Replies sought on farmers plea against land acquisition,LAHORE: The Lahore High Court on Thursday expressed its concern over the Lahore Master Plan-2050 saying the future ...,"LAHORE: The Lahore High Court on Thursday expressed its concern over the Lahore Master Plan-2050 saying the future of the agricultural land had been put at stake.
Justice Shahid Karim observed that the court would see whether the opinion of the international town planners had been sought by the government before finalising the master plan of Lahore.
The judge noted that the world opted for vertical housing instead of expanding cities on land.
“Smog has reached a dangerous level and nobody cares here,” he regretted.
The judge was hearing several petitions of farmers challenging alleged forced acquisition of land and its sale by the Ravi Urban Development Authority (Ruda).
Hammad Rasheed and other farmers contended through counsel that the Ruda occupied their lands with the use of force and started selling the same to new buyers. They said the Supreme Court had restrained the Ruda from forcibly acquiring the land of the farmers.
They alleged that the respondents violated the apex court’s direction and continued its illegal activities. They asked the court to restrain the Ruda from acquiring and selling their land.
After hearing the arguments, Justice Karim issued notices to the Punjab government and the Ruda for submission of reply within a week.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727735/replies-sought-on-farmers-plea-against-land-acquisition,lahore
2,Four batchmates of new Punjab IG made officers on special duty,Official says govt wants to give IG ‘authoritative’ position.,"LAHORE: The Punjab government has made four senior policemen (grade-21) officers on special duty (OSD) within hours of appointment of Aamir Zulfiqar as new inspector general of Police Punjab.
The development caused a concern among Police Service of Pakistan (PSP) cadres as to what prompted the government to “remove so suddenly” four senior police officers from their respective posts.
Meanwhile, the federal government also transferred Bilal Siddiuqe Kamyana, Deputy Director General of IB, Islamabad, and placed his services at the disposal of the Punjab government.  
The transfer has also raised many an eyebrow as Mr Kamyana is said to be in bad books of the Pakistan Tehreek-i-Insaf and PML-Q when he was serving as Lahore capital city police officer (CCPO).

Official says govt wants to give IG ‘authoritative’ position

The Parvez Elahi government had removed him from the post of the CCPO and surrendered his services to the Establishment Division (ED), declaring that he was [allegedly] ‘favouring’ the PML-N.  
The four police officers, who have been made OSDs, included additional IG police investigation Ghulam Rasool Zahid, additional IG establishment B.A Nasir, additional IG south Punjab Ehsan Sadiq and additional IG welfare Farooq Mazhar.
Sharing background of the government’s move, a senior official said all the officers were batchmates [19th Common] of the newly-appointed IG Aamir Zulfiqar.
He said Mr Zahid was posted as acting IG and he was transferred and directed to report to the S&GAD, the same day of his appointment.
He said as soon as the notification of Mr Zulfiqar’s appointment surfaced, the Punjab government suddenly removed all of his batchmates.
There were conflicting reports about the motives and one of the prime reasons was that both sides, including the IG and his batchmates, might not be ‘comfortable’ with each other.
The official said the government wanted to give the IG an ‘authoritative position’ and it was possible only by replacing his batchmates with relatively junior officials.  On the other side, some reports suggested that the senior police officers, made OSD, were themselves not willing to serve under the command of their batchmate IG.
The official said moment they learnt that Mr Zulfiqar had been appointed new IG, they wanted an ‘honourable exit’ from the province. He said with the transfer of the four BS-21 policemen, the next challenge would be the selection of appropriate officials to fill the posts due to non-availability of officers in the same grade.
He said the only option for the government would be to replace them by DIG-ranked officers.
About the transfer of Mr Kamyana, the official said he may be the next choice for new Lahore CCPO as the police circles believed that he would not like to hold a non-field assignment at Central Police Office because of his previous task in IB which was [relatively] ‘authoritative’ as compared to any other in CPO Punjab.
Sources said a massive reshuffle across the province is expected after the posting of the new IG.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727734/four-batchmates-of-new-punjab-ig-made-officers-on-special-duty,lahore
3,PML-N MPAs allowed to attend session on no-trust motions,"LHC allows 18 MPAs to attend the Punjab Assembly sessions and vote, if needed, till Jan 19, 2023.","LAHORE: The Lahore High Court on Thursday allowed 18 MPAs of Pakistan Muslim League-Nawaz (PML-N) to attend the Punjab Assembly sessions and vote, if needed, till Jan 19, 2023.
Previously, the court had permitted the MPAs to participate and vote in a session summoned by the governor requiring Chief Minister Chaudhry Parvez Elahi to obtain a vote of confidence.  
Advocate Mansoor Usman Awan appeared before the court on behalf of the MPAs and stated that the petitioners also wanted to attend the assembly sessions likely to be convened to take up no confidence motions against the chief minister, the speaker and the deputy speaker.  
The counsel asked the court to extend the interim relief already granted to the petitioners.
The court allowed the civil miscellaneous applications by the petitioners and allowed them to attend and vote, if required, in the sessions of the assembly till Jan 19.
The petitioners including Rana Mashhood Ahmad Khan, Saba Sadiq and other MPAs were barred by speaker Sibtain Khan from attending 15 sittings of the assembly through two different orders issued on July 7 and Oct 23.
The counsel argued that the petitioners being elected members of the assembly had an inalienable right to participate in the sessions. They argued that the law provided a ban for 15 days only but the speaker unlawfully imposed a ban on the petitioners for attending 15 sittings of the assembly. They asked the court to suspend the impugned decisions of the speaker regarding the ban on the participation of the MPAs in the assembly sessions for being unconstitutional.  
The judge had suspended the impugned decisions of the speaker allowing the petitioners to participate and vote, if needed, in the session of the assembly summoned by the governor requiring the chief minister to secure a vote of confidence, however, the session has not been held so far.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727733/pml-n-mpas-allowed-to-attend-session-on-no-trust-motions,lahore
4,"Parvez insists PTI, PML-Q alliance is ‘strong’","Punjab cabinet approves induction of 25,000 teachers, purchase of 300 environment-friendly hybrid buses.","LAHORE: The PTI-PML-Q alliance is going strong and is meant for serving the public, and those trying to create cracks in it and indulging in conspiracies will bite the dust, said Chief Minister Chaudhry Parvez Elahi here on Thursday.  
Presiding over the seventh provincial cabinet meeting, the chief minister said the Punjab government was properly performing its duty of providing public service, adding “we are all united” and will remain so. “Imran Khan is our leader and we will abide by his call.”  
The cabinet granted approval to induct 25,000 teachers into the school education department. CM Elahi told the meeting that activist Malala Yousafzai had requested him to induct the teachers during her meeting with him last week. Therefore, he ordered completion of the induction process at the earliest.  
The cabinet took a mega step for provision of justice to the common man, and granted approval to provide free legal aid to the needy facing criminal cases. Thus, it approved the Punjab Public Defender Service Bill 2020 in this regard. The CM said the Punjab government would provide free legal aid to those with scarce resources, and 1,000 employment opportunities would be generated following the approval of the bill.  

Punjab cabinet approves induction of 25,000 teachers, purchase of 300 environment-friendly hybrid buses

The cabinet also approved extension in the scope of provision of solar pumps for farmers across the province. Mr Elahi maintained that the agriculture sector would prosper with the launch of the solar pump provision programme. The availability of water would be ensured to farmers that would eventually increase agricultural production.  
It was decided during the cabinet meeting to formulate a new policy to grant ownership rights to the residents of katchi abadis. The CM directed the senior member Board of Revenue to give final shape to the new policy as soon as possible. The cabinet also granted approval to establish a sports endowment fund worth Rs2 billion.  
The meeting approved a grant of Rs250 million for the Punjab Institute of Language, Art and Culture (Pilac), as well as amendment to the Punjab Government Advertisement Policy 2020. The CM directed to lay special focus on social media and remarked that the present era belonged to digital media. The social media wing in the Directorate General Public Relations would be made more effective.  
The cabinet also granted approval to provide additional resources for the Annual Development Programme (ADP) 2022-23. The CM revealed that Rs50bn had been enhanced in the capacity of the ADP from Rs685bn to Rs726bn.  
The Punjab cabinet also granted approval to the purchase of 300 environment-friendly hybrid buses in Lahore for which CM Elahi said Rs15bn would be spent. Moreover, separate buses would be run for women in Lahore. The cabinet also granted approval for the issuance of a grant worth Rs270m for bar associations.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727732/parvez-insists-pti-pml-q-alliance-is-strong,lahore
5,Ahad Cheema allowed to travel abroad,LAHORE: An accountability court on Thursday provisionally allowed special assistant to prime minister Ahad Khan...,"LAHORE: An accountability court on Thursday provisionally allowed special assistant to prime minister Ahad Khan Cheema to travel abroad on an official tour.
Proceedings in two references made by the National Accountability Bureau (NAB) are pending against Cheema, also a former director general of the Lahore Development Authority (LDA).
A counsel told the court that Cheema was required to visit the United Arab Emirates with an official delegation. He asked the court to give a one-time permission to the petitioner from Dec 25 to Jan 2.
The court allowed the application and directed Cheema to furnish surety bonds of Rs2 million.
The NAB had arrested Cheema in the references of illegal assets and the Ahiana-i-Iqbal Housing scheme. However, an inquiry against him and others regarding alleged corruption in the LDA-City Housing Scheme was closed after the development partners promised to give plots to all the allottees.
In the scheme’s reference, the NAB alleged that Cheema and other accused caused a huge loss to national exchequer by awarding the contract of the housing scheme to a company without bidding.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727731/ahad-cheema-allowed-to-travel-abroad,lahore
6,CMIT seeks IUB VC’s removal over irregularities,"VC rubbishes allegations, cries foul","LAHORE:  The Chief Minister’s Inspection Team (CMIT) has requested Punjab  Governor/Chancellor Balighur Rehman to remove Islamia University of  Bahawalpur (IUB) Vice Chancellor (VC) Dr Athar Mahboob from the post  after allegations of financial irregularities and illegal appointments  were proved in its inquiry.  
The chancellor can remove the VC in exercise of his powers under Section 14(6) of the Islamia University Bahawalpur Act 1975.  
The CMIT further recommended to the government that Dr Mahboob should also  be barred from serving in any government institution/ department.  
It  sought lodging a case with Anti-Corruption Establishment (ACE)  regarding financial irregularities and irregular  appointments/recruitments, which caused ‘serious financial loss’ to both  the universities, i.e. the IUB and Khawaja Fareed University of  Engineering and Information Technology (KFUEIT), Rahim Yar Khan, where he completed his  tenure as the VC before joining the IUB about two-and-a-half years back.   

VC rubbishes allegations, cries foul

The CMIT had launched an inquiry against Dr Mahboob on  complaints of Dr Syed Shakir Ali Ghazali, the ex-director of the IUB  Rahim Yar Khan Campus, and Nadeem Advocate.  
The CMIT report, available with Dawn,  states that the charge of financial irregularities worth Rs5m against  by the VC for holding a two-day cultural activity in 2020 was proved  during the probe.  
The other allegations, including the appointment of  three additional treasurers against one advertised post, were also proved  as the posts were filled in violation of the service statutes.  The allegation of 100 illegal appointments referred to in the audit  paras, as pointed out by the applicant, also stood proved. There were  proofs that the appointment of Dr Munir Ahmed as professor was made without approved statutes and in violation of merit and  criteria. The financial irregularities worth Rs10m were committed  during payment to M/s Technas and it was proved as per the available  record, the report said.  
The CMIT has found proof of the  allegations of misuse of emergency powers also in appointments of  chairmen/chairpersons of various departments. It states that the posts  of associate lecturers did not exist in the existing Service Statutes of  the IUB and the approval by the VC for appointments of 300 associate  lecturers without having service statutes was also declared as illegal.  The recruitment of 176 junior clerks against 18 advertised posts was  also found to be illegal as any IUB authority, including the selection  board, had no power to increase the number of seats after the  advertisement or during the selection process.  
Regarding the CMIT report, Dr Mahboob told Dawn that  all the allegations leveled against him were a pack of lies and the  CMIT had conducted one-sided inspection. He said he was working as the  VC and he knew more about the university act than the CMIT.  
“All  the finances used for the development of the university were completely  approved by the syndicate of the university,” he said and alleged that  the people who had lodged complaints against him wanted to malign him.  
Dr  Mahboob further said the selection board was conducted to make all the  appointments during his tenure and these appointments were duly approved  by the syndicate. He said the syndicate also had the power to create a  post and it might have created associate lecturers posts, claiming that  all the people were hired while completing legal formalities.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727730/cmit-seeks-iub-vcs-removal-over-irregularities,lahore
7,MAO College graduates get degrees,LAHORE: Up to 312 degrees were awarded to graduates of the last five sessions at the fourth convocation of the...,"LAHORE: Up to 312 degrees were awarded to graduates of the last five sessions at the fourth convocation of the Government MAO Graduate College on Thursday.
Punjab Minister for Higher Education Raja Yasir Humayun Sarfraz distributed 312 degrees, 28 academic rolls of honour and seven rolls of honour for co-curricular activities among students.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727729/mao-college-graduates-get-degrees,lahore
8,SNGPL claims to have mitigated issue of low pressure,LAHORE: The Sui Northern Gas Pipelines Limited (SNGPL) management on Thursday claimed to have taken various measures...,"LAHORE: The Sui Northern Gas Pipelines Limited (SNGPL) management on Thursday claimed to have taken various measures leading to resolving low gas pressure-related issues in various parts of Punjab.  
According to a spokesman, the company while monitoring the supply data in real-time through a system in place observed improvement in the gas pressure through completion and commissioning of 9 km long 10” diameter gas pipeline from Ura Chowk to Chak Mandhar and 3km long 8” diameter pipeline from Chak Mandhar to Kharota Syedan Chowk in Sialkot.  
“The cost incurred on this project is Rs133 million. Resultantly, around 34,000 consumers, residing in more than 100 villages along Gondal Road, Saidpur, Chaprar Road and Head Marala Road have been facilitated through this project,” the spokesman said in a statement. 
Similarly, with a view to addressing the issues of consumer base along Adiala Road (Rawalpindi), the company has laid and commissioned 17.65 km long 10” diameter gas pipeline for system improvement at a cost of Rs204m. As a result, around 25,000 consumers along Adiala Road have been facilitated through this project.  
By the completion of the project earlier this week, the longstanding gas pressure issues of Gorakhpur, Khasala Khurd, Khasala Kalan, Dhagal, Shahpur, Adiala jail, Dhok Pharian, Munawar colony, Kekhashan colony, Gulshanabad and adjoining localities have been resolved and residents have now started getting adequate gas supplies. 
“The Sui Northern Gas Pipelines Limited (SNGPL)  has employed social media tools to raise awareness about gas conservation as well as about low pressure announcements to timely alert the consumers accordingly,” he said. 
SEALED: Various teams of the city administration on Thursday sealed restaurants, shops and stores for flouting the time limit of closing business at 10pm, according to a spokesman.
CANALS: The Punjab Irrigation Department has released a schedule  for desilting, repair and maintenance of various canals across the  province, cleaning and annual closure of all canals coming out of Mangla  and Tarbela dams for the Rabi season 2022-23.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727728/sngpl-claims-to-have-mitigated-issue-of-low-pressure,lahore
9,Wazirabad gun attack on Imran: Another suspect remanded in 12-day physical custody,GUJRAT: Police on Thursday produced yet another suspect in Wazirabad gun attack on Pakistan Tehreek-i-Insaf Chairman...,"GUJRAT: Police on Thursday produced yet another suspect in Wazirabad gun attack on Pakistan Tehreek-i-Insaf Chairman Imran Khan, in the Gujranwala anti-terrorism court for the physical remand along with main suspect Naveed Araen of Sohdra.  
Naveed has already been on physical remand since his arrest.
The suspect, Waqas, had been in police custody for the last few weeks in connection with the investigation of the case as main suspect Naveed had bought the pistol used in the attack through his close friend Waqas; however his formal arrest was made by the police on Thursday.  
The Joint Investigation Team (JIT) produced both the suspects before the Gujranwala ATC as physical remand of Naveed was completed.
The court handed over both the suspects on further physical remand of at least 12 days to police and they would be presented in the court on Jan 3, 2023.
Official sources said the police had detained two more suspects including Mudassar and Tayyab who are brothers and residents of the Sohdra area near Wazirabad from where Naveed and Waqas belong.
Mudassar is said to be social media coordinator of the PML-N who had reportedly uploaded a post that something big would happen earlier in the day when the incident occurred on Nov 3; however he had later on deleted it.  
Sources said Mudassar had been taken into custody more than a week ago and now his brother Tayyab too was detained by the law-enforcement agencies in connection with the investigation of the case.
Out of total six members of the JIT, only three arrived in Gujranwala and Wazirabad for Thursday’s proceedings as main suspect Naveed was presented in a local court of Wazirabad on completion of judicial remand in the case of possessing illegal weapon. The case had been registered with Wazirabad city police station and his judicial remand was extended until Jan 3.  
The crime scene along Wazirabad GT road is still being preserved as well as the container of Imran Khan too is parked at the same location since Nov 3.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727727/wazirabad-gun-attack-on-imran-another-suspect-remanded-in-12-day-physical-custody,lahore
