,Header,Summary,Detail,Link,Category
0,Dept cancels winter vacations for schools,PESHAWAR: The Khyber Pakhtunkhwa Elementary and Secondary Education Department on Thursday announced to waive winter...,"PESHAWAR: The Khyber Pakhtunkhwa Elementary and Secondary Education Department on Thursday announced to waive winter vacations of schools in summer zone areas of the province till any unusual change in weather conditions. The summer zone includes Peshawar, central and southern districts. 
A notification issued by the secretary Elementary and Secondary Education Department stated that in the aftermath of Covid-19 pandemic the working days for academic session 2022-23 were not sufficient to complete coursework in the schools of Khyber Pakhtunkhwa. 
“It has, therefore, been decided to waive winter vacations in the summer zone of the province till any unusual change in weather condition,” the notification said. 
It stated that winter vacations in the winter zone, including Malakand, Hazara and other such areas, had also been reduced and schools in the said zone should remain closed from Jan 1 to Feb 15, 2023. 
“The decision has been taken to overcome the huge gap of working days in schools,” the notification adds.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727752/dept-cancels-winter-vacations-for-schools,peshawar
1,One killed over petty issue,SHANGLA: A man was shot dead and two others were injured in a clash over a petty issue in Kerai area of Bisham ...,"SHANGLA: A man was shot dead and two others were injured in a clash over a petty issue in Kerai area of Bisham tehsil here on Thursday. 
Bisham police SHO Abbas Khan told this correspondent that the clash erupted at Kerai area between cousins in which a man was killed and another injured from one group and a woman wounded from the other group. 
He said the clash occurred due to a dispute over pedestrian path to their houses. 
The police said Fida Mohammad allegedly killed his cousin Mohammad Azam, 42, and during firing wife of the accused was injured. Sher Rehman was also injured in the clash. Police lodged the FIR and have started investigations.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727751/one-killed-over-petty-issue,peshawar
2,FIA books three private companies in KP over ‘illegal’ dollar purchases,Official says cases against more firms likely after ongoing inquiries.,"PESHAWAR: The Commercial Banking Circle of the Federal Investigation Agency, Khyber Pakhtunkhwa Zone, has booked three private companies for violating a limit on the purchase of the US dollars.
Deputy director of the circle Afzal Khan Niazi told Dawn that cases had been registered against the Shahzad Enterprises, Yousaf Rehman Enterprises and Junaid Enterprises under sections 3 and 4 of the Anti-Money Laundering Act, 2010, and sections 5 and 23 of the Foreign Exchange Regulation Act, 1947, after investigators found them to be buying 4.9 million American dollar notes.
He also said inquiries were under way against 11 other companies and three individuals on the same charges and cases would be registered after the probe completion.
Mr Niazi said that the dollar purchases by 13 companies during the last 10 years were “thoroughly investigated” and initially, only three of them were charged with violating the purchase curbs under the relevant laws.

Official says cases against more firms likely after ongoing inquiries

He said that in the majority of the cases, company employees and relatives of their owners bought American dollars.
“This is how they [companies] crossed the [foreign exchange buying] limit,” he said.
Official sources said that dollar purchases in the last 10 years to the value of 14.97 million were questionable.
The documents available with Dawn read that the three companies booked by the FIA had purchased a total of 4.9 million US dollars, including $3.52 million by the Shahzad Enterprises,$0.985 million purchased by the Junaid Enterprises and $0.344 million by the Yousaf Rehman Enterprises.
Employees of the Junaid Enterprises and Yousaf Rehman also bought dollars.
Staff members of the Shahzad Enterprises, including drivers, clerks, munshi, partners, and the owners’ relatives, who also work at the company, were also among dollar buyers, according to Mr Niazi.
He said employees of the Junaid Enterprises and Yousaf Rehman Enterprises also bought American dollars.
The documents also named the other companies being probed by the FIA and the amount of dollar notes allegedly bought by them in the last 10 years.
They revealed that the dollar purchases by the Zeeshan Enterprises totalled 4.48 million, by the KK Traders 1.47 million, by the Shah Enterprises $1.1 million, by Ali Hussain Enterprises $589,583, by the Saeed Enterprises $0.861 million, by the Watan Traders $10,000, by the 
Food Dulce Industry $0.323 million, by the Prime Tech $0.282 million, by the Saad Enterprises $0.553 million and by the Future Vision Marketing $0.288 million.
Also, Mohammad Ismail Shah and Ilham Khan Wazir purchased $333,780 and $49,900 dollar notes, respectively.
On Dec 19, the Commercial Banking Circle of the FIA’s KP Zone recovered $0.1 million foreign currency notes in a raid in the Chowk Yadgar area of the provincial capital and arrested Irfanullah alleging that he was a “gang’s member.”
Two days later, the agency sealed four commercial plazas in the same area claiming the action was part of a crackdown on the illegal money exchange business of hundi and hawala to check the smuggling of American dollars out of the country.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727750/fia-books-three-private-companies-in-kp-over-illegal-dollar-purchases,peshawar
3,Kalash winter festival concludes with fanfare,PESHAWAR: The 15-day Chawmos winter festival of the Kalash community ended with fanfare in Bamburet Valley of ...,"PESHAWAR: The 15-day Chawmos winter festival of the Kalash community ended with fanfare in Bamburet Valley of Chitral region on Thursday.
The annual religious event was celebrated in the valleys of Rumbur, Birir and Bamburet simultaneously.
The Kalash exchanged fruits, vegetables, flowers and dried fruits with vows to forge love, peace, friendship, and fraternity among themselves.
Earlier, the children cleaned the holy place of the tribe with pine twigs before the annual bonfire was lit.
Children considered by the community to be a sign of the continuity of life and clad in colourful dresses darted about the village receiving gifts of fresh fruits.
The Kalash people gathered in Bamburet valley to jointly conclude the annual religious festival.
As part of their religious customs, the Kalash men and women sang songs and performed folk dance to the beat of drums. 
Teenagers wearing animal hides and masks enthralled the audience with their performances.
Several events were also held. By the end of the festival, young Kalash men and women announced their marriages in front of the audience.
During this ritual called the Savilakehari festival, men, women and children wearing new and colourful clothes gather in a place and sing love songs for each other. They dance together and praise each other.
In the fun-filled festival, young girls and boys wear each other’s clothes, dance in chorus and express their feelings for each other before announcing their marriages.
During the festival, both men and women performed folk dances in honour of their god, Balimain, who is believed to visit Kalash during the event.
The Khyber Pakhtunkhwa Culture and Tourism Authority put up lights and informative and other signboards at different places to facilitate visitors.
In a statement, the KPCTA said its Tourist Facilitation Centre in Chitral city had helped and guided tourists.
Also, the Rescue 1122 relief stations established by the Kite project of the tourism department remained operational 24/7 during the event.
On the final day, the members of the tribes, old and young men, women and children sang songs and danced to their folk tunes to welcome the New Year at the end of the winter solstice.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727749/kalash-winter-festival-concludes-with-fanfare,peshawar
4,Soldier injured in Bannu embraces martyrdom,"PESHAWAR/HARIPUR: Sepoy Haleem Khan, who sustained injuries in operation against militants at the Counter Terrorism...","PESHAWAR/HARIPUR: Sepoy Haleem Khan, who sustained injuries in operation against militants at the Counter Terrorism Department’s (CTD) compound in Bannu, embraced martyrdom. 
“Sepoy Haleem Khan who sustained injuries during clearance operation at CTD complex, Bannu, embraced martyrdom at CMH Rawalpindi,” said a statement issued by the Inter-Services Public Relations on Thursday. 
The statement said Haleem Khan had sustained injuries during exchange of fire with terrorists during a clearance operation at the CTD compound, adding Khan, a resident of Hijira area of Ponch district, was survived by three children. 
In Haripur, a martyred Subedar Major of Pakistan Army, Khurshid Akram was laid to rest with national honour in his ancestral graveyards of Baka village on Thursday. 
According to a statement by ISPR, a junior commissioned officer of Pakistan Army Subedar Major Khurshid Akram embraced martyrdom with Sepoys Saeed and Babar during the operation against terrorists, who seized the CTD’s interrogation centre in Bannu. 
The funeral of the martyred officer was offered in Baka village, which was attended by the area people, his friends and commandant of his unit and colleagues. 
Floral wreaths were laid on his grave while a contingent of army presented a guard of honour to the grave of martyred officer.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727748/soldier-injured-in-bannu-embraces-martyrdom,peshawar
5,Three die of gas leak in Abbottabad,ABBOTTABAD: A couple and their 25-day-old baby suffocated due to gas leakage in their room in Salhad area here late...,"ABBOTTABAD: A couple and their 25-day-old baby suffocated due to gas leakage in their room in Salhad area here late on Wednesday night. 
According to police, the gas leakage occurred when a man, his wife and their infant baby were asleep in a room of their house. 
The deceased were identified as Amjad, his wife Amina Bibi and their baby. On receiving the information, the rescue and police teams reached the spot and shifted the bodies to Benazir Bhutto Hospital for autopsy.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727747/three-die-of-gas-leak-in-abbottabad,peshawar
6,Service tribunal suspends transfer of health officer,Issues notices to govt officials over plea of Dr Sahib Gul,"PESHAWAR: The Khyber Pakhtunkhwa Service Tribunal has suspended the notification of the health department for the transfer of the Provincial 
Health Services Academy director-general on the charge of passing ‘derogatory’ comments against a former prime minister in a social media messaging group.
Tribunal chairman Kalim Arshad Khan admitted to full hearing the service appeal filed by senior officer of the health department’s management cadre, Dr Sahib Gul, challenging the impugned notification issued on Sept 19, 2022, for his transfer.
The bench fixed Jan 11 for the next hearing into the plea and issued notices to the respondents, including Khyber Pakhtunkhwa chief secretary, provincial health secretary, the director general (health services) and the relevant section officer of the department.

Issues notices to govt officials over plea of Dr Sahib Gul

The appellant’s counsel, Qazi Jawad Ahsanullah, insisted that contents of the impugned order showed that the same could not be termed to be an order passed in the public interest and, so the court should issue interim injunctions in favour of his client.
The tribunal directed authorities to suspend action on the Sept 19, 2022, order until the next hearing.
The appellant, a BPS-20 officer, was appointed against the post of Provincial health Services Academy’s director general on Aug 19 through a notification issued by the Khyber Pakhtunkhwa health secretary.
After a month, the secretary health issued another notification on Sept 19 whereby Dr Sahib Gul was transferred and directed to report to the directorate-general (health services).
The notification said the DG had shared messages of derogatory and defamatory nature against the former prime minister and his family by using his personal number.
It added that he had transmitted messages in a WhatsApp group titled “Management Cadre Association” vilifying the former prime minister.
While the name of the former prime minister was not mentioned in the notification, some officials claimed that the comments were against PTI chief Imran Khan.
The impugned notification was earlier challenged by Dr Sahib Gul before the Peshawar High Court, but his plea was rejected on Sept 22 because of the bar placed on the high court under Article 212 of the Constitution not to entertain any petition in matters of terms and conditions of service.
The appellant’s counsel stated that his client had filed a departmental appeal/ review petition on Sep 20, but despite passage of 90 days he had not received any response.
The counsel contended that his client had an unblemished and spotless service record and his service tenure was spread over a period of more than three decades in the provincial civil services.
He contended that false allegations were levelled against the appellant in the impugned order, which showed that the order was based on mala fide.
The lawyer contended that the case was not of ordinary nature and it was actually a case where a civil servant was being harassed and humiliated for political point scoring only and thus his fundamental rights provided in the constitution had been violated.
He added that the appellant had been condemned unheard as no inquiry, investigation had been conducted prior to issuance of the impugned order.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727746/service-tribunal-suspends-transfer-of-health-officer,peshawar
7,Boards to conduct grade-9 exams under learning outcome system in KP,Decision announced after chairmen’s meeting in Dir; move aimed at discouraging rote learning.,"LOWER DIR: The Boards of Intermediate and Secondary Education (BISEs) in Khyber Pakhtunkhwa will conduct the upcoming annual examinations for grade-9 students under the student learning outcome (SLO) system. 
The announcement in this regard was made here in Chakdara on Thursday at the conclusion of two-day meeting of the Khyber Pakhtunkhwa Boards’ Chairmen Committee (KPBCC), including chairmen of all educational boards in the province. 
KPBCC chairman Prof Zamin Gul presided over the meeting attended by the chairmen of educational boards of Peshawar, Mardan, Swat, Bannu, Abbottabad, Kohat, DI Khan, Textbook Board Peshawar and Technical Board. 
The meeting, after a thorough review of the existing examination system, decided to conduct the upcoming board examinations for grade-9 students under the SLO system so as to discourage rote learning. 

Decision announced after chairmen’s meeting in Dir

The participants were informed that the Khyber Pakhtunkhwa government had already given the approval in this regard. The meeting decided to train 50 subject specialist teachers from each of the boards for preparing SLO-based question papers and marking procedure. It decided that workshops for the selected specialists would also be arranged. 
Talking to this correspondent, Malakand BISE chairman Prof Zamin Gul said the decision would have positive effects on the students learning. 
He said the new system of examinations would help end the rote learning and the students would get real knowledge. He said all educational boards had uploaded model papers in this regard on their websites and the students and teachers could benefit from them. 
Mr Gul said the educational boards had started preparations for the annual examinations expected to be held in April or May next year. 
Meanwhile, the students of University of Malakand on Thursday held a walk in Chakdara and demanded of the Afghan government to allow the local women to get higher education. 
Scores of students led by Izaz Khan and Aneesur Rehman gathered outside the university’s main campus and chanted slogans such as ‘let the Afghan women learn’. They urged the world community to force the Afghan government to withdraw its decision immediately.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727745/boards-to-conduct-grade-9-exams-under-learning-outcome-system-in-kp,peshawar
8,Man drowns in Indus,"DERA ISMAIL KHAN: A 50-year-old man drowned in the Indus River here on Thursday.

Police said that Rescue 1122 ...","DERA ISMAIL KHAN: A 50-year-old man drowned in the Indus River here on Thursday.
Police said that Rescue 1122 divers retrieved the body after a three-hour operation.
A Rescue 1122 official said that the man identified Sakhi Jan of Basti Sheikhan Wali drowned in the river after accidently falling in it. 
As soon as the incident was reported, Rescue 1122 divers reached the spot and recovered the body after a three-hour operation.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727744/man-drowns-in-indus,peshawar
9,"Govt land retrieved, 22 occupants  arrested in Swat",SWAT: Police claimed to have retrieved about 152-kanal government land from illegal occupants and arrested 22 ...,"SWAT: Police claimed to have retrieved about 152-kanal government land from illegal occupants and arrested 22 persons during an operation in Kanju Township.
Additional Superintendent of Police Arshad Khan told a press conference at Kanju police station that the operation was launched against land grabbers after receiving complaint.
Officials of Swat District Development Authority were also present on occasion.
He said that the director of Urban Area Development Authority Kanju Township, Asadullah Khan, lodged a complaint that Fayaz Ali Shah of Damghar along with other people had occupied government land. “They also cut down dozens of trees illegally and were trying to construct a road on the government land. They wanted to occupy more land in the F Sector of the township,” he added.
The ASP said that an operation was launched against the land grabbers in the township. He said that about 152 kanals of government land was retrieved from the illegal occupants during the operation. “We have also arrested several land grabbers along with weapons. All the illegal routes set up by the land grabbers have also been closed,” he added.
He said that at least 23 persons were nominated in the FIR for their illegal activities including land occupation, encroachment, cutting of trees and constructing roads on the government land. He added that police also recovered weapons from their possession.
“Cases have been filed against the accused persons under sections 506-511-379-447-427-148-149-440 and 15AA of Pakistan Penal Code,” said the ASP. He said that 22 accused persons were arrested while search for Fayaz Ali Shah was under way.
He said that police also seized tents and other equipment from the illegally occupied land.
Mr Khan said that Swat was not a lawless place and police were ready to take action against anyone trying to challenge the writ of the government, “It is the responsibility of every citizen to inform police in time about any illegal activity so that immediate action can be taken against the violators of law,” he added.
Published in Dawn, December 23rd, 2022
",https://www.dawn.com/news/1727743/govt-land-retrieved-22-occupants-arrested-in-swat,peshawar
