,Header,Summary,Detail
0,AGP’s opinion sought on proposal of One Constitution project’s owner to settle dues,• SC directed developer to pay Rs17.5bn in 2019 • Developer citing financial crisis offers commercial area to authority...,"• SC directed developer to pay Rs17.5bn in 2019
• Developer citing financial crisis offers commercial area to authority
ISLAMABAD: The city managers have sought the opinion of the attorney general of Pakistan (AGP) on a proposal floated by owner of BNP Group’s multi-storey One Constitution Avenue project regarding the proposed new resettlement plan of outstanding payment owed by the developer to the Capital Development Authority (CDA).
In response to a proposal submitted by chief executive of the said project, Abdul Hafeez Sheikh, CDA’s Member Planning Naveed Ilahi, through a letter, sought guidance from the AGP.
The said project was de-sealed in January last year after the developer deposited Rs1.7 billion with the CDA on account of first installment of Rs17.5 billion, fixed by a three-member bench of the Supreme Court headed by then chief justice Mian Saqib Nisar in 2019.
However, now, sources said the developer, through a letter, told the CDA that due to current economic conditions “it has become impossible for us to complete the project and also make the annual installment of Rs2.9 billion”.
“Present value of the balance amount of Rs14.583 billion [which, according to him] comes to Rs9.46 billion discounted at 15.57pc,” the developer wrote.
The letter further stated: “BNP offers to transfer the commercial area valuing Rs9.46 billion in favour of CDA immediately ... CDA will become the exclusive owner of the said commercial property in lieu of the balance ‘discounted’ lease amount payable and will be at the liberty to use, rent or sell the commercial area.” 
The group also requested buyers of apartments to “voluntarily share some of the unreasonable burden imposed on us by Supreme Court” but none of them responded positively, the letter stated, adding regrettably, all this has compromised our ability to complete the project and make payments of lease installments.
After receiving the said letter, sources said that the member estate decided that CDA cannot entertain the proposal of the developer without getting input from the AGP. “I am directed to enclose a representation received from Chief Executive M/s BNP, Islamabad with regards to the settlement of pending litigations and balance amount owed by them to CDA as per the orders of Honorable Supreme Court of Pakistan dated 09-1-2019. 
“It is submitted that the office of Attorney General representing the federal government before Apex Court and is now also representing the government in the pending review petitions filed by both M/s BNP and Authority [CDA] separately,” read the letter.
“Moreover, earlier a detailed inquiry was conducted by a committee constituted by the then prime minister on 16-11-2017 under the Attorney General of Pakistan in pursuance of the orders of the Honourable Islamabad High Court to address certain issues arising out of the litigation concerning the project,” it added. 
It is relevant to note here that the said project was sealed in 2016 by CDA and lease of the plot was also cancelled as the plot was meant for construction of a hotel but the developer had built and sold residential apartments instead.
The Islamabad High Court (IHC) upheld CDA’s decision but the Supreme Court restored the lease in 2019 and directed the BNP Group to pay CDA Rs17.5 billion in eight years.
According to the Supreme Court’s ruling, the developer is supposed to pay Rs17.5 billion in eight years in installments starting from January 2019. Both the developer and the CDA separately had filed review petitions in court against the said ruling, but decided to implement the SC judgment of 2019 in true letter and spirit till the outcome of the review petitions.
This project is said to be an elite project as buyers of the apartments in the said building include former prime minister Imran Khan, former chief justice of Pakistan Nasirul Mulk, former Pakistan Cricket Board chairman Ehsan Mani, PML-N leader Khawaja Mohammad Asif, Federal Ombudsperson for the Protection of Women Against Sexual Harassment at the Workplace Kashmala Tariq.
According to the developer, two towers of the serviced apartments have been completed and work on construction of the shopping mall is near completion and construction of the hotel is yet to be carried out. The CDA had auctioned the plot to the said company in 2005 to build a luxury hotel.
Published in Dawn, August 17th, 2022
"
1,Four arrested for harassing foreigners in Shakarparian,ISLAMABAD: Four people were arrested by police in connection with a case involving harassment of two female...,"ISLAMABAD: Four people were arrested by police in connection with a case involving harassment of two female foreigners, registered late on Monday night. 
Earlier, a video went viral on social media in which a number of men were seen harassing two foreigners at Shakarparian when they visited the place along with a driver. 
Many criticised the capital police and raised questions over their claims about security arrangements in the city, forcing them to initiate legal action over the issue, police officers told Dawn, adding that a case was registered against unidentified persons at Aabpara police station on behalf of the state and a sub-inspector.
According to the first information report (FIR), the video was sent to National Database Registration Authority (Nadra) for identification of the harassers, the officers said, adding that in response they were identified and their details, including addresses were shared with investigators.
Raids were conducted which resulted in the arrest of four people, who were residents of Taxila, the officers said, adding that a mobile phone was recovered from one of them, in which the video was found along with scores of photos of the women.
About eight to 10 persons were identified, they said, adding that efforts are being made to trace and arrest them too.
The victims are yet to be identified and traced, officers said, adding that in this regard the police Security Division was also approached by investigators asking them to make contact with embassies so their comments could be taken.
The victims came to Shakarparian in a car driven by a local driver, officers said, adding that the driver was seen protecting them and took them away from the spot.
Later, they were brought to the room of the security in-charge where they had a cup of tea, the officers said, adding that their identification was requested but they denied to give out any information and left from there. The police are also trying to trace them through the driver and the car.
Published in Dawn, August 17th, 2022
"
2,Islamabad gets new chief commissioner,"ISLAMABAD: The federal government on Tuesday appointed retired Capt Mohammad Usman, a BS 20 officer of Pakistan...","


 
ISLAMABAD: The federal government on Tuesday appointed retired Capt Mohammad Usman, a BS 20 officer of Pakistan Administrative Service (PAS), as the new chief commissioner Islamabad. He will also likely be given charge of chairman of Capital Development Authority (CDA).
He has replaced chief commissioner Amer Ali Ahmed, a BS 21 officer, who was looking after the affairs of CDA as well on additional charge. Mr Ahmed has now lost the charge of the CDA.
According to a notification, Mr Usman, presently under transfer from government of the Punjab is being posted as chief commissioner with immediate effect and until further orders. 
A source said the new commissioner will also be the CDA chairman, adding with his appointment, Mr Usman has automatically become member of CDA board and now, the interior ministry will move a summary to the federal government for giving him charge of CDA.
The outgoing CDA chief took charge in 2019 during PTI government’s tenure. 
During his over three-year term, he started several projects that include G-7/G-8 underpass, PWD underpass, expansion of Islamabad Expressway, construction of 10th Avenue, expansion of I.J. Principal road, 7th Avenue Interchange, Rawal Dam Interchange, Margalla Road, restoration of public parks, development of some stalled sectors that include I-15, E-12 and 1-12. Some of these development projects have been completed.
Whereas, he also launched three metro bus services mainly Orange, Green and Blue.
Published in Dawn, August 17th, 2022
"
3,More rains predicted in twin cities,RAWALPINDI: Heavy rain lashed Rawalpindi and Islamabad on Tuesday creating a slushy mess in the city areas while the...,"RAWALPINDI: Heavy rain lashed Rawalpindi and Islamabad on Tuesday creating a slushy mess in the city areas while the Met Office predicted more rains in the next 24 hours.
The rain brought down the temperature to 35 degrees Celsius with the humidity level recorded at 77 per cent.
The Meteorological Department recorded 2mmrainat Zero Point, 9mm at Saidpur, 13mm at Golra, 4mm at Bokra in Islamabad; 9mm at Chaklala, 1mm at Katchery Chowk and 15mm at Shamsabad in Rawalpindi.
An official of the Met Office said strong monsoon currents were penetrating most central and southern parts of the country and likely to continue during the next two to three days. A westerly wave is also present over upper parts.
He said rain-wind/thundershower is expected in Sindh, Balochistan, Punjab, Khyber Pakhtunkhwa, Kashmir and Gilgit-Baltistan. Heavy falls are also expected at scattered places in Kashmir, Sindh, eastern Balochistan, upper/southern Punjab and southern KP.
He said heavy rains may generate urban flooding in Karachi, Thatta, Badin, Hyderabad, Dadu, Jamshoro, Sukkur, Larkana, Shaheed Benazir Abad and Mirpurkhas from August 16 to 18.
The rainfall may trigger landslides in Kashmir, hilly areas of KP, Galiyat, Murree, Chillas, Diamer, Gilgit, Hunza, Astore and Skardu.
Published in Dawn, August 17th, 2022
"
4,"Why US envoys allowed to visit sensitive areas, questions Shireen Mazari",Says Washington conspired to remove well-performing PTI govt through local collaborators.,"ISLAMABAD: After criticising the visit of US Ambassador Donald Blome to Landikotal and Torkham border last week, Pakistan Tehreek-i-Insaf (PTI) Senior Vice President Dr Shireen Mazari on Tuesday said Mr Blome’s meeting with officials of the Khyber Pakhtunkhwa (KP) government and the chief minister was not a big deal.
However, she questioned under which contract US ambassadors visit sensitive areas while no Pakistani diplomat can go to any sensitive area in other countries.
The party, which criticised the meeting of US embassy officials with parliamentarians during its tenure, has been facing criticism over the contradiction in its stances towards the US.
Addressing a press conference here on Tuesday, Dr Mazari alleged that the US had conspired to remove the well-performing PTI government through the local collaborators.

Says Washington conspired to remove well-performing PTI govt through local collaborators

She said the American ambassador was holding meetings with the provincial and federal governments. Under which agreement, he was allowed to visit the Pak-Afghan border, she asked.
Lashing out at the government for allegedly torturing party leader Shahbaz Gill, Dr Mazari demanded that sedition cases should also be filed against Nawaz Sharif, Maryam Nawaz, Asif Ali Zardari, Ayaz Sadiq and Khawaja Asif as their statements were more alarming and dangerous.
She alleged that Shehbaz Gill’s body had signs of torture, claiming he was stripped naked and tortured.
She stated that if Mr Gill did anything unlawful, the law should take its course, but first he must be given a chance of fair trial to prove his innocence.
“If someone is accused of contravening law of the land or violating Constitution, he must be given a fair trial to defend himself so court can decide and give justice,” she added.
The PTI leader lamented that it was horrific to first abduct him, register an FIR and then tortured him. Shahbaz Gill’s body showed severe marks of torture, she added.
Talking about the prohibited funding case against the PTI, she said the Election Commission of Pakistan (ECP) and the chief election commissioner (CEC) were working on a completely biased approach as the Supreme Court and the Islamabad High Court had clear directions to decide all the cases simultaneously.
Coming down hard on the government for increasing petrol prices, she said the government of “thieves” dropped another petrol bomb that would further augment the miseries of the inflation-ridden and pervert-stricken masses. She advised [PML-N leader] Maryam Nawaz to stop staging a drama on petrol prices.
PTI delegation meets Gill in jail
A seven-member parliamentary delegation of the PTI visited Adiala jail on Tuesday and met Dr Shahbaz Gill. They expressed serious concern over alleged police torture on him.
The delegation was led by Senator Dr Shehzad Wasim and comprised senators Saifullah Niazi, Shibli Faraz, Azam Swati, Abdul Qadir, Saifullah Abro and Sardar Gurdeep Singh. The lawmakers would brief the party leadership about the meeting.
Published in Dawn, August 17th, 2022
"
5,Anti-harassment committees must be well versed in relevant laws: speakers,System being created to keep complainants up-to-date...,"RAWALPINDI: Anti-harassment committees to protect women established in all offices, factories and other workplaces must have detailed knowledge of their responsibilities and relevant laws so that their members can ensure that justice is delivered effectively. 
This was discussed in a divisional dialogue regarding the implementation of anti-harassment laws in workplaces organised at a local hotel in which Provincial Ombudswoman Nabila Hakeem Khan and United Nations Technical Specialist Tania Durrani participated.
Officials from other departments including health, education, population and social welfare of Rawalpindi Division were also present. Manager of UN Women Samman Ashar, UN Consultant Mumtaz Mughal, Punjab Ombudsman Consultant Abdul Rashid, Law Officer Mohammad Abbas and others participated in the dialogue.

System being created to keep complainants up-to-date

A detailed briefing was given on laws related to the harassment of women and the measures adopted. 
Ms Khan said anti-harassment laws had played an important role in providing a safe environment for women in offices, factories and other workplaces and now women were more confident and could perform their duties in a favourable environment.
Under the anti-harassment laws, a system is being devised to give continuous updates of the case to the complainant, under which the complainant will be informed about all stages of processing of the complaint.
She said the consultation process was ongoing at the divisional level to implement the laws in a more effective manner, adding that without a safe environment, society could not benefit from the potential of women and development and prosperity were not possible without the participation of women in the economic process and self-sufficiency.
UN Representative Tania Durrani said awareness of women’s rights and implementation of anti-harassment laws in Pakistan had improved significantly, in which the ombudsman and other government departments had played a significant role.
She said women in public and private departments had got a better environment than before, which was a result of joint efforts between the government and people. Officials of various departments spoke about their recommendations.
Published in Dawn, August 17th, 2022
"
6,Online domicile issuing system launched,TAXILA: The local administration has launched a computerised automated domicile system with a one-window operation...,"TAXILA: The local administration has launched a computerised automated domicile system with a one-window operation facility for issuing the certificate to applicants the same day.
“There will be a one-window operation and people seeking to get their domiciles will get them on the same day on which they applied after submission of all the necessary documents,” said Assistant Commissioner Fazail Mudassir while briefing newsmen about the system in Hassanabdal on Tuesday.
He said that this was a step forward for the issuance of domiciles to the people of Hassanabdal tehsil in a hassle-free environment while all services and facilities will directly be monitored by Punjab Information Technology Board Lahore to ensure transparency.
He added that the one-window operation would spare precious time of applicants, mostly students.
Responding to a question, he said that the new system would make the process efficient and user-friendly, and would have zero chances of duplication or fake domicile issuance.
The verification, he said, would be done online as well. The domicile, he said, would be issued the same day when one would apply for it.
The best advantage of the computerised and automated system would be verification, record-keeping and a proper backup.
“There won’t be any duplication of domicile in future,” he added. He said the licences of two stamp vendors were cancelled after they were found guilty in an inquiry conducted by officials of the local administration and the revenue department of unnecessary delays in the issuance of e-stamp paper to the applicants for domiciles.
Published in Dawn, August 17th, 2022
"
7,Minor dies after falling into manhole,TAXILA: A two-year-old girl died after falling in a manhole in Banni Mohallah area in the limits of Taxila police...,"TAXILA: A two-year-old girl died after falling in a manhole in Banni Mohallah area in the limits of Taxila police station on Tuesday.
Rescue 1122 and hospital sources said the manhole had collapsed in recent rains and was open.
Farhia Bibi went out of her house to play but she accidentally fell in the manhole. Later, Rescue 1122 teams shifted the minor to a local hospital where she was pronounced dead. 
Later her body was handed over to her family for burial after fulfilling the legal requirements. Taxila police are investigating the case.
Meanwhile, a teenage girl was abducted in the limits of Wah Saddar police station on Tuesday.
Abdul Jabbar reported to police that his teenage daughter was going to her friend house when unknown persons abducted her. Wah Saddar police have registered a case and launched further investigation.
Published in Dawn, August 17th, 2022
"
8,"Three dengue cases surface in Taxila, Wah","TAXILA: Three dengue patients surfaced in Taxila and Wah on Tuesday, official sources confirmed. Mian Israr Ali,...","TAXILA: Three dengue patients surfaced in Taxila and Wah on Tuesday, official sources confirmed.
Mian Israr Ali, entomologist of the tehsil health department, told Dawn that two patients belonged to ward 8 of Wah Cantonment and one to rural union council.
The health official said that surveillance was underway to detect the existence of dengue larvae. Besides, strict action has also been taken against violators of dengue SOPs.
According to District Coordinator Epidemics Prevention and Control (DCEPC) Dr Sajjad Mehmood, so far this year two patients were reported from Taxila Cantonment, three from Wah while one from Taxila rural.
He said prevailing weather was suitable for dengue larvae breeding and asked citizens to remove stagnant water from outdoor and household settings to stop mosquitoes from breeding after rain. 
Responding to a question, he said during the indoor anti-dengue surveillance, larvae was found in 294 houses in Taxila Cantonment, 74 in Taxila city while 64 in Taxila rural.
Sources said that a number of suspected patients mostly from Lalazar, Gulshan Colony, Shadman Town of Wah and various localities of Taxila Cantonment have been admitted in various private hospitals of Taxila and Wah.
The health department is responsible for spray in six union councils in rural areas, while TMA is responsible for four union councils in urban centers. 
Despite the growing threat of the dengue spread in the area, both departments have failed to carry out spray on time as such practice carried out only on papers as no physical activity was carried out in the Taxila and Wah.
Published in Dawn, August 17th, 2022
"
9,Journalist granted interim bail,ISLAMABAD: Additional District and Sessions Judge (ADSJ) Zeba Chaudhry on Tuesday granted pre-arrest interim bail to...,"ISLAMABAD: Additional District and Sessions Judge (ADSJ) Zeba Chaudhry on Tuesday granted pre-arrest interim bail to journalist Khawar Ghumman in the FIR registered for inciting mutiny.
Ghumman has applied for pre arrest bail in the case. The court after hearing the preliminary arguments granted him pre-arrest bail till Aug 24 against Rs50,000 surety bonds.
The ADSJ also sought a report from the police till said date.
Last week, LHC granted Ghumman protective bail and had directed him to appear before the court of competent jurisdiction in seven days.
Published in Dawn, August 17th, 2022
"
