,Header,Summary,Detail
0,1.8m KE consumers to benefit from FCA relief package,KARACHI: As many as 1.8 million eligible electricity consumers across K-Electric serviced territory in the city and...,"KARACHI: As many as 1.8 million eligible electricity consumers across K-Electric serviced territory in the city and adjoining regions are receiving benefit of the prime minister’s announcement regarding the fuel charge adjustment (FCA) for the month of June.
Such consumers are being delivered adjusted bills for August with extended due dates, a KE spokesperson said, adding that all those eligible consumers who have already paid their non-revised  August bills will receive adjusted bills for the month of September.
The spokesperson said that the announcement of June’s FCA relief had come in two parts; it was first announced for Non-ToU (non-time of use) residential consumers having electricity consumption of up to 200 units in June, and later it was extended to the same category of consumers with power consumption up to 300 units in the month following the announcement by the federal government.
Published in Dawn, September 7th, 2022
"
1,SC allows appeals against SHC order that suspended SPSC Act,"Court rules PMS, medical officers appointed through 2018 competitive exam will continue to serve...","ISLAMABAD: The Supreme Court on Tuesday ruled that the medical officers and the public servants in the provincial management services (PMS) who appeared in the 2018 Combined Competitive Examination (CCE) of the Sindh Public Service Commission (SPSC) and completed required training after their selection in Grades 16 and above will continue to serve in their respective jobs.
On June 3, 2021, the Hyderabad circuit bench of the Sindh High Court had suspended the Sindh Public Service Commission (SPSC) Act, 1989, in its present form declaring it ultra vires to the Constitution, and cancelled job test results of medical officers and CCE held in 2018.
A three-judge Supreme Court bench consisting of Justice Ijaz-ul-Ahsan, Justice Jamal Khan Mandokhel and Justice Ayesha Malik held that officers who passed their written examinations but could not be appointed due to alleged irregularities, will be considered and adjusted in the existing available or future vacancies whenever they accrue. But in the meanwhile SPSC will also condone if some candidates become overage in the wait.
The Supreme Court had taken up a set of appeals moved by the Sindh government as well as individual petitioners against the June 3, 2021 SHC judgement declaring the SPSC Act 1989, SPSC (Functions) Rules, 1990 and SPSC (Appointment of Chairman and Members) Rules 2017 against the Constitution.

Court rules PMS, medical officers appointed through 2018 competitive exam will continue to serve

On Tuesday, the apex court ruled that the SHC order regarding declaring the SPSC Act of 1989 had become infructous since the provincial government had subsequently promulgated the SPSC Act.
After declaring the SPSC Act 1989 ultra vires to the Constitution, the SHC had also set aside the job and test results of medical officers and CCE held in 2018. As a result of the SHC verdict, the recruitment of around 1,700 male and female medical and other government officers got affected.
Senior counsel Makhdoom Ali Khan represented certain officers of the PMS as well as Salahuddin Ahmed appeared on behalf of the medical officers.
In one of the petitions filed by Makhdoom Ali Khan on behalf of a number of provincial officers, the petitioners pleaded that they were condemned unheard since they were not parties to the proceedings before the SHC. Even no notices were ever issued to them or any opportunity of hearing was provided to them before the judgement was passed. As the results of CCE-2018 were set aside and cancelled without any discussion in the high court order, the petitioners pleaded that the high court’s verdict was based on the assumption that candidates were selected through CCE-2018 without a written test.
“This is incorrect and contrary to the record,” the petitioners contended, adding that they were selected through a transparent and lengthy process that included application, screening test, written tests or interview.
Upon selection by the SPSC, the petitioners said they were issued offer letters by the Sindh government on Jan 30, 2020, which were accepted by them. 
Later, they underwent medical examination and their character antecedents and educational testimonials were also verified, the petition said, adding that the high court’s verdict did not take into consideration that CSS examinations were conducted by the Federal Public Service Commission in the same manner as CCE-2018. This is apparent from the Rules for Competitive Examination (CSS), 2017 framed by FPSC.
The petition pleaded that the high court went beyond the prayer of the earlier petitioners, who had challenged the interview process of the SPSC for selection of women medical officers in BS-17.
That selection process was distinct from CCE-2018 — through which the petitioners were selected. The SHC, however, without any basis set aside and cancelled the results of CCE-2018.
There was not an iota of evidence before the SHC regarding irregularity in the selection process of CCE-2018, besides the judgement was based on conjectures and assumptions and the high court’s judgement decided disputed questions of fact when it was a settled law that the high courts, in exercise of constitutional jurisdiction, could not decide factual controversies.
The high court’s judgement was passed without taking into consideration the vested rights and legitimate expectation of the petitioners, the petitioners alleged.
The petitioners were highly qualified individuals, who participated in the lengthy process of CCE-2018 before being declared successful. “They have not only been posted in different government departments since their appointment but have also been undergoing training even some of them resigned from their previous jobs in order to participate in CCE-2018.”
The petitioners also pleaded that the high court’s order was passed the judgement in suo motu exercise of powers as none of the petitioners before the SHC challenged the validity of the 1989 Act, or the 2017 rules, the petitioners said.
Published in Dawn, September 7th, 2022
"
2,Move to bar varsities from making appointments without CM’s approval questioned,Teachers to hold general body meeting at KU today...,"KARACHI: Confusion and concern prevails on university campuses across Sindh over the recently released notification that bars universities from initiating the process of any appointment without taking approval from the chief minister.
Speaking to Dawn, teachers questioned the ‘actual government intention’ behind the directives as it had issued a similar notification in 2019.
“Several appointments of both teaching and non-teaching staff were made by the then Karachi University acting vice chancellor [Prof Khalid Mehmood Iraqi] in 2019 and in subsequent years, but there was no objection from the government,” Prof Shah Ali-ul-Qader, said the president of the Federation of All Pakistan Universities Academic Staff Association-Sindh chapter and the Karachi University Teachers’ Society.
Criticising the move, he said the universities were being run under the Sindh Universities and Institutes Laws (Amendment) Act, 2018, and it’s unfortunate on part of the government to send universities such directives.

Teachers to hold general body meeting at KU today

“Right now, the KU syndicate has 70 per cent representationof the government where officials can share their concerns on this forum without restricting the powers of the vice chancellor given in the act,” he explained, adding that a general body meeting of KU’s teaching and non-teaching staff would be held on Wednesday (today) to discuss the matter.
It might be recalled that the universities and boards department has recently sent a notification to 27 public sector universities of the province asking them “not to initiate any regular/contract appointments from BS-1 to BS-22 till the prior approval of the competent authority i.e the chief minister”.
While restricted autonomy had adversely affected all institutions of higher learning, sources said, its impact on KU was far greater where more than 400 faculty members had been awaiting their promotions for posts advertised in 2019, while many teachers awaiting promotions for years had retired.
At KU, there are currently 136 vacant posts for lecturer, 45 for assistant professor, 37 for associate professor and 110 vacant posts for professor. As a result, several departments are being run without chairpersons.
The total number of internal and external candidates who applied for these posts in response to the 2019 advertisement are between 5,000 and 6,000.
Prof Khalid Mehmood Iraqi, now KU vice chancellor, admitted that he made several appointments in 2019 and in subsequent years, but said, “as far as he remembered”, the 2019 notification imposed “an overall ban on appointments, including universities”.
“But, this one is specifically for universities. My appointments pertained to the teachers’ posts advertised in 2012, 2014 and 2016. Other appointments were of low-grade non-teaching staff,” he said.
Under the Sindh Universities and Institutes Laws (Amendment) Act, 2018, Prof Iraqi pointed out, the vice chancellor could make appointments from grade one to grade 16.
About the large number of KU teachers protesting for the long overdue promotion for posts advertised in 2019, he said, he couldn’t exactly recall whether approval for these posts had been taken from the chief minister or not.
In February this year, KU held one selection board on court’s order for a post advertised in 2019. But, the selection board was initially declared null and void by the secretary universities and boards on grounds that “KU hasn’t taken prior approval for the selection board from the chief minister”.
Sources said the selection board’s cancellation had no precedent in KU’s history. They also said that it was first time that the universities and boards secretary attended a meeting of the selection board. 
The university took permission from the government and the selection board was finally held last month after getting postponed thrice. 
Meanwhile, the KU Selection Board Action Committee, a body formed by teachers awaiting their promotions, held a token hunger strike in front of the administrative block.
They teachers demanded that the administration immediately announce a schedule for the selection boards pending since 2019.
Published in Dawn, September 7th, 2022
"
3,Former Dawn staffer dies,"KARACHI: Khawaja Mohammad Zubair, a former Dawn staff member, died in Karachi on Tuesday morning after a long...","KARACHI: Khawaja Mohammad Zubair, a former Dawn staff member, died in Karachi on Tuesday morning after a long illness. He was 91. His funeral prayers were held in the evening and he was buried at the Mewashah graveyard.
Zubair Sahib, as he was known among colleagues, joined Dawn in 1954 and remained associated with it till 1980, after which he left for greener pastures, including a stint with Khaleej Times, at Dubai. He returned to Dawn in 1998 but continued to write a column for KT. He was proud of working for the paper founded by the founder of Pakistan and remained part of the Dawn family till 2008, when he chose to retire for domestic reasons.
Zubair Sahib was one of the few surviving journalists who were appointed in Dawn, Karachi, by Altaf Husain, the legendary Dawn editor, who was chosen by the Quaid-i-Azam to head the daily in Delhi before partition to serve as the mouthpiece for the All India Muslim League.
A highly popular man among his colleagues because of the versatility of his personality and a sense of humour, Zubair Sahib belonged to the family of Khawaja Nazimuddin, Pakistan’s second governor-general and second prime minister. He is survived by his wife, a son, Owais and a daughter, Bina, both in the United States, and his eldest daughter, Lulu, who is in Karachi.
Published in Dawn, September 7th, 2022
"
4,"Martyrs, war heroes remembered on Defence Day","KARACHI: While commemorating the feats of valour of the defence forces of Pakistan in the 1965 war, the Pakistan...","KARACHI: While commemorating the feats of valour of the defence forces of Pakistan in the 1965 war, the Pakistan Army, Navy and Air Force pledged a new resolve to further enhance flood relief and rehabilitation efforts to the affected areas.
Still, the day began with the change of guards ceremony at the Mazar-i-Quaid by cadets of the Pakistan Air Force Asghar Khan Academy.
The Corps Commander Karachi, Lt General Mohammed Saeed, also visited the Mazar-i-Quaid to pay homage to the Father of the Nation and lay a floral wreath before penning his remarks in the visitors’ book. 
He also visited the grave of Captain Taha Murtaza Hashmi (Shaheed) followed by his visiting the residence of Nk Amjad Ali Shah Bukhari (Shaheed).
The PAF emergency response teams have been working day and night to assist civil administration for swift rehabilitation of flood sufferers and Tuesday was no different for them. Sorties of PAF helicopter and transport fleet were being operated for transportation of relief goods and rescue missions for safe evacuation of people stranded in the flood.
Published in Dawn, September 7th, 2022
"
5,Siraj asks ‘billionaire’ politicians to donate for flood-hit people,KARACHI: Jamaat-i-Islami (JI) chief Sirajul Haq on Tuesday asked “billionaire political and non-political...,"KARACHI: Jamaat-i-Islami (JI) chief Sirajul Haq on Tuesday asked “billionaire political and non-political leaders” to donate a considerable amount of their wealth for the flood-affected people in the country. 
Speaking at a press conference at the central relief camp of the party at Idara Noor-i-Haq and later while visiting a shelter facility of the affected people, he said that the government took notice of the situation and started acting only after the global community started offering financial assistance.
He said the financial assistance that came in for the victims of 2005 earthquake fell prey to corruption. This should not be the case and the ruling regime refrain itself from political distribution of the foreign aid, he added.
The JI leader said the political parties in the country were taking this calamity as an opportunity for politics and point scoring. 
He reminded the Pakistan Muslim League-Nawaz that it was the ruling party and should not participate in the race of political conventions. “Instead, the government should focus on the flood-affected people and mobilising its resources for relief and rehabilitation of the victims,” he added.
He hailed the role of the party’s welfare wing, Al-Khidmat, and people engaged in relief work, but made it clear that despite all the serious efforts, donations and work, these organisations were not a substitute for the government and its resources.
Published in Dawn, September 7th, 2022
"
6,Robbers kill another young man over resistance,"KARACHI: As police have yet to decide on controlling the menace of street crime, another young man was shot dead by...","KARACHI: As police have yet to decide on controlling the menace of street crime, another young man was shot dead by armed robbers over resistance on Jamshed Road on Tuesday. 
Police said that one of the robbers was also killed by the firing of his accomplices. 
Jamshed Quarters SHO Chaudhry Azam said Ahmed Raza, 30, had a spare parts shop near Jail Chowrangi.He had sold a car of his friend to someone near Jehangir Park in Saddar for Rs1.1 million and got some cash in advance. On Tuesday, when he received the remaining payment and reached near Jail Chowrangi, four robbers tried to snatch cash from him. As he put up resistance, the robbers opened indiscriminate fire and the bullets hit him and one of the muggers.  
Both the victim and suspect were taken to hospitals where they died during treatment.  
The SHO said the killed suspect was identified as Shahid Husain, 34.
Published in Dawn, September 7th, 2022
"
7,"Born amid floods, ‘Sailab Khan’ is vulnerable to diseases","DADU: Rehana Chandio, who gave birth to a baby boy at a relief camp on Sunday and named him Sailab Khan for he...","DADU: Rehana Chandio, who gave birth to a baby boy at a relief camp on Sunday and named him Sailab Khan for he survived dangerous floodwaters along with his mother and other family members, is now assailed by new fears squalid conditions at the camp, outbreak of diseases and lack of healthcare facility may pose even greater danger to her baby’s life.  
Cradling her baby at the camp set up in Sports Complex in the city, Ms Rehana said that she had started feeling labour pain when floodwaters coming from Balochistan raged through her village Bandhi in Mehar taluka.  
She stood watching helplessly her three goats and two cows being carried away by the floodwaters and houses crumbling before her eyes. She could not have saved herself from drowning if her husband had not been there. He helped her wade through floodwaters for 29 kilometres from the village to Suprio dyke, which was the only nearest elevated place to take refuge on, she said.  
But soon afterwards water level rose along the dyke and led to breaches, forcing them once again to take flight to Dadu city along with other flood victims where she gave birth to her baby boy without the help of any doctor, she said.  
She said that she used to be quite well off but flood had destroyed everything and reduced her to begging in the city to feed her starving children.  
Mujeeb Chandio, Rehana’s husband, said that he had named his newborn son Sabir Hussain. When the floodwaters directly hit his home, he grabbed his three-year-old son, sat him on his shoulders and helped his pregnant wife wade through water towards the dyke as briskly as they could, he said. 
He said that her wife and both sons, the baby and the toddler, were ill but no doctor had arrived at the camp so far to treat them.
Published in Dawn, September 7th, 2022
"
8,Three sisters ‘kidnapped’ on Aug 15 recovered,SUKKUR: Three sisters who were allegedly kidnapped from Shikarpur railway station on Aug 15 were located and handed...,"SUKKUR: Three sisters who were allegedly kidnapped from Shikarpur railway station on Aug 15 were located and handed over to the women police station of the area on Tuesday.  
The girls’ mother told local reporters that they were returning home that day when seven suspects, four men and three women, took them away. She said she had lodged a kidnap FIR against the suspects on Aug 30.  
The district police said that a search was mounted on a directive of SSP Shiraz Nazeer and finally the three sisters, aged 11, 13 and 15, were found present at Rustam Morr three days ago. They were produced in a court and after their medical examination, they were handed over to women protection cell in-charge Shagufta Rajput. Following legal procedures, the recovered girls were handed over to their parents.
Five men freed from dacoits’ custody
The Kandhkot-Kashmore police on Tuesday claimed to have recovered five men from dacoits’ custody after an encounter in the Jagan (katcha) area of the district. 
SSP Zeeshan Siddiqui told media personnel in his office that advanced technology was used to find the location of kidnappers and their hostages. When a police team reached the area, the outlaws opened fire which was returned, he said, adding that all the hostages were safely freed during the encounter.
The police officer identified the freed men as Rizwan Ahmed Narejo, Rajab Ali, Masood Ahmed, Asadullah Solangi and Mohammad Zaman. 
They were taken away at gunpoint from Ghouspur section of Indus Highway in different incidents, he said. 
Published in Dawn, September 7th, 2022
"
9,"No miscreant should be allowed to breach dykes,  SHC tells officials",LARKANA: The Larkana circuit bench of the Sindh High Court on Tuesday ordered deputy commissioners of Larkana...,"LARKANA: The Larkana circuit bench of the Sindh High Court on Tuesday ordered deputy commissioners of Larkana division to constitute citizen committees and establish tent cities in all talukas of the division, and asked the officers concerned to ensure that no miscreant breached dykes of any saline water and sewage drain and water channel. 
The bench comprising Justices Naimatullah Phulpoto and Khadim Hussain Tunio passed the order on a petition filed by two advocates, Rafiq Ahmed K. Abro and Sarfraz Khan Jatoi, seeking tents, food and medicines for the rain and flood victims.  
The court said the citizen committees should also be formed in the talukas of Mehar and Khairpur Nathan Shah and all the committees should be headed by civil judges.  
The bench asked district and session judges to notify the committees and observed after hearing additional advocate general (AAG), commissioner and other officers concerned that unprecedented rains and flood had caused destruction of property, public health infrastructure, loss of lives and damage to certain portions of Indus Highway.  
It said that millions of people in the province had sustained substantial damage to their houses, crops and livestock in the absence of a proper system to rescue the rain victims and provide them food, tents, potable water and health facilities in all talukas of the province, particularly Lar­kana division. 
The officials had failed to provide shelters equipped with basic facilities to internally displaced persons (IDPs), who were forced to live under open sky along roads in squalid conditions after finding no other recourse, it said.  
The officials who were present in the court claimed that they had rescued and provided basic facilities to the victims but the petitioners contested their claim saying that ground realities were entirely different as the IDPs were crying for food, health facilities and shelter, which were their fundamental rights, they said.  
The court was informed that some influential persons were breaching dykes of water channels to serve their interests without caring for the rain victims and thus adding to their miseries.  
It directed the National High­way Authority to restore traffic on the Indus Highway, which had become impassable at certain points, causing great inconvenience to general public. 
The court asked DCs of Larkana, Qambar-Shahdadkot, Shikarpur, Jacobabad and Kashmore-Kan­dhkot districts to establish one or more tent cities in their talukas to provide shelter to scattered IDPs.  
The bench ordered the Provincial Disaster Management Authority to ensure food, clean water, clothes and other basic facilities, including washrooms to the IDPs and take action against misappropriation, pilferage and sale of relief items meant for the victims.  
The district and session judges concerned would supervise the steps taken by the officials, said the order. 
The court ordered the DCs, district health officers, superintendent engineer of irrigation, public health department officials to personally appear in the court along with compliance reports on Sept 8.  
As the petition come up for hearing, Larkana commissioner along with all five DCs of Larkana, Jacobabad, Shikarpur, Qambar-Shahdadkot and Kashmore and other officers concerned appeared before the judges and two of the respondents filed comments while Additional Advocate General sought more time to file the rest of the comments.
Published in Dawn, September 7th, 2022
"
