,Header,Summary,Detail
0,Master plan to deal with smog threat okayed,"LAHORE: The Punjab government on Friday approved a master action plan to deal with the danger of smog, and decided ...","LAHORE: The Punjab government on Friday approved a master action plan to deal with the danger of smog, and decided to strictly implement the Calamity Act to curb the environment hazard instead of imposing Section 144 in the province.
Chairing a meeting, Minister for Environment Protection and Parliamentary Affairs Muhammad Basharat Raja approved the plan at a meeting.  
Addressing the meeting, he said the provincial government was taking concrete steps to deal with air and water pollution on the Punjab chief minister’s orders.
“As compared to the past, measures have been initiated since May this year to deal with the danger of smog,” said the minister.  
He blamed the practice of burning of crops residues in Indian Punjab for “90 per cent of the smog in Pakistan”.  
“However, the intensity of smog can be reduced by taking measures at the local level,” he added.  
The minister said there was a need to launch an awareness campaign for the public, especially among school students about the issue.  
Emphasising the need to increase tree planting, he said that all relevant departments should take practical steps in this regard.
“Focus on the problem of air pollution throughout the year instead of just in this season,” he directed the officials.  
On the occasion, the Environment Protection Department (EPD) secretary said special squads were impounding the vehicles emitting excessive smoke and heavy fines were also being imposed for violations. The minister directed that the documents of smoke-emitting vehicles should be seized and not be returned until the vehicle’s fitness was ensured.  
He said burning crops residues and solid waste could not be allowed. “All deputy commissioners should task patwaris and village lumberdars with ensuring prevention of crop residues burning in their respective areas,” he said.
The minister called a video-link meeting of all commissioners and DCs next week and said that to discourage the crop residues burning, farmers should use straw cutters and happy seeder machines.  
“Small farmers will be given loans through cooperative banks for purchase of straw cutters and happy seeders,” he announced.  
He said that the cooperatives department should ensure that no housing society was established without getting NOC from the EPD. Every year, instead of mere symbolic planting, housing societies should practically work for planting trees and ensure survival of the plants.  
The EPD secretary, while briefing the meeting, said no brick kiln would be allowed to function without zig-zag technology. “Legal notices have been issued in this regard” he told the meeting.”
Published in Dawn, August 27th, 2022
"
1,SHO among three injured by POs’ accomplices,BAHAWALPUR: Three policemen including an SHO were shot at and injured by a mob during a raid to arrest two ...,"BAHAWALPUR: Three policemen including an SHO were shot at and injured by a mob during a raid to arrest two proclaimed offenders at Basti Terahazar Khan on Thursday night.  
DPO Aibadat Nisar’s PRO Aamir Nazir said Head Rajkan SHO Inspector Ghazanafar, ASI Izharul Hassan and constable Sibtain were injured when a mob snatched the rifle of the constable and opened fire on the policemen. After the call for reinforcement, more policemen joined the operation and arrested proclaimed offenders Juma Khan and Abbas Khan.  
ACCIDENT: A man was killed and another was injured in a road accident.  
Baqir Hussain, a motorcyclist was killed and another was injured when two two-wheelers collided head-on at Hussaini Chowk near Satellite Town. The injured was shifted to the Bahawal Victoria Hospital. 
Published in Dawn, August 27th, 2022
"
2,Man missing for two days found killed,"TOBA TEK SINGH: A man of Faisalabad Chak 470-JB, Tootianwala, Samundri, missing for two days, was found murdered in...","TOBA TEK SINGH: A man of Faisalabad Chak 470-JB, Tootianwala, Samundri, missing for two days, was found murdered in the fields of his village on Friday. 
Police said Nazir Ahmad, 70, went to farmlands on Wednesday, but did not return. Marks of torture were seen on his body. The Samundri police shifted the body to the THQ Hospital for an autopsy. 
Student Torture Case: Faisalabad Judicial Magistrate Afnan Javed extended the physical remand of the main suspects and his four guards of the BDS student torture case on Friday for three days when their three-day physical remand issued by the same court ended. 
The four guards of the main accused were produced on Friday before the court by Faisalabad women police, while the main suspect was heard by the court from the lockup via video link. Dozens of workers of the main suspect’s factory were also brought to the court premises for his protection. On a previous hearing, he was manhandled by unruly lawyers on the court premises. 
COLLEGE: An associate college for women will be established at Nawan Lahore in Gojra.  
Former PTI candidate for PP-118 Asad Zaman told a press conference on Friday that Chief Minister Chaudhry Parvez Elahi approved a grant of Rs190 million for the college, while the additional deputy commissioner (ADC) also issued a no-objection certificate for the construction of the building of this proposed college on 70 kanals and 11 marlas in Chak 342-JB.  
The ADC-revenue also wrote to the Punjab Board of Revenue to transfer the land to the directorate of colleges. Girls of more than two dozen villages will get the benefit of this proposed college as previously they had to get admission in undergraduate classes after matriculation at Jhang, Gojra or Faisalabad.
RESCUE: Two children are feared to have drowned, however, their mother was rescued when she threw her both children and herself into the Upper Gogera branch canal at Faisalabad’s Jarranwala city near the government vocational training institution located on Lahore Road on Friday. 
Rescue 1122 reported that after quarrelling with her husband and her in-laws, Rajan Bibi jumped into the canal after throwing her sons Rehmat Ali, 6, and Ahmad Ali, 3.  
Rescue divers saved the woman while efforts to find the minor children are on.
Published in Dawn, August 27th, 2022
"
3,Man booked for hooliganism,"SAHIWAL: Farid Town police booked a man for hooliganism, thrashing small shopkeepers and displaying a weapon over a...","SAHIWAL: Farid Town police booked a man for hooliganism, thrashing small shopkeepers and displaying a weapon over a trifle in Farid Town.  
The report said Fawad alias Billu along with his son, Hamza Fawad, a resident of U-Block, Farid Town, went to a shop near Masjid Shuhada to buy a cigarette pack. The shopkeeper charged Rs250 and returned him Rs750.  
Billu accused the shopkeeper of charging Rs20 extra and the shopkeeper explained to him the new rate. Billu was allegedly under the influence and he started shouting. The shopkeeper, realising the situation, returned him Rs20. The eyewitnesses said Billu was infuriated and started smashing glass bottles. Later, he brought out his 30-bore pistol and pointed it at the shopkeeper. Billu also thrashed and scuffled with the shopkeepers who had gathered there.  
The local shopkeepers protested and shared the CCTV footage of the incident with police who booked the suspect on the complaint of Muhammad Shafiq, the father of the shopkeeper.
Published in Dawn, August 27th, 2022
"
4,"Punjab to recruit 16,000 educators","LAHORE: Punjab Minister for School Education Murad Raas on Friday announced plans to recruit 16,000 educators and...","LAHORE: Punjab Minister for School Education Murad Raas on Friday announced plans to recruit 16,000 educators and grade-1 to 11 employees in the department.
He was addressing a press conference after holding chief executive officers of the district education authorities meeting in the province.
He said free books would reach every school in the province by next Friday and school teacher interns (STIs) would also get their salaries on Sept 1.
Mr Raas said a toll-free helpline was launched for complaints and the public should record their complaints about the school education on 042-111112020.
He said Insaf Academies would be established in the province online.
He said 950 schools were closed due to flooding and all students were shifted to nearby schools.
Earlier, the Punjab School Education Department stopped the salaries of thousands of STIs recruited under a project of Insaf schools launched by the previous government of the Pakistan Tehreek-i-Insaf (PTI).
The government has planned to bring out-of-school children back to school and recruited thousands of STIs in 2019, 2020 and 2021.
Published in Dawn, August 27th, 2022
"
5,Three Lesco officers suspended for taking bribe to rectify power bills,"Consumers had complained against officers, including an EXEN.","LAHORE: The Lahore Electric Supply Company (Lesco) on Friday suspended its three officers from service for taking bribes from consumers for rectifying inflated bills. 
The company had received complaints about its Baghbanpura (Lahore) division. 
“It is very ridiculous that the consumers, who are already under severe financial stress due to inflated bills having massive fuel price adjustment charges, general sales tax etc, are being forced to pay bribe for correction of bills. The government must take strict notice of the situation,” a consumer said while talking to Dawn. 
According to a Lesco spokesperson, Chief Executive Officer Chaudhry Muhammad Amin suspended EXEN (Baghbanpura) Rab Yar, Revenue Officer Abdul Jabbar and Commercial Assistant Muhammad Imran from service.  

Consumers had complained against officers, including an EXEN

“We will not allow anyone to use correction of bills for the vested interests,” the Lesco chief said in a statement. 
“In case any issue, the consumers must report to us,” he added. 
Speaking at a news conference, Mr Amin said the bills of those domestic consumers who had consumed up to 200 units were being corrected by deleting the FPA charges. 
He added that the tube-well consumers’ bills were also being corrected in the same way. 
“We have directed all banks to receive all manually corrected bills,” he said, adding that those who had already deposited their bills would be reimbursed the FPA charges/amounts. 
“Moreover, we have also extended the last date of depositing such corrected bills up to Aug 31”.
While talking to Dawn, the Lesco chief said the 2.1m such consumers had been issued revised bills after the required correction. 
“The correction of bills of around 1.5m remaining consumers (in six batches) is underway at the moment and it will be done soon,” he maintained. 
Meanwhile, the protests against inflated bills continued in Lahore and other cities. 
In Lahore, the rickshaw union and other groups, representing workers, also organised protest demonstrations on Friday. A number of rickshaw drivers, under the aegis of the Awami Rickshaw Union, gathered outside the Lahore Press Club and chanted slogans against the government for fleecing the poor consumers on the pretext of the FPA and other taxes imposed through electricity bills. 
They also complained against the repeated challans of their rickshaws by the Lahore Transport Company (LTC) for minor violations. They warned the government of holding a sit-in at Charing Cross if the FPA, GST etc were not withdrawn from the bills. 
“We also ask the government to stop the LTC from issuing challans,” one of the protesters said. 
Similar protests were also reported from other parts of the province. They, during protests, also burnt the bills reportedly.
RUDA: Balloting of hundreds of plots of Chahar Bagh, a residential project of Ravi Urban Development Authority (RUDA), took place at the authority’s head office in Garden Town.
According to a spokesman, the chief guest of the ceremony was Federation of Chambers of Commerce Vice President Nadeem Qureshi. He said the participants in person and online participated in the balloting. The list of the successful candidates was also posted on the website by the authority administration.
Published in Dawn, August 27th, 2022
"
6,"Rituals, prayers mark beginning of Bulleh Shah’s Urs",KASUR: A large number of devotees flocked to the shrine of Sufi poet Baba Bulleh Shah on the opening of his 265th ...,"KASUR: A large number of devotees flocked to the shrine of Sufi poet Baba Bulleh Shah on the opening of his 265th Urs celebrations on Friday. 
The celebrations started after a ceremonial bathing of the shrine and chaddar poshi. Minister retired Col Sardar Hashim Dogar, along with representatives of the district administration including Deputy Commissioner Fiaz Ahmed Mohal and District Police Officer Sohaib Ashraf, and members of religious affairs committee gave bath to the grave with rosewater.  
The devotees also covered the sepulchre with chaddar and offered fateha. The spacious courtyard of the shrine remained crowded with people who had come from various parts of the country. Qawali, recitation of Heer Waris Shah and Bulleh Shah’s kalam in and outside the shrine attracted people.  
A devotee, Iqra Bibi, said she found solace and peace of mind after visiting the shrine. 
Muhammad Latif said he loved to listen to the mystic poetry of Bulleh Shah, which is a source of spiritual uplift.  
Perveen Bibi said she had come from Multan to invoke the blessings of the Sufi poet. She said she had tied a thread with the window of the shrine as a ritual. 
The Auqaf department, district administration and traders set up stalls of free food, milk and water for the devotees. 
At Bulleh Shah Conference, singers including Saien Zahoor Ahmed enthralled the people with recitals.
Published in Dawn, August 27th, 2022
"
7,14 children injured in Muzaffargarh school roof collapse,Officials reach the spot and the sealing of the school.,"MUZAFFARGARH: At least 14 minor students were injured, 12 of them seriously, when the roof of a classroom collapsed in a private school here on Friday.
The incident occurred in Jinnah Garden locality, where 65 students were studying in private Universal Public School from nursery to 5th class.
On Friday, roof of one of the classrooms suddenly caved in, leaving 14 children injured.
On being called, a Rescue 1122 team reached the spot and shifted the injured students to the district headquarters hospital, where two of them, who had suffered minor injuries, were discharged after provision of first aid, while the rest of them with serious injuries were admitted.
On knowing about the roof collapse, the worried parents and relatives of the students also rushed to the school and joined the rescue work.
Deputy Commissioner Ali Annan Qamar reached the spot and after inspecting the building ordered the sealing of the school and legal action against its owner.
He also ordered the education officials and buildings department to check all schools in the district to help avoid such incidents in future.
Dawn has learnt that dozens of private schools were running without getting a no-objection certificate (NOC) from the district government, which was issued after an inspection of the buildings.
The administration has already issued standard operating procedures (SOPs) with regard to the structure of the school buildings. Some schools set up in dilapidated buildings have been sealed by the administration.
The Punjab Education Foundation had also stopped funding the schools running without NOCs issued by the district administration.
Meanwhile, South Punjab Education Secretary Dr Ehtesham Anwar took notice of the incident and constituted a team to probe into the matter.
He said stern legal action would be taken against those showing negligence.
Sources say that because of the heavy rains in south Punjab region, many old buildings have developed cracks, that could result in more roof collapse incidents.
Following the incidents, parents of many students said they would stop sending their children to the schools during the ongoing rain spell.
They demanded the district administration and secretary education should get the buildings of all schools inspected by engineers to avoid such incidents.
Published in Dawn, August 27th, 2022
"
8,Two minor girls drown in Rajanpur floodwater,Many people complained that they failed to encash the cheques of financial aid given by the chief minister.,"DERA GHAZI KHAN: Two minor girls drowned in the flood at Chak Dilbar of Rajanpur’s Rojhan Mazari city on Friday.  
Sources said two daughters of Karim Bakhsh  Saheeja, a resident of Chak Dilbar, were swept away by floodwater. 
People at other places also continued to face a great deal of trouble due to unabated rain. Many people complained that they failed to encash the cheques of financial aid given by the chief minister.  
Deputy  Commissioner Muhammad Anwar Baryar said the problem arose because most people had no bank accounts and the cheques could be encashed only by those having accounts. He said the money would be given to the affected people after due process and assistant  commissioners had been asked to help them in opening accounts.  

Most people fail to get relief amid mounting challenges  

Punjab Local Government Minister Mian  Mahmoodur Rasheed visited Dera Ghazi Khan where he presided over  a meeting to review the flood damage and relief activities at the commissioner’s office. He said the Punjab government had declared Dera Ghazi Khan  and Rajanpur calamity-hit districts.  
He said the government had waived water and other taxes and financial assistance would be provided to the families after the damage assessment.       
Commissioner Muhammad Usman Anwar, while briefing the provincial  minister, said 665,771 acres of crops had been destroyed in floods  in Dera Ghazi Khan and Rajanpur districts.   During the first spell,  11,334 food hampers, 9,896 tents and 6,918 food hampers had been distributed in  both the districts. Vaccination of 18,126 large animals, 34,731 small animals  and 118,208 poultry birds was done in the first and second spells, he said.  
“In both districts, 104 fixed and 61 mobile teams of the health department sprayed 2,131 places with insecticide. Besides, 17,052 ORS packets  were distributed. Twelve cases of dog bites and two cases of snake bites were  reported,” he added.      
MUZAFFARGARH: A high to very high-level flood is expected in the river Indus in the next 24 hours. Muzaffargarh is likely to be affected according to the Provincial Disaster Management Authority (PDMA) warning issued on Friday. 
Deputy Commissioner Ali Annan Qamar said his team, along with irrigation officials, checked the dykes which had been weakened.  
People complained about a lack of food and tents. Evacuation continued the whole day through. District Emergency Officer Dr Hussain Mian said his teams on boats had been deputed along the Indus. 
Additional IG South Punjab Dr Ehsan Sadiq said hundreds of policemen were on duty to rescue the people in Dera Ghazi Khan division.  
The district administration claimed that 800,000 cusecs of water would pass through the Head Taunsa Barrage. The EXEN irrigation said the barrage had the capacity of one million cusecs of water.  
BAHAWALPUR: A worker of the Lodhran health   department administered polio drops to the children at Chamb Kuliar village by wading through water of   the river Sutlej.  
The river is flowing at its peak capacity due to rains in the last two months.  
Reports said Aqeel was entrusted the task to administer polio drops to the  children  of Chamb Kuliar village across the river and he, instead of  adopting the long route through road bridge, reached the children after wading through rainwater.  
Deputy Commissioner Rai Yasir lauded the  sense of duty displayed by the health worker.  
Bahawalpur correspondent also contributed to the report
Published in Dawn, August 27th, 2022
"
9,Saggian Road project to be completed by October,LAHORE: The Rs3.406 billion Saggian Road rehabilitation and improvement project will be completed by October this...,"LAHORE: The Rs3.406 billion Saggian Road rehabilitation and improvement project will be completed by October this year. 
The project was launched in February. 
An official of the Lahore Development Authority — the project executing agency — said the project would be completed in October subject to the uninterrupted provision of the funds, support and ownership from the authorities. 
The project consists of two packages  — one is from Ravi Bridge to Lahore-Sheikhupura Road and the other from Phhol Mandi Chowk to Faizpur interchange (M-2). 
Package one is of 150-foot wide and 3.90 km long three-lane dual carriageway having a median measuring 1.2 metres, two-metre wide drain-cum-walkways (both sides), 1.8 metres wide paved shoulder (both sides) and the provision of sewerage system as proposed by the Water and Sanitation Agency (Wasa) and Public Health Engineering Department. 
The second package (Phool Mandi Chowk to Faizpur Interchange (M-2) will be 110 feet wide and 4.40km long two-lane dual carriageway having 1.2-metre wide centre median, two-metre wide drain-cum-walkway (both sides), three-foot wide paved shoulder (both sides) and a sewerage system. The estimated cost of package-1 and 2 is over Rs1.5457 billion and Rs1.5273 billion. 
The official said the project will ease traffic flow, and remove bottlenecks, ending carbon emissions and environmental pollution and reducing the travel time to a minimum level at both packages. 
The work related to the asphalt base course has been completed by around 50 percent. Likewise, works related to drainages, such as excavation, lean concrete, base slab, wall and top slab have been completed. However, the pace of work on other works such as sewerage and ancillary jobs, bridge (replacement of joints), and shifting of utility services, poles, and street lights has yet to pick momentum. 
About the construction of the Lahore bridge (Qainchi intersection, Ferozpur Road) expansion project, he said it is likely to be completed by September as around 75 per cent of work has been completed. This project lingered on owing to delay in issuance of NOC from Pakistan Railways, shifting of utility services and other technical issues. 
“The Lahore bridge expansion (addition of two-lane along with the existing flyover towards Gajjumata side) is a part of the Rs1.711 billion Gulab Devi underpass project. The underpass was opened to traffic a couple of months ago while work on the bridge expansion couldn’t pick momentum due to a delay in an NOC from the Pakistan Railways that was supposed to allow the Lahore Development Authority (LDA) to carry out piling, girder launching while crossing over the railway lines at the intersection,” the official explained. 
He said the need for the Lahore bridge emerged after the LDA in a survey that the traffic heading towards Gajjumata and Kasur from Kalma Chowk was stuck at the existing Lahore bridge due to the low width of the road (two lanes). 
Published in Dawn, August 27th, 2022
"
