,Header,Summary,Detail
0,Foreign currency seized from Afghan at Torkham,KHYBER: Guards at the Torkham border seized foreign currency from an Afghan national during checking of pedestrians...,"KHYBER: Guards at the Torkham border seized foreign currency from an Afghan national during checking of pedestrians here on Friday.
Officials said $20,400 was recovered from secret pockets of an Afghan man, namely Faheem, when he was undergoing screening at the electronic scanner while returning to his country.
They said the foreign currency was sent to the Customs House in Peshawar, and the Afghan was also taken into custody.
Meanwhile, the Landi Kotal tehsil municipal authority has initiated development schemes worth Rs20 million.
Tehsil municipal officer Shehbaz Khan said on Friday that the schemes were handed over to the respective contractors after completion of the tendering process and arranging the required funds.
He said the funds would be utilised on beautification of Hamza Baba Children Park, the Khyber Market, Rangarh Bazaar, Zakriya Masjid Market and Papoos Supermarket in Peerokhel.
Published in Dawn, November 27th, 2021
"
1,Schools sealed for refusing measles vaccination in Peshawar,Over 1.1 million children have been vaccinated against measles and rubella in the Peshawar region.,"PESHAWAR: The Peshawar district administration has sealed 25 private schools for refusing vaccination of students against measles and rubella.
This was disclosed at a progress review meeting on the 12-day anti-measles and rubella vaccination campaign held here on Friday with additional deputy commissioner Gul Bano in the chair.
Additional deputy commissioner (relief) Mohammad Imran Khan, district health officer Fazal Mulla, deputy polio officer Dr Naveed Khurshid, representatives of police, WHO, Unicef and Private Schools Regulatory Authority also attended the meeting.
The meeting was informed that officers of district administration along with the teams of health department were administering vaccines to children. It was told that an awareness campaign was also being carried out to highlight the importance of the children’s vaccination against the fatal diseases.
Meanwhile, over 1.1 million children have been vaccinated against measles and rubella in the Peshawar region. 
According to the health department officials, besides vaccinating children in their houses, the vaccinators are also immunising them in government and private schools, mosques, basic health units and other public places.
Published in Dawn, November 27th, 2021
"
2,Peshawar students protest ban on their unions,Protest leader says restriction on student unions is clear violation of the Article 17 of the Constitution.,"PESHAWAR: Students of various educational institutions held a rally here on Friday to demand of the federal government to lift ban on student unions.
Holding banners and placards inscribed with demands for provision of facilities to the students, the protesters demanded restoration of the student unions so they could raise voice for their rights in a befitting manner.
Later, talking to mediapersons outside the Peshawar Press Club, protesters’ leader Qasim Khan said the student unions had been banned by a martial law, but the successive democratic governments also maintained the restriction.
He said it was ironic that the government had allowed the employees of different public sector provincial and federal departments to hold their elections ban on the student unions remained intact.
Qasim Khan said restriction on student unions was clear violation of the Article 17 of the Constitution, which states that “every citizen shall have the right to form associations or unions, subject to any reasonable restrictions imposed by law in the interest of sovereignty or integrity of Pakistan, public order or morality”.
Qasim Khan also demanded provision of sufficient funds to the public sector universities and facility of half fare in public transport for students.
Published in Dawn, November 27th, 2021
"
3,Balakot landowners take up payment issue with admin,Reiterate market rate demand in meeting with Mansehra DC...,"MANSEHRA: Representatives of the Balakot residents, whose land is being acquired for a hydropower project, met deputy commissioner Dr Qasim Ali Khan in his office here on Friday and reiterated their demand for payments in line with the market rate.
The visitors led by elder Khursheed Ashraf told the DC that they were not opposed to the execution of energy project on their land along the Kunhar River but just wanted the market rate for their land and appointment of labourers and professionals to lower grade project positions.
The DC said the district administration would make reasonable payments to landowners.
He said the mega energy project would improve socioeconomic conditions of the residents, so the people should extend all-out support to the administration for its early execution.

Reiterate market rate demand in meeting with Mansehra DC

Dr Qasim said he would ensure protection of the rights of landowners and would inform the Pakhtunkhwa Energy Development Organisation and other authorities about their demands.
“Whatever the laws and rules say about such projects, we will act accordingly,” he said.
The Executive Committee of the National Economic Council has already approved funding for the Balakot energy project.
COVID TESTING KITS: The Saibaan Development Organisation in collaboration with NGO Care International Pakistan on Friday gave away over 11,000 PCR kits to the Ayub Medical Complex Abbottabad for coronavirus testing.
The development comes after signing of a memorandum of understanding by Saibaan chief executive officer Sahibzada Jawad Alfaizi and AMC chief executive officer Dr Alamzeb Swati in the presence of Care humanitarian manager Dr Asif Ashraf.
Mr Alfaizi said the AMC offered Coivd-19 treatment and related services to a large segment of population in the region and therefore, PCR kits were handed over to it in large numbers.
He said his organisation had already provided high-tech machines and equipment to the district headquarters hospitals in Mansehra and Abbottabad.
Meanwhile, the Shinkiari police arrested four drug peddlers and seized a large quantity of heroin, ice drug and charas on Friday.
The arrest of Mohammad Siddique, Mohammad Assad, Mohammad Umar and Mohammad Yunus came during a raid in Dodial area.
Published in Dawn, November 27th, 2021
"
4,Waziristan students protest shortage of teachers,NORTH WAZIRISTAN: Students of a government primary school in Saifullah Kot Malik Shahi area here on Friday staged a...,"NORTH WAZIRISTAN: Students of a government primary school in Saifullah Kot Malik Shahi area here on Friday staged a protest demonstration against shortage of teachers.
The students also warned to stage a sit-in on the main Razmak-Miramshah Road if the teachers were not posted to the school.
The students demonstrated outside the school building dressed in the black militia school uniform. A majority of the students wore plastic slippers, while a few of them were without any footwear, which showed their poor financial condition.
The students chanted slogans against the education department for not posting teachers to the school, which currently has only two teachers for 325 students, including 125 girls.
“Despite cold weather condition we come to school from distant areas, but shortage of teachers is wasting our precious time,” a student told mediapersons on the occasion.
Malik Khalid Rehaman, a local elder, said that shortage of teachers was brought into the notice of the high-ups of the education department time and again, but they failed to appoint the required number of teachers to the school.
Published in Dawn, November 27th, 2021
"
5,Relocation of Darra girls college opposed,KOHAT: The Darra Adamkhel chapter of Khyber Pakhtunkhwa Professors and Lecturers Association has opposed the ...,"KOHAT: The Darra Adamkhel chapter of Khyber Pakhtunkhwa Professors and Lecturers Association has opposed the shifting of girls’ college to the building of boys degree college.
Speaking at a meeting on Friday, members of the association said as the Fata University was already operating in the boys college building, the shifting of girls’ classes there would cause problems for them and violate the tribal social and cultural norms.
The meeting was chaired by Prof Yaseenur Rehman.
Through a resolution, the participants condemned the decision and said as a new building of the girls’ college had been constructed near the Kohat tunnel, so the classes should be shifted there.
They said the girls coming from far-off areas would face problems if their classes were shifted to the boys’ college, which was located on the main Indus Highway. 
WORKSHOP: Commissioner Khyber Pakhtunkhwa Information Commission Riaz Khan Daudzai has underlined the need for creating awareness among the people about how to access the relevant information from government departments.
He also said it was duty of the public information officers to provide the required information to people as it was their fundamental right under the Khyber Pakhtunkhwa Right to Information Act.
He stated this while addressing a workshop on RTI Act held in Orakzai district the other day. Public information officers, heads and representatives of various departments were present on the occasion. 
Additional deputy commissioner Nadeemullah Khan was also in attendance. 
On this occasion, Mr Nadeemullah asked the officers to refrain from hiding information from the public. 
Published in Dawn, November 27th, 2021
"
6,CM asks SNGPL to resolve low gas pressure issue,PESHAWAR: Chief Minister Mahmood Khan here on Friday asked Sui Northern Gas Pipelines Limited general manager to...,"PESHAWAR: Chief Minister Mahmood Khan here on Friday asked Sui Northern Gas Pipelines Limited general manager to resolve within 48 hours the issue of low gas pressure and loadshedding for domestic consumers in Khyber Pakhtunkhwa and especially in Peshawar. 
An official statement said that the chief minister summoned the high-ups of SNGPL to his office and discussed the issue with them. The GM was asked to take immediate steps for resolving the issue of low gas pressure in the province and submit a report accordingly. 
The chief minister also stressed that the ongoing projects for rehabilitation and improvement of gas supply infrastructure should be completed as soon as possible and uninterrupted supply ensured to the domestic consumers during winter season. 
The SNGPL general manager assured the chief minister that the issue of low gas pressure in the province, especially in Peshawar, would be resolved on priority. 
He said that large size pipelines were being laid in the low pressure areas, including Peshawar. He said there would be a significant improvement within the next two to three days and the low pressure issue would be resolved. 
He said that a control room had been established to address the consumers’ complaints regarding the low pressure round the clock. 
He said the consumers could lodge their complaints on landline number “091-9217777” and staff deputed in the control room would take immediate steps to address the same. 
About the gas supply rehabilitation projects in the provincial capital, the SNGPL GM said that 63km pipeline had been replaced during the last financial year, while another 123km pipeline would be replaced during the current financial year in Peshawar district. 
He said that work was also underway on gas infrastructure projects in other districts of the province.
Published in Dawn, November 27th, 2021
"
7,Tevta gets control of centre of excellence in Peshawar,Govt set to launch skill training programmes...,"PESHAWAR: The Khyber Pakhtunkhwa government is set to launch youth skill training programmes in the province as the donors-funded TVET Sector Support Programme (SSP) has handed over a modern centre of excellence to the provincial Technical Education and Vocational Training Authority (Tevta) here.
The centre handing over ceremony was held in Hayatabad on Friday, where adviser to the chief minister Abdul Karim Khan was present as the chief guest.
First secretary of the EU Delegation to Pakistan Sven Ruesch, Cluster Coordinator for Training, Sustainable Growth and Decent Employment Opportunities, GIZ-Pakistan, Olaf Handloegten, provincial Tevta managing director Sajjad Ali Shah and representative of the embassy of Germany Antonia Peters attended the event.

Govt set to launch skill training programmes

According to officials, the establishment of five CoEs in Islamabad, Lahore, Kotri and Hub cities has been planned as collaboration between the National Vocational and Technical Training Commission and Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH under the TVET SSP, which is funded by the European Union (EU), the German Federal Ministry for Economic Cooperation and Development (BMZ), and Norwegian embassy.
They said the centres would provide a cascading model of teacher training, upscaling of skills for trainees, modern lab facilities, career counselling and job placement services under one roof.
The officials said the Peshawar CoE, the first to be established and launched, would foster excellence in training delivery for thousands of youth and TVET practitioners, and build up a competent workforce.
Olaf Handloegten of GIZ Pakistan appreciated the initiative and said he hoped that it would be replicated in other regions as well.
TVETA chief Sajjad Ali said the authority in collaboration with the TVET SSP was equipping youths with competency-based training and preparing them for job market.
Antonia Peters of the German embassy hoped that the Hayatabad CoE programme would encourage both young men and women to come forward and learn innovative skills for better employment.
Sven Ruesch of the EU Delegation said he hoped that the TEVTA would take advantage of the upgraded training facilities at the centre and devise mechanisms to ensure that the centre lives up to its full potential. 
He urged the government and private sector to ensure sustainability of joint efforts and achievements for the purpose.
Adviser to the chief minister Abdul Karim appreciated the establishment of the CoE and said the government would ensure the smooth functioning of the ‘extraordinary’ skill training facility.
Published in Dawn, November 27th, 2021
"
8,PTI’s former naib nazim to contest LG polls as independent,SWABI: Former Topi tehsil naib nazim and Pakistan Tehreek-i-Insaf leader Mohammad Younas has revolted against his ...,"SWABI: Former Topi tehsil naib nazim and Pakistan Tehreek-i-Insaf leader Mohammad Younas has revolted against his own party and decided to contest the election for the tehsil chairman’s slot as an independent candidate.
Talking to mediapersons here on Friday, he said he had made the decision over the PTI leadership’s failure to fulfill the pledges made with the people during the last general elections.
Mr Younas said the party’s slogan that it would eradicate corruption after coming into power had proved hollow as corrupt practices had increased manifold in the country.
He said he would contest the local body elections against a ‘group of land grabbers’ who had hijacked the PTI politics in the Swabi district. 
SHOT DEAD: Assailants shot dead a man in Topi city on Friday, the police said.
Officials said the deceased, Ameer Khan was sitting in his hujra when two people appeared there and opened fire on him, leaving him seriously injured. He succumbed to injuries while being shifted to hospital.
The cause of the killing and identity of the assailants was not known. The body was shifted to the tehsil headquarters hospital for autopsy. 
The police have registered an FIR and started investigation.
Published in Dawn, November 27th, 2021
"
9,Media praised for promoting local literature,PESHAWAR: Speakers at a seminar here on Friday eulogised the role of print and electronic media in promotion of...,"PESHAWAR: Speakers at a seminar here on Friday eulogised the role of print and electronic media in promotion of Pakistani literature and advocating the cause of social cohesion and national unity. 
The scholars and literati gathered at a daylong seminar arranged under the auspices of Pakistan Academy of Letters (PAL), Peshawar chapter, at Urdu Science Board, here and presented their papers. 
Speaking at the seminar titled ‘role of magazines and journals in popularising Pakistani literature’ they pointed out that writers, poets and intellectuals had played a significant role in promoting good values and soft image of the country through publications. 
PAL arranged the event to recognise the contribution of KP poets and writers of different languages to the national cause in different times since independence of the country. 
Printers and publishers were also paid tribute for their role to patronise literati and intellectuals. The event was part of a series of diamond jubilee celebrations across the province. 
Chairing the event, Zakaullah Khan Gandapur said that print and electronic media should be credited for promoting Pakistani literature and cultural diversity by bringing out magazines, research journals, dailies and titles focused on creating awareness, social cohesion and national unity. 
He said that writers and poets had been contributing immensely in popularising Pakistani literature, created in all languages being spoken in the country. He said a vibrant media was essential for promoting cultural, linguistic and social diversity. 
Prof Ishaq Wardag said the contribution of literati and scholars in promoting Pakistani literature within the country and abroad could not be overlooked. 
“The poets and writers of Khyber Pakhtunkhwa are always in the field to serve Pakistani literature,” remarked Prof Wardag. PAL Peshawar resident director Khan Badshah Nusrat, Prof Owais Oarni, Sher Wali Khan and Amjad Ali Khadim also addressed the participants.
Published in Dawn, November 27th, 2021
"
