,Header,Summary,Detail
0,KPRA registration week concludes in Charsadda,"CHARSADDA: The ‘registration week’ of the Khyber Pakhtunkhwa Revenue Authority (KPRA), launched for the...","CHARSADDA: The ‘registration week’ of the Khyber Pakhtunkhwa Revenue Authority (KPRA), launched for the taxpayers’ facilitation in Khyber Pakhtunkhwa, concluded here the other day. 
Over 100 service providers in Charsadda, Mardan, Nowshera and Swabi were brought into the tax net and over 150 others were identified for the purpose. 
The teams of KPRA provided instant registration facility to the unregistered business owners associated with services sector in Mardan, Charsadda, Nowshera and Swabi in the weeklong campaign conducted on the special directive of the authority’s director general Fayyaz Ali Shah. 
The USAID-KPRM provided assistance to the KPRA staff to successfully conduct the campaign in which assistant collectors, inspectors and facilitation officers visited the business premises of potential taxpayers for awareness and providing the instant registration facility. 
On the last day on Friday, the registration teams set up their mobile registration camp at Baghicha Restaurant on Ghani Khan Road, Charsadda, for facilitation of the taxpayers who visited the camp and got their businesses registered on the spot. 
KPRA director (legal) Aftab Ahmad thanked the people of Charsadda, Nowshera, Mardan and Swabi for welcoming the teams and their tax compliance. 
“The KPRA team will be available for any assistance and help needed to our taxpayers,” he said. 
He also thanked the USAID-KPRM for their support in the drive, saying the collaboration would continue for the education, awareness and facilitation of taxpayers. 
Published in Dawn, March 27th, 2022
"
1,Pabbi facility using fun activities to treat psychiatric issues,"PESHAWAR: The Pabbi Intellectual Club, Nowshera, has come up with a novel way to treat the patients of psychiatric...","PESHAWAR: The Pabbi Intellectual Club, Nowshera, has come up with a novel way to treat the patients of psychiatric disorders and drug addicts.
Besides using pharmaceutical interventions, the club, which was established in September last year, is also hosting mushairas, seminars and musical events for the rehabilitation of patients.
“There is a significant improvement in the lives of drug addicts and mentally sick patients. Rehabilitation activities are held separately from other social activities at the club as we cannot expose their identities to others. Every Sunday, we take patients from Peshawar, where they are provided entertainment,” Pabbi Intellectual Club psychiatrist Dr Mian Iftikhar Hussain told Dawn.
According to him, drugs provide addicts with short-term ‘pleasurable and soothing’ feeling, which is very harmful and creates psychiatric disorders. Dr Iftikhar said some people struggled to manage stresses of life, so they adopted unhealthy ways including the use of drugs for temporary respite.
“We provide them with healthy, fun activities for recovery,” he said.
Dr Mian Iftikhar, a consultant psychiatrist, said he dedicated his farmhouse in the native Pabbi village, Nowshera, to the welfare of people with mental health issues and drug addiction, in the memory of his wife, who died of Covid-19 in 2020, and hosted mushairas, musical events and seminars on the premises.
“It is very important to provide such a platform to people in addition to pharmaceutical inventions to enable them to lead a normal life. We encourage them to ask questions and sing songs. Our weekly programmes are meant to address the issues, which lead to psychiatric issues,” he said.
Dr Iftikhar said the club with 28 members from different walks of life was home to activities to spread awareness and create positive thoughts for prosperous life.
He said the club held seminars on Pakhtun culture, violence and extremism, and organised musical programmes.
“Pashto mushaira, promotion of new books and events on positive and negative aspects of the use of social media are part of our programme. Recently, we celebrated the International Women Day with a Pashto mushaira attended by women,” he said.
Dr Iftikhar said the club was run as a resource center for promoting positive healthy trends and transforming community culture for the people’s better future.
“In near future, we will create vocational centres and drug addiction detoxification and rehabilitation centres for free services by involving the residents,” he said.
Published in Dawn, March 27th, 2022
"
2,Bilawal accuses PM of trying to turn state institutions controversial,Claims Imran has lost majority in National Assembly...,"KURRAM: Chairman of the opposition Pakistan Peoples Party Bilawal Bhutto-Zardari on Saturday said Prime Minister Imran Khan wanted every state institution, including the Pakistan Army, to function like the ruling Pakistan Tehreek-i-Insaf’s Tiger Force.
“[PM] Imran Khan keenly desires that state institutions from the Pakistan Army to Inter-Services Intelligence to police to others are run like the Tiger Force and are turned controversial but he will not be allowed to do so,” the PPP leader told a large public meeting in Parachinar, the headquarters of Kurram tribal district.
Mr Bilawal said the prime minister insisted that only an animal could act neutrally.
“He [Imran] is an animal himself, who wants the jungle’s rule in the country. The PPP won’t let him do it,” he said.
The PPP chairman flayed the prime minister for calling rival politicians ‘boot polishers’ and said Imran Khan was a ‘bootlicker’, who entered politics and moved on with the help of some army generals.

Claims Imran has lost majority in National Assembly

He said the prime minister would be held responsible for depriving poor women of the government’s financial assistance by discontinuing the Benazir Income Support Programme.
“Imran Khan will be held accountable for every crime he committed against the people,” he said.
Mr Bilawal said after the PTI’s government was removed and free and fair elections were held, the PPP would come to power and establish the Parachinar Medical College as promised by former prime minister Zulfikar Ali Bhutto.
He said his party would set up another degree college in the area.
“The Quaid-i-Awam Parachinar Medical College project was shelved by military ruler General Ziaul Haq. We will revive it. We will fulfil all promises made by Zulfikar Ali Bhutto and Benazir Bhutto,” he said.
The PPP leader said his was the party of martyrs.
“We are the heirs of shaheeds, who sacrificed lives for the country. We will never yield to terrorists,” he said.
Mr Bilawal accused PM Imran of secretly holding parleys with terrorists to bring them to table. “How could he talk to terrorists? We will not allow him to do this. These terrorists are the killers of Shaheed Benazir Bhutto, the APS children, our brave soldiers, our valiant policemen, and thousands of innocent men, women and children,” he said.
The PPP chairman said the prime minister was a puppet and that he talked about Riasat-i-Madina but used foul language in the same breath.
He said the ‘Riasat-i-Madina card’ won’t work anymore.
Criticising the policies of the PTI government, he said poor people were working hard but didn’t get due payments for their labour.
“Imran told lies to the youth. All his promises, including those about 10 million jobs and five million houses, were false. He used to say that he will not approach the International Monetary Fund and will prefer committing suicide to doing so, but he struck a deal with the IMF to the misery of the poor,” he said.
Mr Bilawal said the people paid a heavy price for PM Imran’s inability and incapacity to rule the country and that his economic policies were for the country’s destruction and not for socio-economic change.
“Now, the time has come to get rid of this puppet prime minister, who gave relief to the rich and troubled the poor,” he said.
The PPP chairman said the PTI government’s economic policies caused record price hike, unemployment and abject poverty.
He said his party was a party of the common man, labourers, growers, youth, students, women and children and that it worked hard for them.
Mr Bilawal said the entire opposition was on one page against the PTI government. “The opposition tabled the no-confidence motion against PM Imran Khan, who is running away from voting on it,” he said.
The PPP chairman said the prime minister had already lost on the no-trust front, didn’t want the rule of law in the country, and was playing with democracy.
“After the opposition’s struggle, the selectors felt that they should have not imposed this puppet on the country. If they now think that it is not their job to select a prime minister, then this is a welcome decision,” he said.
Published in Dawn, March 27th, 2022
"
3,"Transgender person shot dead, another injured in Mardan attack","According to the police, the victims did not know the attackers.","MARDAN: One transgender person was shot dead and another injured when unknown motorcyclists opened fire on their car near the Museum building located here on Mardan-Charsadda road. 
Officials of Saddar police station said on Saturday that the firing incident took place on Friday midnight. 
One transgender person identified as Sadiq alias Coconut died on the spot while the other named Salman alias Wara (small) was taken to the Mardan Medical Complex Hospital with bullet injuries for necessary treatment. 
The police quoted the injured Salman alias Wara as saying that they along with other transgender persons were on their way back to Mardan from Charsadda district after attending a music function when the incident happened. 
Salman told police that two unknown armed persons riding on a motorcycle opened fire on their car when their vehicle was passing near the Mardan Museum building. 
He said that they did not know the attackers as they had no enmity or dispute with anyone. 
The police said they lodged an FIR against unknown killers on the complaint of the injured person and had started investigations to trace and arrest the real perpetrators of the crime. 
In a similar firing incident that took place about eight days ago, one transgender person identified as Iqbal alias Chand was killed and another named Zamarud was injured when unknown armed persons entered their residential room located near Charsadda Chowk and opened firing on them. 
Separately, police foiled a bid to abduct a transgender person and arrested five alleged abductors in the limits of Chamkani police station, Peshawar, in early hours of Saturday. 
A police statement said a transgender person identified as Sheeza was returning her home in Hayatabad after performing at a wedding function in Sardar Ghari village in the outskirts of the city. 
The transgender person said the music show ended prematurely due to a brawl. She said that while she was returning home, five people intercepted the vehicle in which she was travelling along with a friend. She said the armed men abducted her at gunpoint. 
The statement said the police personnel stopped the vehicle at Ghaz Chowk 
where the transgender person made hue and cry, after which the police recovered her and arrested the suspects identified as Zahid, Habib, Abdul Wahab, Saleem and Nisar. 
The transgender person told police that the suspects threatened to rape and kill her. The police registered an FIR and have started investigations.
Published in Dawn, March 27th, 2022
"
4,Rahman Baba Urs celebrations begin with spiritual zeal,"Poets, writers and research scholars from Afghanistan, Balochistan and KP attend opening ceremony.","PESHAWAR: The Rahman Baba Adabi Jirga opened the two-day annual Urs celebrations of Sufi poet Rahman Baba at Superior Science College here on Saturday.
Poets, writers and research scholars from Afghanistan, Balochistan and parts of Khyber Pakhtunkhwa attended the opening ceremony.
Earlier, Khatmul Quran was held and floral wreath was laid on the shrine of Rahman Baba where a large number of devotees from far-flung areas turned up. Some devotees also delivered brief sermons and others were seen singing popular numbers. Free lunch was also distributed in the precincts of Rahman Baba Complex.
Malak Wazir Mohammad, president of Rahman Baba Adabi Jirga, in his inaugural remarks said that literati and scholars had written on almost every aspect of the Sufi poet but still many were eager to dig out some unexplored information regarding his spirituality and real life.
He said that Rahman Baba lived in Mughal era some 400 years ago but his thoughts were still fresh and relevant to Pakhtuns. 

People from Afghanistan, Balochistan and KP attend the event

He added that most of his couplets had gone proverbial and being used frequently in day to day life and that quality made him distinguish him from his contemporary literati.
The event’s first part was devoted to awards giving ceremony in which writers and scholars were decorated with Rahman Baba Adabi Award while in the second session speakers read out papers on various aspects and life of the Sufi poet.
Prof Yar Mohammad Maghmoom Khattak, who was chief guest on the occasion, said that Rahman Baba was unanimously the uncrowned king of Pashto poetry despite elapse of four centuries because of his spiritual strength.
Prof Shahab Aziz Arman in his treatise pointed out that the luster of Rahman Baba could not be eclipsed owing to profundity and sublimity in his thoughts drenched in Sufism.
Hairan Khattak throwing light on Rahman Baba’s political ideas said that he was not a mendicant unaware of people’s issues around him but was quite conscious and even he had given place to it in his poetry.
Prof Ghayur Hussain stated that Pakhtuns had complete unanimity over Rahman Baba’s Sufism, poetry and teachings.
Prof Hanif Khalil in his paper said that main objective of Rahman Baba’s poetry was universalism, peace and love of humanity and he had advocated it all through his writings.
Shah Mahmood Ghaznavi and Talabgar Gigyani also spoke at the event.  culty at the judicial academy.
Published in Dawn, March 27th, 2022
"
5,Judicial academy gets first woman head,"PESHAWAR: A senior district and sessions judge, Farah Jamshed, has assumed charge as director general of Khyber...","PESHAWAR: A senior district and sessions judge, Farah Jamshed, has assumed charge as director general of Khyber Pakhtunkhwa Judicial Academy here.
Peshawar High Court Chief Justice Qaiser Rashid Khan, who is also chairman of the academy, has few days ago ordered appointment of Farah Jamshed as the first female director general of the academy.
Hailing from Mansehra, Ms Jamshed was born on February 1, 1970. She was appointed civil judge in 1994. 
Her judicial career is spanning nearly three decades. 
She has served as district and sessions judge in different districts.
Earlier, she was working as dean of faculty at the judicial academy.
Published in Dawn, March 27th, 2022
"
6,Notices issued over poll code violation,PESHAWAR: The Election Commission of Pakistan on Saturday served notice on chairman of the opposition Pakistan...,"PESHAWAR: The Election Commission of Pakistan on Saturday served notice on chairman of the opposition Pakistan Peoples Party Bilawal Bhutto-Zardari for violating the code of conduct for local body elections in Khyber Pakhtunkhwa by ignoring its warning against participation in a public meeting in Kurram tribal district.
According to it, Mr Bilawal’s address to a public meeting in the Parachinar Sports Complex in the day was a violation of the code of conduct.
Kurram district monitoring officer Abdur Rauf issued a notice to the PPP chairman through MNA Sajid Hussain Turi. 
He had advised Mr Bilawal against attending that public meeting a day ago.
“It has come to the knowledge of the undersigned (DMO) through monitoring teams and media that you have participated in a public meeting as a part of election campaign of PPP candidates for tehsil, despite issuance of advisory.
“Now therefore, ----called upon to appear in person or through your counsel on 28th March before the DMO to explain your position for violating the code of conduct,” read the notice issued to the PPP chairman.
The DMO warned that if Mr Bilawal didn’t appear before him or respond to the notice by due date, it would be presumed that he had nothing to say in defence, and then the matter would be decided under the law, rules and in light of the available record in his absence.
Also, he issued notices to PPP MNA Sajid Hussain Turi, MPA Amjad Afridi and PPP candidate for Upper Kurram tehsil chairman’s slot Jalal Hussain Bangash for violating the election code of conduct.
According to the code of conduct, the parliamentarians, including members of national and provincial assemblies, are allowed to participate in the election campaign. However, they can only participate in corner meetings and not public rallies as the holding of public rallies is a violation of the code of conduct. 
Similarly, Shangla DMO Mohammad Zahir Khan advised Chief Minister Mahmood Khan against attending in the proposed public meeting in Chakissar tehsil in the district. 
“It has come to the knowledge of the undersigned (DMO) through the relevant monitoring team and other reliable sources that you (CM) are planning to visit Chakissar tehsil to conduct a jalsa as part of election campaign regarding the local government elections,” read the advisory issued to the CM.
The DMO warned that in case of violation, necessary action would be initiated against the CM under the law.
Also in the day, Kurram DMO Abdul Rauf served a notice on chairman of the National Assembly Kashmir Committee Shehrayar Afridi for violating the election code of conduct and using state resources in the election campaign.  
Mr Afridi had addressed a public meeting in Qubadshahkhel area of Lower Kurram on Friday as part of the campaign for PTI candidates of tehsil and village and neighbourhood councils. 
The DMO directed the MNA to appear before him in person or through counsel on March 28 to explain his position on the matter.
Published in Dawn, March 27th, 2022
"
7,LG elections revive printing business,MANSEHRA: Campaigning by candidates and their supporters for the March 31 local body elections has revived the...,"MANSEHRA: Campaigning by candidates and their supporters for the March 31 local body elections has revived the pandemic-hit printing business in Hazara division.
Printer Mohammad Siraj told Dawn on Saturday thatthe coronavirus pandemic-induced restrictions had devastated printing industry in the region causing the layoff of over 2,000 workers, but the printers began receiving orders after the announcement of schedule for elections in seven of the eight districts of Hazara division.
He claimed that the ongoing electoral activities had generated over Rs300 million worth of business in Hazara division.
The printing press’s owner said he had booked orders for printing posters, panaflex banners, flags, buntings, and other canvassing material, while his clients included nominees of political parties as well as independents.
He said the candidates of Pakistan Tehreek-i-Insaf, Pakistan Muslim League-Nawaz, Pakistan Peoples Party, Jamiat Ulema-i-Islam-Fazl and Jamaat-i-Islami were spending large sums of money on the printing of posters and banners.
Mr Siraj said election candidates in Mansehra and Abbottabad districts were depending on printed materials more than those running for local bodies in Torghar, Battagram, Kolai-Palas, and Lower and Upper Kohistan districts.
“There are around 100 panaflex and other printing machines and on average, each of them is generating Rs3 million business during this election season,” he said.
The printer said many people had sold printing machines over poor business when the coronavirus incidence peaked but they had rented those machines and re-hired employees to benefit from the election-related business.
Sajid Sadiq, a candidate for the general councillor’s seat, said the Election Commission of Pakistan had allowed the limited use of posters and panaflex banners but even then, the printers had received large orders from candidates and their supporters.
He said many orders were for the printing of small cards and invitation letters with the names, symbols and other details of election candidates and that that material would be distributed to voters.
Published in Dawn, March 27th, 2022
"
8,Surprise awaits PTI in local body polls: Jamaat,SWAT: Jamaat-i-Islami provincial chief Senator Mushtaq Ahmad Khan said here on Saturday that the ruling Pakistan...,"SWAT: Jamaat-i-Islami provincial chief Senator Mushtaq Ahmad Khan said here on Saturday that the ruling Pakistan Tehreek-i-Insaf would be given a surprise in the second phase of the local government elections by the honest and experienced candidates of his party. 
He said this while addressing an election campaign rally held for JI mayor candidate Mohammad Amin at Salampur, Swat. Apart from the party workers, alarge number of people also participated in the rally. 
The JI leader alleged that the PTI government only looted public funds and had failed to deliver. 
“The PTI MPA and DDAC chairman has done nothing except making money. In the previous tenure, his assets reached Rs5 billion and I believe that his assets in this tenure would have touched Rs10 billion,” he alleged. 
Senator Ahmad said that PTI and its leadership were incompetent who even did not know how to run the government and that was why they pushed the country into the quagmire of problems. 
He said the JI candidate for the mayor seat was an honest man. 
“Mohammad Amin remained MPA for five years during the MMA tenure, but he does not have even a bank account though he had executed several mega projects for Swat,” he said, adding that the JI candidates would actively resolve people’s problems. 
He said the people of Babuzai city asked his party candidates to contest the local government elections because of their honesty. “I believe that on March 31, the people of Swat will use their votes in Mohammad Amin’s favour,” he said. 
The rally was also addressed by Mohammad Amin and others activists. Earlier, on his arrival in Swat, Senator Ahmad was given a warm welcome in Saidu Sharif, Shagai, Kokrai and Salampur areas.
Published in Dawn, March 27th, 2022
"
9,Ex-police inspector among five killed in separate incidents,"SWABI: Five people, including a retired police inspector, were killed and two others among them Haripur tehsil...","SWABI: Five people, including a retired police inspector, were killed and two others among them Haripur tehsil chairman injured in separate incidents in Swabi, Dera Ismail Khan and Haripur on Saturday. 
In Swabi, SHO Chota Lahor Jawad Khan said that one Diyar Khan and his son Ali Khan were sitting in a hotel on Swabi-Mardan road at Kunda Mor while waiting for jirga members to resolve their dispute over a woman-related issue when their rivals allegedly opened fire on them with Kalashnikovs. 
As a result, Diyar and his son, residents of Khairabad, Nowshera, and presently living in Kotha village, were killed and a passer-by identified as Hamad Khan of Anbar was injured. 
Rehmatullah, son-in-law of Diyar, told police that he accompanied them when the incident occurred. An FIR has been registered against Ismail Khan and his brother Ibrar Khan, residents of Kalu Khan, by Rehmatullah. 
Meanwhile, a 12-year-old boy was killed in Sheikh Jana village of Razaar tehsil on Saturday when he refused to remain in the company of two suspects. 
Kalu Khan police said Abid Khan was warned a few days ago by the suspects Abubakar and Hamad Khan that he should left the company of their rivals. Police registered an FIR and have started investigations. In another incident, Shaham Bacha, 53, a resident of Maneri Payan village, was shot dead by unidentified assailants. 
In Dera Ismail Khan, unidentified armed motorcyclists shot dead retired police inspector Mohammad Nawaz Gandapur near Mangalabad area in Saddar police station limits on Saturday. A police official said unidentified gunmen riding a motorcycle on Canal Road opened fire on the retired Dera police inspector, killing him on the spot. 
Police have launched a search operation for the attackers. 
In Haripur, tehsil chairman Samiullah Khan suffered bullet injuries during crossfire between rival groups in the limits of Wah Cantonment police station, police and family sources said on Saturday. 
According to former PML-N MNA Babar Nawaz Khan, his first cousin Samiullah Khan was travelling in his private car in the limits of village Bohti Mor of Wah Cantonment area late on Friday night when some armed men attacked him. 
He said two bullets hit the tehsil chairman, one in his jaw and the other in the neck, whereas one of his guards Khaista Gul also received bullet wounds. Samiullah was later shifted from a local hospital to Quaid-i-Azam Hospital, Rawalpindi, where his condition was out of danger, the former MNA said. 
He, however, did not share details whether it was a pre-planned ambush by any of their rivals or his cousin was accidentally caught in the crossfire between two unknown rival groups.
Published in Dawn, March 27th, 2022
"
