,Header,Summary,Detail,Link,Category
0,"Plan afoot to merge units for health sector reforms, monitoring in KP",Concept paper to be put up to minister next week for consent.,"PESHAWAR: The health department has planned to merge the Health Sector Reforms Unit and Independent Monitoring Unit to “ensure evidence-based approach for policy-making and make recommendations for its implementation on health-related issues”in Khyber Pakhtunkhwa, say officials.
They told Dawn that a concept paper for the initiative was being developed for approval by the health minister that was likely to come next week.
Officials said that the HSRU was established in 2003 to carry out research on the province’s health matters backed by statistics and formulate policies to improve patient care, while the IMU was set up in 2016 to monitor health facilities and point out missing facilities, including manpower, medical supplies, equipment and toilets.
They said that the health secretariat had recommended a combined structure for both units provided with data and insights to devise policies and implement them for improving patient care in the province.

Concept paper to be put up to minister next week for consent

The officials said that it had been realised making these units into one was needed because it would strengthen policy-making, implementation, health economics, human resources and other aspects of the department.
They said the IMU had all data of health facilities and the HSRU that of the policy-making and coordination with the centre and donor agencies about healthcare in the province.
The officials said that the proposed Health Sector Reform and Monitoring Unit (HSRMU) would suggest broad-based policies to the government and recommend implementation.
They said that a BPS-20 doctor from the administrative cadre would head the unit, which was to operate as an advisory body driven by scientific researches to develop policies for the provision of better care to patients in line with the deficiencies to be recorded by current IMU staff members, who were set to become part of the proposed entity.
The officials said that the IMU inspected public sector health facilities and prepared monthly and quarterly reports about missing facilities.
They said that the proposed HSRMU would be responsible for the overall leadership, supervision, management, and monitoring affairs to achieve the objectives.
According to officials, the health department wants to come up with innovative healthcare measures as suggested by the proposed body.
They said that the HSRMU would lead, supervise and contribute in all technical areas ranging from identification of policy issues to guiding towards drafting of policy documents in the areas identified in project documents and would convene and direct technical meetings as required.
The officials also said that the unit would play the overall leadership and supervisory roles besides performing communication functions in addition to scrutinising the quality of reports for accuracy and present the monthly and quarterly progress reports to the health secretary and minister as well as the chief minister.
They said that the HSRMU would examine matters relating to policy and strategic planning and advice on policy, strategy frameworks and health systems at provincial and district levels, and would plan, manage and implement the overall procurement strategy for the health department.
The officials said that the proposed body would prepare a policy implementation roadmap and monitor progress of all policy changes and human resource strategy for the department, including standardisation of recruitment process and term of reference of all personnel.
They also said that the HSRMU would have the services of primary and secondary healthcare specialists to give technical support on designing and implementation of primary and secondary healthcare reforms, and get the services of infrastructure specialists for infrastructure revamp strategy, oversee implementation and budget utilisation.
The officials said that the proposed unit would have broader responsibilities which included legal drafting for reviewing contracts besides carrying out economic evaluation of health interventions, formulating recommendations, and liaising with partner organisations for implementation.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727608/plan-afoot-to-merge-units-for-health-sector-reforms-monitoring-in-kp,peshawar
1,KP ministers blame ‘regime change’ for security issue,Taimur Saleem Jhagra says security challenges surfaced in KP after the removal of Imran Khan from office.,"PESHAWAR: The Khyber Pakhtunkhwa government on Wednesday blamed the security issue in the province on the ouster of Prime Minister Imran Khan’s government in April this year.
It also flayed Prime Minister Shehbaz Sharif’s administration on the criticism of the province’s police and counter-terrorism department over the seizure of the CTD centre in Bannu.
Accompanied by adviser to the chief minister on home Babar Salim Swati and higher education minister Kamran Bangash, finance minister Taimur Saleem Jhagra told reporters here that security challenges surfaced in the province after the removal of Prime Minister Imran Khan from power and that the “regime change” was responsible for the current law and order situation in the province.
He said a comparison of the security situation before and after the Shehbaz-government in the centre was enough to confirm his assertion.
The minister said terrorist activities on the country’s western borders began in 2001.
He said the post-2001 deaths in the province’s tribal districts (erstwhile Fata) outnumbered those reported nationwide during the period showing how ‘ignorant’ interior minister Rana Sanaullah and defence minister Khwaja Asif were about such casualties.
“It’s very sad to hear [remarks of members of the federal cabinet],” he said.
Mr Jhagra said the security situation had improved after the fencing of western borders and that was maintained by the centre and not KP.
He blamed Prime Minister Shehbaz Sharif’s administration for the province’s financial challenges.
The minister said in the third letter to former adviser to PM Shehbaz Sharif on finance Miftah Ismail, he had warned that the continued denial of funds by the centre to the province could lead to security challenges in the province.
He said his government had to make “compromises on different things” due to those funding denial.
Aide to the chief minister Babar Saleem Swati said the “regime change” had led to “security pressure”, so he wondered why the state institutions continued to support Prime Minister Shehbaz Sharif’s administration.
“What is happening right now [in the province] is just because of the regime change in the country,” he insisted.
He said KP acted as a buffer zone on the Western border.
Mr Swati said the sacrifices rendered by the province showed that its forces and residents continued to stand firm against militancy.
He said the provincial government had established CTD regional offices and would set up a few more soon.
Minister Kamran Bangash said there was a huge difference between the law and order situation in the province before and after 2013.
He said the federation should behave like a federation.
Mr Bangash said the provincial government, police and CTD were vigilant and were taking all necessary steps to maintain the law and order situation in the province.
‘We will fight militancy together,” he said.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727607/kp-ministers-blame-regime-change-for-security-issue,peshawar
2,House fire kills man in Mansehra,MANSEHRA: A man was burnt to death when his house caught fire in Mohallah Lughmani in Baffa town here in the early...,"MANSEHRA: A man was burnt to death when his house caught fire in Mohallah Lughmani in Baffa town here in the early hours on Wednesday. 
“The man stated to be the owner of the house was burnt to death in his room. We have retrieved his charred body from the rubble and shifted it to hospital for autopsy,” Amir Khadam, a Rescue 1122 official, told reporters. 
The fire, which according to conflicting reports broke out either due to electricity short-circuiting or gas heater leakage, engulfed the double-storey house within no time, reducing household goods, including cash, gold ornaments and other valuables, to ashes. 
Fire tenders and ambulances of Rescue 1122 and tehsil municipal administration, Baffa-Pakhal, immediately responded to calls made by a women living in the adjacent house, and put out the flames after hectic efforts of many hours.  
The family of house owner, Mohammad Ijaz, had gone to his in-laws’ house, and he was alone there, sleeping in a room, Mr Khadam said, adding the charred body was shifted to the King Abdullah Teaching Hospital. 
The police, after registering an FIR, started investigation to ascertain the exact cause of the fire.  
Meanwhile, unknown assailants killed a young boy, namely Mohammad Rizwan, in Kirpai area of Oghi. 
The police said the boy was standing outside his cattle pen when assailants showed up there and opened indiscriminate fire on him, leaving him seriously injured. He was rushed to a nearby hospital, where doctors pronounced him dead. 
The police, after lodging FIR, started making efforts to arrest the culprits. 
Separately, the people on Wednesday complained millers were selling low quality wheat flour to them under the government’s subsidised flour scheme. 
“The Khyber Pakhtunkhwa government is providing subsidy to millers to supply wheat flour at subsidised rate, but the latter are selling inferior quality commodity to consumers,” Mohammad Ajmal, a local, told reporters. 
He said the food department should check the quality of wheat flour being sold in Mansehra under the government’s relief package. 
“The subsidy being provided by the government on wheat to millers is only meant to provide relief to people, but millers are fleecing consumers,” he said.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727606/house-fire-kills-man-in-mansehra,peshawar
3,Extortionists threaten Swabi lawyer,"SWABI: Mohammad Rashid Advocate, a former chairman of the Public Safety Commission, has received threatening letters...","SWABI: Mohammad Rashid Advocate, a former chairman of the Public Safety Commission, has received threatening letters from unknown persons, asking him to pay extortion or face “dire consequences.”
It has been learnt that he is not the only prominent figure having received a threatening letter as various other leaders have also been threatened of consequences, but they have remained tight-lipped.
When contacted, Mr Rashid Advocate confirmed to Dawn the receipt of such a letter, saying he had informed the district police about it.
However, an advisory note issued to him by DSP Swabi tehsil says he should take precautionary measures for his security. He has been told to avoid unnecessary movement; keep a licensed weapon, if any, for his defense/protection and maintain security on his part. The note, however, said policemen in plainclothes ‘will frequently be active in the surroundings of his house’.
He has been asked to contact immediately the Swabi district police officer, DSP headquarters, SHO Swabi city police station and the police control room in case he spots any suspect around.
Meanwhile, former Topi tehsil naib nazim Mohammed Younus, who also remained part of Pakistan Tehreek-i-Insaf, said on Wednesday Imran Khan’s threat to dissolve the provincial assemblies was his final card he wanted to use, but like his previous tactics it would also meet with a dead end.
Talking to mediapersons, he said the former PTI government in the centre had pushed the country’s economy into deep crisis.
Mr Younus insisted Imran Khan did not have sustainability in his policies and changed his positions repeatedly, harming the nation and future of younger generation.
He claimed the nation was no longer interested in following the former prime minister. He said Pakistan needed ‘serious’ leaders to tackle the issues in a prudent manner.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727605/extortionists-threaten-swabi-lawyer,peshawar
4,Rs3.23 billion uplift projects inaugurated in Peshawar,CM threatens sit-in outside NA over ‘denial’ of dues by centre.,"PESHAWAR: Chief Minister Mahmood Khan said here Wednesday that the members of Khyber Pakhtunkhwa Assembly would stage a sit-in before the National Assembly if the centre failed to release the province’s withheld due share of Rs189 billion. 
Talking to mediapersons at the inauguration of several projects in the provincial capital, Mr Khan said that they would also take the matter of denial of the province’s share in federal resources to the Supreme Court. 
He said that the ‘imported government’ wanted to create financial instability in the province by withholding the budgeted shares of KP. He regretted that the development funds of the province were being distributed among MNAs of the ‘imported government’, adding that this public money would go into their pockets instead of being spent on the welfare of people. 
Responding to a question regarding the possible dissolution of the provincial assembly, he made it clear that Imran Khan was the chairman of the party. “Whatever decision he takes; we will ensure its implementation,” he said. 

CM threatens sit-in outside NA over ‘denial’ of dues by centre

The chief minister said that his government had initiated multiple projects for beautification of the provincial capital. 
He inaugurated the newly-established Institute of Criminology and Forensic Sciences at the University of Peshawar and performed the groundbreaking of various projects worth Rs3.23 billion under the Peshawar Uplift Programme Phase-II. 
He also inaugurated construction work on the establishment of Technology Development Centre in Agriculture University, Peshawar. 
A statement issued here said that the Institute of Criminology and Forensic Sciences at the University of Peshawar had been completed at a cost of Rs180 million. 
Currently, 274 students are enrolled in MSc Criminology and BS Criminology at the institute, whereas PhD and MS/MPhil Criminology, and diplomas in forensic criminal investigation and cyber security are to be commenced in due course of time. 
Mr Khan laid the foundation stone for Hayatabad trail under the Peshawar Uplift Programme Phase-II, which would be completed at an estimated cost of Rs1.22 billion. 
Under the project, a 6km long bicycle and walking track along with service areas at five different sites would be established. The project also includes the construction of green belt, plantation, public toilets, tuck shops, gazebos, futsal field, basketball, volleyball and badminton courts, outdoor gym and a roller skating rink. 
He also performed the groundbreaking of a project regarding the beautification of the University Road and University Town and construction of Palosai road. 
Besides, work on the improvement and construction of roads, footpaths, car parking and public toilets at the University of Peshawar has also been launched.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727604/rs323-billion-uplift-projects-inaugurated-in-peshawar,peshawar
5,"Sherpao urges govt, opposition to join hands to address challenges",Calls for review of Afghan policy,"CHARSADDA: Qaumi Watan Party chairman Aftab Ahmad Khan Sherpao here on Wednesday asked the government and the opposition to set aside their differences and join hands to address the challenges being faced by the country. 
He was speaking at a gathering held in Charsadda to mark the death anniversary of those who were martyred in a suicide attack at a mosque in Sherpao area during Eid prayer in 2007. Fateha khwani was also held for the departed souls on this occasion. 
The QWP chief paid tribute to the martyrs, saying their sacrifices would always be remembered. He said the country particularly Khyber Pakhtunkhwa was once again experiencing a wave of terrorism and the law and order was deteriorating with each passing day. 
He asked the government to review its Afghan policy and remove the shortcomings from its security policy. 

Calls for review of Afghan policy

Commenting on the Bannu incident, he said the Pakistan Tehreek-i-Insaf government had failed to build the capability of the police and other law-enforcement agencies. 
He urged the government to take steps to enhance the capability of the police and the law-enforcement agencies to tackle the issue of lawlessness. 
KPCSW LAUNCHES PLAN: The Khyber Pakhtunkhwa Commission on the Status of Women (KPCSW) launched its five-year strategic plan here on Wednesday. 
The plan sets the strategic priorities of the commission for the coming five years in the areas of advocacy, generating evidence-based knowledge and its dissemination, increasing awareness of its mandate and relevant legislative policy frameworks and its own institutional strengthening. 
CM’s special assistant for information Mohammad Ali Saif was chief guest at the launching ceremony attended by representatives of government departments, partner organisations and other stakeholders. 
In her remarks, KPCSW chairperson Dr Riffat Sardar said the commission under its previous strategic plans demonstrated a significant progress in reviewing the laws, improving collaboration with civil society, academia and research studies, which was revised into the existing one based on the feedback and lesson learnt. 
She said KPCSW extended its sphere of work to the districts’ level and established district committees in each district. 
Mohammad Ali Saif in his remarks appreciated the role of KPCSW under the leadership of Dr Riffat and said its achievements in reviewing laws, policy and programmes were outstanding.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727603/sherpao-urges-govt-opposition-to-join-hands-to-address-challenges,peshawar
6,Man killed over monetary dispute in Lakki,LAKKI MARWAT: A man was killed and his friend injured over a petty dispute in Khaisore Kallay village of Serai...,"LAKKI MARWAT: A man was killed and his friend injured over a petty dispute in Khaisore Kallay village of Serai Naurang town here on Wednesday.  
Police officials said Rahimullah along with his friends, Qismatullah and Ali Badshah, had gone to the village to invite Ezazullah to his wedding and also ask for money he had lent to him.  
However, an argument erupted between Rahimullah and Ezazullah with the latter along with another man, namely Javed, opened fire with pistols, killing Rahimullah on the spot and injuring Qismatullah, the officials said, adding the killers fled the place. However, later the police arrested Javed.  
Police shifted the body and the injured a local hospital.  
They also registered a case against both the killers.  
SECURITY: Lakki Marwat district police officer Ziauddin Ahmed on Wednesday visited different police stations and pickets to check security arrangements there. 
Recently, four policemen were martyred in an attack by militants on Bargai police station, and the visit was to enhance the morale of cops and share fresh security guidelines with them. 
The district police chief also inspected security arrangements at the sub-jail in Serai Gambila police station, and the police posts located along the Indus Highway.  
Mr Zia also went to the police stations in Mastikhel, Azadkhel and Shadikhel in the Bintani tribal subdivision, where he met with cops and appreciated their professional commitment.  
The DPO directed the policemen to be vigilant and wear bulletproof jackets and helmets while on duty.  
OFFICIALS REPRIMANDED: Deputy commissioner Fazal Akbar has sought explanation from the tehsil municipal officers of Lakki Marwat and Ghaznikhel within three days for not attending the monthly performance review meeting.  
An official said on Wednesday the explanation notice had been issued to both the officers. He said the performance review meeting was held last week with the deputy commissioner in the chair to review performance of departments. The meeting also discussed important points relating to the municipal administrations.  
The official said in the absence of the TMOs, the meeting could not make decisions and formulate a mechanism for their implementation.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727602/man-killed-over-monetary-dispute-in-lakki,peshawar
7,Drug pusher arrested,SHANGLA: Police arrested a drug peddler and recovered three kilogrammes of hashish from his possession. A statement...,"SHANGLA: Police arrested a drug peddler and recovered three kilogrammes of hashish from his possession.
A statement said that Bisham police stopped a car on the Karakoram Highway, which was coming from Diamer district of Gilgit-Baltistan, and during checking, found three kilogrammes hashish from it. The contraband was being smuggled to Rawalpindi.
The police arrested the drug peddler, namely Jamhor Khan, a resident of Diamer, and registered a case against him. 
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727601/drug-pusher-arrested,peshawar
8,Schools asked to check sale of unhealthy items in canteens,SHANGLA: Bisham assistant commissioner Mohammad Jawad Asif on Wednesday asked the management of private schools to...,"SHANGLA: Bisham assistant commissioner Mohammad Jawad Asif on Wednesday asked the management of private schools to ensure their canteens sold quality food items to students.
He issued the directives during a meeting with principals of private schools. Though schools’ heads claimed canteens in their respective institutions were selling quality products, the assistant commissioner said he had received reports that such places were selling substandard food items to students, thus compromising their health.
He said health issues were rising among the school going children due to use of substandard edible items, particularly snacks, chips and biscuits.
Mr Asif told Dawn that he had given two days to the private schools management to improve quality of foods being sold at their canteens. 
Afterwards, he added he would visit each school to check the quality of food items. He said if any school canteen or tuck shop was found selling unhealthy items to children, the respective school would be imposed heavy fines as children’s health was important.
He said he also planned to crackdown on shops selling low quality food items in Bisham tehsil.
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727600/schools-asked-to-check-sale-of-unhealthy-items-in-canteens,peshawar
9,Steps discussed to maintain peace in Bajaur,BAJAUR: Bajaur police chief Shaukat Ali on Wednesday directed the subordinate officials to devise a comprehensive...,"BAJAUR: Bajaur police chief Shaukat Ali on Wednesday directed the subordinate officials to devise a comprehensive strategy to thwart any terror incident in the district.
He issued the directives during a meeting, according to a statement issued here.
All the DSPs and SHOs attended the meeting to discuss the prevailing law and order situation and the police’s readiness to counter any terrorism-related incident in the region.
Speaking on the occasion, DPO Ali said some miscreants were planning to carry out their nefarious activities to disturb the peaceful atmosphere in the district.
He, however, said the police force was competent enough to foil any untoward incident. However, he asked the policemen to stay vigilant to deal with any unpleasant incident in a professional manner.
He said extraordinary preparation was crucial for the police to deal with miscreants with iron hands.
The DPO also called upon officials to further tighten security of public places and police posts across the district. 
The meeting also decided to initiate security audit of police posts across the district to ensure availability of the required personnel and arms there.
Mr Ali directed the DSPs and SHOs to keep an eye on the movement of suspicious elements near the police stations and police posts to foil any possible attack. 
Published in Dawn, December 22nd, 2022
",https://www.dawn.com/news/1727599/steps-discussed-to-maintain-peace-in-bajaur,peshawar
