,Header,Summary,Detail,Link,Category
0,"Kahna police station ‘takes lead’ with over 10,000 FIRs this year",Eight city police stations need bifurcation due to high crime prevalence,"LAHORE: The Kahna police station of Lahore has registered in 2022 more than 10,000 first information reports (FIRs) and counting -- the figure is higher than average crime rate in 18 high-crime districts out of total 40 in the province.
According to a comparison of the official crime statistics with Kahna police station, this year the Hafizabad district reported total crime 8,601 [FIRs], Mandi Bahauddin (7,661), Layyah (6,914), Rajanpur (8,968), DG Khan (8,750), Pakpattan (9,553), Lodhran (7,834), Chiniot (6,855), Jhang (8,387), Toba Tek Singh (7,949), Mianwali (6,848), Khushab (3,990), Bhakkar (5,562), Chakwal (3,629), Jhelum (5,060), Attock (5,561), Narowal (6,614) and Nankana Sahib’s registered crime was 7,427 FIRs.
The number of FIRs and their handling in a single police station leaves a trail of questions: whether human, administrative and financial allocation is lopsided.
If one station house officer (SHO) can handle that scale of crime single-handedly, why have more than two officers from the Police Service of Pakistan (PSP) and elaborate paraphernalia of dozens of officials in each of the districts?

Eight city police stations need bifurcation due to high crime prevalence

The cases crossed the mark of 10,000 on Dec 24 when the Kahna police station registered an FIR under the Punjab Local Government Ordinance 2022 on the complaint of a citizen Mohammad Khalid.
The police station [Kahna] was largely headed by an SHO of BS-14 ranked sub-inspector and in some cases an inspector (BS-16).
On the other hand, the district is headed by a BS-18 official as district police officer (DPO).
As most of the districts are allotted to the PSPs, the police officers from the provincial service used to raise the issue with the relevant quarters to end ‘discrimination’ by streamlining their promotions so that they could also grab an opportunity to lead the force on higher posts.
An official says the comparison of the crime figures is an example as to how the PSP cadre has been raised in the province ‘irrationally’ to capture many top slots against perks and privileges which can easily be manned by their relatively junior officers from the ranks.
He says the [crime] data [somehow] supports the assertion of a section of the police community which has been asking the high command to redefine the role of the rankers and the PSPs while allocating the top slots in Punjab.
Talking about analysis and the dominance of the PSPs on the Punjab police’s most slots, the official says a DSP ranked officer can better run the police functions as head of a small district adding less additional burden on the national exchequer as compared to a PSP who performs the same duties against hefty packages, including a luxury car, residence, office, POL facilities, government employees etc.  
He says many police stations of the provincial capital have become tough areas to manage ‘humanly’ due to the scale of the reported crime.
Like, Kahna is one of the eight police stations of Lahore which was referred as a ‘study case’ by the senior command of the Lahore police to the Punjab government back in 2018 for bifurcation.
The official says the police department has been giving reasons that it has become humanly impossible to handle the rising crime trend in the police stations marked by it due to their respective jurisdictions, growing population, commercial activities and other reasons.
As far as Kahna police station is concerned, the department had proposed to divide it into three police stations and the case had been pending with the Punjab home department since then.  
Some officers are of the view that the division in at least eight police stations of the city has become a matter of urgency as is evident from the registered FIRs. 
These are: Nishtar Colony 7,965 [FIRs], Factory Area (7,658), Shahdara (7,471), Chuhng (7,263), Raiwind City (7,023), Nawab Town (6,600), Baghbanpura (6,498) and Sabzazar (5,184).
Published in Dawn, December 27th, 2022
",read full story,lahore
1,‘Punjab best province for investment’,LAHORE: Chief Minister Parvez Elahi says Punjab has been made the best province in terms of investment in a short...,"LAHORE: Chief Minister Parvez Elahi says Punjab has been made the best province in terms of investment in a short period, barriers to investment have been removed and one-window operation facility has been provided for investors.
He was talking to Hong Kong Chamber of Commerce President and Board of Investment Vice-Chairman Chaudhry Gulzar Muhammad who called on him on Monday to discuss the matters of mutual interest.
The process of obtaining NOCs for investment had been simplified, he said and mentioned that foreign investors were coming to invest in various sectors due to business-friendly initiatives. He said Hong Kong-based investors should also benefit from investment opportunities as they would be provided with every possible facility in Punjab.
The CM cited that the property transfer fee had been reduced by 100 per cent for the convenience of people. This fee had been reduced from two to one per cent across Punjab.  
He said the Overseas Pakistanis Commission, Punjab, had been activated to protect the rights of overseas Pakistanis. He said Imran Khan gave the right to vote to overseas Pakistanis during his tenure, but the PDM-led federal government took away this right from them.  
“We consider Pakistanis living abroad as ambassadors of the country and will spare no effort to solve their problems,” he said.
The CM said the provincial government had increased the annual development programme of Punjab by Rs50 billion.
Gulzar Muhammad said CM’s efforts for the convenience of investors were commendable. 
“The confidence of the investors has been restored during your time. Under your leadership, the province will, once again, move towards sustainable development,” he said. 
MASSTRANSIT: The 21st meeting of the Punjab Masstransit Authority was held under the chair of the chief minister on Monday where the managing director briefed him about the procurement of new buses.
The CM said new buses would have separate seats for women, blind and differently-abled commuters.  
Plying environment-friendly hybrid buses would reduce pollution and smog while passengers would benefit from a cheap and quality transportation system; he said, and noted that exclusive bus stops would be set up for women commuters in Lahore.
The chief minister ordered to expedite the buses’ procurement process and said a timeline should be set for the implementation of the decisions. The process should be completed without delay and a report be submitted while deciding necessary issues, he concluded.
Published in Dawn, December 27th, 2022
",read full story,lahore
2,Woman killed on road,TOBA TEK SINGH: An elderly woman was killed when a tractor hit her at Faisalabad in D-type Colony on Monday ...,"TOBA TEK SINGH: An elderly woman was killed when a tractor hit her at Faisalabad in D-type Colony on Monday night.  
Rescue  1122 report said Amna Bibi, 60, of Hayat Town locality was going on  foot when a tractor ran over her. 
She sustained critical injuries and  died while being shifted to the DHQ Hospital. 
Published in Dawn, December 27th, 2022
",read full story,lahore
3,Posts of constable: Pleas of candidates dismissed for concealing criminal record,LAHORE: The Lahore High Court has dismissed petitions of several candidates challenging rejection of their...,"LAHORE: The Lahore High Court has dismissed petitions of several candidates challenging rejection of their candidature for the post of constable in the Punjab police for concealing their past criminal record.
Mirza Shahzeb and other petitioners applied for the post of constable and, as per their stance, they qualified all the requisites for the test but their candidature were rejected mainly on the ground that they concealed their previous involvement in criminal cases while submitting an affidavit with the application.
A full bench, which decided the petitions, observed that the police department is a law-enforcement agency performing a very pivotal role in multiple characters in society. It notes that the police have an obligation and duty to function according to the Constitution, law and democratic aspirations of the people.
“Such functioning of the police requires it to be professional, service-oriented and accountable to the people. It is, thus, necessary to maintain high standards for making appointments in the police,” the bench said in its ruling.
The bench observed that all the candidates at the time of moving an application for their appointment as constable were obliged to submit an affidavit qua non-involvement in criminal cases.
“We feel no hesitation to reiterate that the petitioners at the time of submission of their application forms have admittedly concealed their previous involvement in criminal cases,” the judges maintained in the verdict.
The bench dismissed a contention of the petitioners’ counsel that it was not an intentional concealment on the part of petitioners rather they were misled on account of ambiguous conditions.
The bench observed that the terms “concealment” and “misstatement” are not so different and apart from each other.
It resolved that the disclosure of involvement in some offence was a material fact and it was not expected from the petitioners, who were to join the police department, to hide such a material fact.
“A police official should always be honest and law abiding. It is not expected from a policeman to get himself recruited in the department through misrepresentation, misstatement or false statement,” the bench rules dismissing the petitions.
The chief justice constituted the full bench to decide the petitions as there were two conflicting decisions by two division benches on the same matter. The full bench comprised Justice Sadaqat Ali Khan, Justice Mirza Viqas Rauf and Justice Jawad Hassan.
Published in Dawn, December 27th, 2022
",read full story,lahore
4,Rs10m robbery in landlord’s house,"TOBA TEK SINGH: Robbers took away cash, gold ornaments and other valuables worth more than Rs10 million from the...","TOBA TEK SINGH: Robbers took away cash, gold ornaments and other valuables worth more than Rs10 million from the house of a landlord of village Nawab Bhooti located in tehsil Pirmahal.   
Reports said four robbers broke into the house of Mehr Ajmal Sargana by scaling its wall and took away cash, gold and other valuables at gunpoint.  
Arrouti SHO Mehr Jeewan Khan said Sargana’s family members were at Lahore. They returned in the afternoon when the motorway (M-3), which remained closed due to fog, was opened. He added police were yet to make an estimate of the loss and the case would be registered after receiving application from house owner.   
DIRECTIVE: Faisalabad Deputy Commissioner Imran Hamid Sheikh directed the local government department officials to vacate the rooms being used as their office in the building of the Faisalabad Human Rights Centre for Women at Islamnagar.  
During his visit to the building, the DC came to know about the use of some rooms of the centre by the local government officials.
12 Injured: Twelve people were injured when a bus and a truck collided due to dense fog at Jhang on  Faisalabad Road near Gojra Road Chowk on Monday. 
Rescue 1122 said six seriously injured people were shifted to Jhang DHQ Hospital. They were identified as Shahnaz Bibi, 40, her daughters -- Maham, 20, and Sehrish, 16 -- Sana Shahid, 30, Sughran Bibi, 45, and Mumtaz Hussain,  27.
In another accident, a tractor-trolley hit a van  near Shah Jeewna located on Sargodha Road as a result Muzaffar Abbas, 50, and Sarfraz, 45, were critically injured and  were shifted to the DHQ Hospital.
Published in Dawn, December 27th, 2022
",read full story,lahore
5,Woman baker injured as car ploughs into tandoor,CHINIOT: A woman baking breads suffered injuries when a speeding car hit her tandoor (oven) here on Monday on Mandir...,"CHINIOT: A woman baking breads suffered injuries when a speeding car hit her tandoor (oven) here on Monday on Mandir Road.  
Reports said Aqsa Bibi of Saalary village was baking breads along her roadside tandoor when a speeding car went out of control and rammed into her tandoor. As a result, she suffered critical injuries and was rushed to DHQ hospital in a critical condition.
The tandoor got completely damaged and the car driver managed his escape leaving his vehicle there.  
WOMEN DRUG PEDDLERS: Four women drug peddlers were arrested with heavy quantity of charas here on Monday.  
Rajoa police, in separate raids, arrested four women drug dealers belonging to Chak No. 128 JB Thathian, some 13km from here, with sale proceeds.
According to a first information report, sub-inspector Zafar Abbas was patrolling at Jhok Morh on official vehicle with male and female constables and on a tip-off raided a bus stop at Chak 128-JB.  
The police party arrested Nasreen Bibi alias Kaaki and recovered a shopping bag carrying 1,200 grams of charas and Rs300 from his possession. The woman was sent to jail after registration of case under section 9-c of the Control of Narcotics Substance Act 1997.
Meanwhile, another police mobile, headed by ASI Falak Sher, received information that a woman was standing near Pangu Mor with charas. The team raided the area and arrested Kousar Bibi with 2,100 grams of charas and sale proceeds of Rs500. She was also jailed after registration of case.
Later on, this police party also arrested another lady drug dealer Zainab Bibi from Bhoin Pul (Canal Bridge) on Aminpur Road with 2,200 grams of charas and Rs1,200 cash.  
Another police patrol, headed by ASI Umar Draz, on a tip-off raided Rajoa Mor and and nabbed Zaibun Nisa along with recovery of 1,100 grams of charas and Rs400 cash.
Published in Dawn, December 27th, 2022
",read full story,lahore
6,Poultry association’s plea,"SAHIWAL: An aggressive campaign through banners is being run by the Pakistan Poultry Association (PPA), strongly...","SAHIWAL: An aggressive campaign through banners is being run by the Pakistan Poultry Association (PPA), strongly protesting against the pending clearance to soya bean and canola oil tankers at the sea port for the last few months.  
The banners read: “the non-clearance of 6 lakh tons of soya bean and canola oil will damage the supply line of poultry feed which directly damages the poultry industry.  
Local office-bearers of PPA told Dawn soya bean meal and canola oil are used in poultry feed which are not available to poultry farmers because of the non-clearance to tankers at the Karachi port.  
“The production of poultry and eggs will come down in 3-4 weeks, ultimately creating a shortage of meat and eggs,”. Says Muhammad Hussain, convenor of PPA Feeds Mills Liaison Committee, while talking to Dawn.
Published in Dawn, December 27th, 2022
",read full story,lahore
7,PTI rally in Bahawalpur,BAHAWALPUR: Pakistan Tahreek-i-Insaf (PTI) activists staged an ‘Election karao mulk bachao’ rally at...,"BAHAWALPUR: Pakistan Tahreek-i-Insaf (PTI) activists staged an ‘Election karao mulk bachao’ rally at Khatm-i-Nabuwat Chowk here on Monday.
Participants in the rally, led by MPA Samiullah Chaudhury and other party office-bearers, raised slogans for early elections in the country.  
Speakers condemned the Pakistan Democratic Alliance (PDM) for a U-turn on elections after the dissolution of provincial assemblies of Punjab and Khyber Pakhtunkhwa. They also condemned the government, which they said, had failed to check price hike.  
After hours-long protest, the PTI activists dispersed peacefully with a pledge that whenever the party chairman would give them a call, they would stand by him to take the country out of the current economic and political crisis. 
Published in Dawn, December 27th, 2022
",read full story,lahore
8,Gujrat localities hit by water shortage,GUJRAT: Residents of Shadman Colony and it’s adjoining localities are facing shortage of water due to some damage...,"GUJRAT: Residents of Shadman Colony and it’s adjoining localities are facing shortage of water due to some damage to the main supply line. 
The people of area have lodged a strong protest against the negligence of the civic agency in ensuring supply of water. 
It is learnt that the water supply turbine of Shadman Colony has long been out of order and it’s supply line was connected with an adjoining locality of Dande Maar near Servis Morr. 
However, the on-going digging to lay the sewerage pipeline near the Comprehensive School along old GT road has damaged the water pipeline. Power outages have also added to the problem of shortage of water supply in other localities of the city as well.  
An official of the Gujrat Metropolitan Corporation said that installation of a new water supply turbine in Shadman Colony had already been approved and the execution of the scheme was in final stages a few months ago but still the Public Health and Engineering Department had failed in making the scheme functional as even the electricity connection at the said location had not been installed. 
An official of the water supply branch of city’s civic agency said that efforts to repair the damaged portion of the water supply line were underway but it might take some more time. He said as a temporary solution the affected area could be connected to Adowal turbine.
Published in Dawn, December 27th, 2022
",read full story,lahore
9,MoU for research on law,LAHORE: The Supreme Court Bar Association (SCBA) and Qingdao Law Society on Monday signed a memorandum of...,"LAHORE: The Supreme Court Bar Association (SCBA) and Qingdao Law Society on Monday signed a memorandum of understanding (MoU) to strengthen cooperation and exchanges between Pakistan and China in the field of research in law and legal practice.
The MoU was signed by SCBA Secretary Muqtedir Akhtar Shabbir and Qingdao Law Society President Cheng Dezhi at the SC Lahore registry.
A statement issued by the bar said the MoU is an expression of mutual commitment to cooperation and aims to promote dialogue and the exchange of knowledge and experience between Pakistan and Qingdao in academic study and legal practice.
Muhammad Saim Ch Muhammad Mohsin Virk, Zafar Iqbal Kalanauri, Zia Abdul Rehman Rana, Muhammad Aslam Zar, Muhammad Tahir Ch along with many other senior lawyers of the Supreme Court were also present on the occasion.
The Chinese delegation also visited elected representatives of the Lahore High Court Bar Association and reached a consensus to arrange training programmes for the lawyers of both friendly countries.
Published in Dawn, December 27th, 2022
",read full story,lahore
