,Header,Summary,Detail
0,Waterborne diseases on decline in KP's flood-hit areas,Health dept focusing on prevention of epidemics.,"PESHAWAR: The health department is focusing on prevention of epidemics like malaria, dengue fever, acute respiratory infections and typhoid in the flood-stricken areas as water-borne diseases are decreasing due to return of the affected people from the camps to their homes.
A health department report indicates that on Sunday a total of 47 cases of bloody diarrhoea were registered in the flood-hit districts as compared to 168 patients recorded a day before. Most of the cases have been reported in Nowshera, Lakki Marwat, Dera Ismail Khan, Dir Lower, Charsadda and Malakand.
The number of acute watery diarrhoea cases continues to dip in the affected areas as most of the people have returned to their homes and the resolution of the problems of unhygienic condition and contaminated water has resulted in reduction of cases.
The report said that only 71 cases were registered during the last 24 hours as compared to 338 cases reported a day earlier.

Health dept focusing on prevention of epidemics

Officials said that health department was supplying water-purification tablets to the flood-affected people that were saving them from waterborne ailments. However, they said that Swabi, Malakand and Dera Ismail Khan were still reporting cases.
Acute diarrhoea is also on the decline as the province reported 2,347 patients on Sunday as compared to 2,746 cases registered on Saturday.
However, the upward trend in the acute respiratory cases continues due to the onset of winter season, which aggravates respiratory diseases. 
During the past 24 hours, the health department recorded 2,840 cases, up from 2,651 patients registered on Saturday.
Nowshera, Dera Ismail Khan, Dir Lower, Lakki Marwat, Charsadda, Swabi and Swat are the highly affected districts with regard to rise in respiratory infection cases, according to the report.
It says that cases of acute viral hepatitis have also shown an upsurge in the aftermath of floods as the number of patients has surged to 49 from nine. Dir Lower, Nowshera and Dera Ismail khan are reporting bulk of the cases, it adds.
According to the report, the number of suspected typhoid cases is 157, dengue haemorrhagic fever nine, malaria 511, measles three, skin infections 1,994 and eye diseases 590. The province didn’t report any snakebite case during the last 24 hours. So far, 71 snakebite cases have been reported in the flood-hit districts.
The report says that the number of flood-related injuries has also declined. The health department repowered 169 cases of injuries on Sunday as compared 198 cases reported a day before.
Officials said that the next challenge before the health department was prevention of epidemics in the flood-impacted areas where people were prone to malaria, typhoid, dengue and respiratory infections. They said that those ailments were likely to witness upward trend due to the change of weather. 
The health department has started efforts in collaboration with other line departments to cope with the situation.
“In addition to WHO and Unicef, the health department is collaborating with the tehsil municipal authorities, public health engineering and district administration to put brakes on epidemics in the flood-stricken districts. The government has already released emergency funds for dengue control and procurement and supplies are being made to the district offices,” said officials.
They said that a total of 256 health facilities were damaged due to the incessant rains that would be reconstructed as many donor organisations pledged to assist the health department in that regard.
“A World Bank-sponsored human capital investment project, launched in Khyber Pakhtunkhwa two years ago, is one of the donors to help the department in reconstruction efforts,” they said.
Published in Dawn, September 12th, 2022
"
1,Dera flood victims protest ‘unfair’ distribution of ration,DERA  ISMAIL KHAN: Flood-hit people of Prova tehsil here on Sunday staged a  demonstration against what they said...,"DERA  ISMAIL KHAN: Flood-hit people of Prova tehsil here on Sunday staged a  demonstration against what they said unfair distribution of ration.
Former federal minister and PTI leader Ali Amin Gandapur  along with officials of an NGO visited the area to inaugurate  token-based distribution of ration among the victims at the Degree  College, Prova.
However, the flood victims protested the  distribution of ration on token system. They blocked the Indus Highway  in front of the college by burning used tyres. 
The protesters also  surrounded Mr Gandapur’s vehicle and chanted slogans against him.
The  flood victims complained that they were being treated unfairly by the  local finance and revenue departments’ officials. 
They alleged that  ration tokens were distributed overnight among favourites. They said  some people, who managed to approach the officials, also got ration even  without tokens.
They demanded of the Dera deputy commissioner to conduct an inquiry against the officials. 
However,  the protestors dispersed after half an hour on the assurance of Prova  assistant commissioner Karamatullah that distribution of ration would be  carried out fairly.
Published in Dawn, September 12th, 2022
"
2,3 transgender persons injured in Peshawar attack,Injured shifted to Lady Reading Hospital for treatment.,"PESHAWAR: Three transgender persons and their driver were injured when a vehicle they were travelling in was attacked by gunmen in the limits of Pahari Pura police station here in the wee hours of Sunday.
An official of the Pahari Pura police station said that reason for the attack, carried out by some locals, was stated to be an old dispute.
The injured were identified as Amjid Ali, Zahoor, Shayan and their driver, Faizan.
According to the FIR registered with the police, the transgender persons were returning to Peshawar from a music programme in Charsadda. 
The FIR was registered by a transgender person, Maheen Mohammad, who remained unhurt in the incident.
She told the police that upon reaching Peshawar while they were moving in their car near Kabotar Chow, suspects, including Noman, Ijaz and another person, opened fire on them from a white car, in which they were chasing the transgender persons.
She further said that the injured persons were shifted to the Lady Reading Hospital for treatment.
Published in Dawn, September 12th, 2022
"
3,Kohistan’s Dubair valley faces medical crisis,Medic says area still cut off from rest of district...,"MANSEHRA/SWAT: A doctor who led a 14-member medical team to Dubair valley, which was hit by recent flash floods and is still cut off from rest of Lower Kohistan, on Sunday revealed that women there had been suffering from trauma and undergoing complicated delivery process in the hands of unskilled birth attendants. 
“We had taken gastroenteritis medicines with us fearing the outbreak of the waterborne disease, but the situation on the ground is more alarming as pregnant women couldn’t develop labour pain as they are passing through post-devastation trauma and are without healthcare services,” Dr Abdul Hadi told mediapersons. 
Dr Hadi, who has returned to Pattan after spending a week in Dubair valley, said children were malnourished and suffering from skin diseases. 
“Skin diseases are common and infants have boils on their skin, but it is unfortunate that medical teams couldn’t reach there as yet and the lone basic health unit in the area was washed away by floodwater,” he said. 

Medic says area still cut off from rest of district

Dr Hadi said the elderly women, locally given the status of midwives, couldn’t handle the complicated delivery cases as owing to trauma the pregnant women couldn’t develop labour pain and the former didn’t know how to stimulate the phenomenon (labour) through tablets,” he said. 
Dr Hadi said four to five families had been living jointly after their houses were washed away and this had contributed to the spread of skin diseases and gastroenteritis. 
“The government should send medical teams to save the lives of the people in the valley,” he said. 
In Swat, the Matta, Khwazakhela and Bahrain areas have been badly hit where people suffer from skin and stomach diseases. 
To cater to the medical needs of flood-stricken people in Matta tehsil a 25-member medical team of Hayatabad Medical Complex (HMC), Peshawar, with the support of medical society of Khyber Girls Medical College arranged a free medical camp in the rural health centre of Darmai village. 
The camp was held under the supervision of HMC Peshawar administrator Dr Sher Zaman where doctors of about six specialties, including general medicine, general surgery, paeds, dermatology, ophthalmology and gynaecology, treated the patients. 
The flood-hit people belonging to Darmai, Sakhra, Gabin Jabba and suburbs were provided treatment along with medicines and non-food items. 
Dr Zaman said the floods had caused several waterborne diseases which must be addressed immediately. 
“We have provided medical help to about 3,000 patients in two days,” he said.
Published in Dawn, September 12th, 2022
"
4,Court rejects bail plea of three suspects in girl abduction case,Petitioners include two brothers and a relative...,"PESHAWAR: The Peshawar High Court has rejected bail petition of three persons including two brothers, charged with kidnapping a minor girl and forcing her to marry one of them.
A single-member bench of Justice Mohammad Ijaz Khan observed that the court had already rejected bail pleas of the three accused persons in January.
The three petitioners named Sher Ali, his brother Raza Khan and another of his relative Lal Mohammad, residents of Kabal tehsil in Swat, claimed that they were innocent and were falsely implicated in the case.
The FIR of the occurrence was registered at Shah Derai police station in Swat on September 11, 2021, on complaint filed by father of the alleged victim. The case was registered under different provisions of Pakistan Penal Code including section 365-B (kidnapping woman to compel for marriage), 453 (house trespass), 458 (house trespass for hurting a person), 506 (criminal intimidation) and 148 (rioting), along with section 53 (sexual abuse) of Khyber Pakhtunkhwa Child Protection and Welfare Act and section 3 of Prevention of Trafficking in Persons Act.

Petitioners include two brothers and a relative

The complainant alleged that around 10 years ago the sister of one of the accused Raza Khan had left her residence with a brother of the complainant and they had entered into wedlock with their free will and had since then been living a happy life.
He stated that around three months ago, Raza Khan approached him and demanded to marry his daughter with his son, who had been working in Saudi Arabia. 
He alleged that Raza and his other brothers had also been telling him that he had to bear all the expenses of the marriage as because of his brother they had been dishonoured in the area.
However, he stated that he rejected their demand over which they were annoyed. He alleged that on the night of occurrence, the accused persons along with some other of their relatives forcibly entered his residence, tied him up and kidnapped his daughter for purpose of marrying her to any of their family members.
Subsequently, the victim was recovered and she recorded her statement before a magistrate under section 164 of Code of Criminal Procedure. She claimed that she was forcibly taken away and her nikkah was contracted with accused Sher Ali without her willingness.
As per medical examination of the victim girl, she was 15 to 16 years of age and was a minor and not adult.
Earlier, the bail pleas of the accused persons were rejected by a child protection court in Swat on December 29, 2021.
The court had ruled that the offence for which the petitioners were charged fell within the ambit of prohibitory clause of section 497 of the Code of Criminal Procedure.
The court had observed that no mala-fide on the part of complainant’s party was available from the record of the case and the petitioners had played an active role in the commission of the offence.
Published in Dawn, September 12th, 2022
"
5,19 injured in Kohat coach-truck collision,KOHAT: Nineteen persons were injured when a coaster carrying members of Tablighee Jamaat to Raiwind Markaz in Lahore...,"KOHAT: Nineteen persons were injured when a coaster carrying members of Tablighee Jamaat to Raiwind Markaz in Lahore from Kohat collided with an oncoming trailer in the Talkan area on the Rawalpindi Road on Saturday night. 
District health officer Dr Fazle Maula told Dawn that eight of the wounded were admitted to the rural health centre in Gumbat, while 11 were referred to the KDA Teaching Hospital. 
Gumbat tehsil council chairman Sajid Iqbal said that he informed the deputy commissioner, the district health officer and also called the Rescue 1122 for immediate help of the accident victims. 
He said that most of the preachers suffered minor injuries, but three of them were in precarious condition as they had broken bones and head injuries. 
Rashid Bokhari, an official at the KDA hospital, said that two of the injured with broken nose were operated upon. 
He added that some others had fractured bones.
Published in Dawn, September 12th, 2022
"
6,JI workers protest holding of musical concert in Bajaur,BAJAUR: Jamaat-i-Islami workers on Sunday held a demonstration to express their anger over holding of a musical...,"BAJAUR: Jamaat-i-Islami workers on Sunday held a demonstration to express their anger over holding of a musical concert during the inauguration ceremony of a cricket tournament at the Bajaur Sports Complex here on Sept 6.
Speaking to the protesters, the JI leaders termed the concert against the local customs and traditions, and warned that workers of religious parties and residents would strongly react if such events were held in future.
Scores of party activists, traders and local residents, participated in the demonstration held in the Khar Bazaar.
The protesters held party flags, banners and placards inscribed with slogans against the organisers of the event, and also raised slogans against the officials of the district administration for allowing the musical show.
JI district chief Sardar Khan, his deputy Qari Abdul Majeed, former MNA Sahibzada Haroon Rasheed, Sahibur Rahman and All Bajaur Traders Association president Mohammad Hameed Sufi spoke on the occasion.
JUI-F district general secretary Maulana Mohammad Laiq along with a group of party activists also participated in the protest.
The speakers alleged that the musical show and a dance party arranged by an influential trader backed by the district administration and police had hurt the feelings of locals as it violated the local customs.
The speakers said they were not against sports and other healthy activities as it was necessary for promotion of peace in the region, but musical concerts and dance parties were not acceptable to them. They claimed the event meant to promote obscenity and vulgarity among the youths in the name of entrainment.
They pointed out that there was no sense in arranging the musical concert at a time when the country was reeling from devastating floods and hundreds of people had died and millions displaced. 
The speakers said the people of Bajaur would show strong resistance if such activities were hold in any part of the region in future.
Published in Dawn, September 12th, 2022
"
7,Office-bearers of Talash jirga elected,"LOWER DIR: The Talash Dushkhel Qaumi Islahi Jirga, a reconciliatory body of local elders, on Sunday elected Mohammad...","LOWER DIR: The Talash Dushkhel Qaumi Islahi Jirga, a reconciliatory body of local elders, on Sunday elected Mohammad Ibrahim Hassankhel as its president and Dr Noor Mohammad general secretary for the next two years. 
The jirga represents four union councils of Talash, including Bandagai, Shahikhel, Noorakhel and Dushkhel. It has members from all villages of the area and it works for resolving disputes among rivals through the traditional jirga process. 
A meeting of the jirga was held in KalpaniTalash with its former chief Malik Taj Mohamnad in the chair. More than 200 members of the jirga took part in the exercise. 
Former district councillor Ibrahim Hassankhel was elected as president and Noor Mohammad general secretary. 
Taj Mohamnad congratulated the new chief and said he would fully support the new cabinet. The jirga regularly holds election on completion of its term.
Published in Dawn, September 12th, 2022
"
8,Promotion of tourism to contribute to provincial exchequer: CM,Mahmood says 38 projects to be completed in current fiscal year...,"PESHAWAR: Chief Minister Mahmood Khan has said that promotion of tourism and sports in the province is one of the prime objectives of the government.
He said that promotion of sports and tourism would not only lead to healthy activities but would also contribute significantly to the provincial exchequer.
According to statement issued by Chief Minister House here on Sunday, a total of 124 projects including 90 ongoing and 34 new, worth around Rs19.5 billion, have been reflected in the current Annual Development Programme (ADP) in sports, tourism, youth affairs, archaeology and culture sector.
The projects also include various development schemes worth Rs2.5 billion for tribal districts. About 38 projects will be completed during the current financial year to provide modern sports and tourism facilities to the people of the province.

Mahmood says 38 projects to be completed in current fiscal year

The chief minister said that as per the vision of PTI chairman Imran Khan, result-oriented steps were being taken to promote tourism and sports sector on modern lines in Khyber Pakhtunkhwa.
Construction of sports complexes in Chitral, Lower Dir, Hangu and Abbottabad has been included in the current ADP alongside the rehabilitation and improvement of existing sports facilities across the province.
Mahmood Khan said that various projects worth billions of rupees were part of the current ADP to boost the tourism potential of the province. He said that the government established Khyber Pakhtunkhwa Culture and Tourism Authority to promote tourism at international level and project the positive image of the country and the province.
He said that three new development authorities including Kalash, Kumrat and Upper Swat were also been set up. He said that for the first time in the history of province, tourism police were launched for the protection and security of tourists.
The chief minister said that rehabilitation and construction of roads in Malakand and Hazara were also under way while at different tourist spots camping pods were installed for the facilitation of tourists. Similarly, a project for the establishment of four integrated tourism zones in Malakand and Hazara was planned to boost tourism-related activities in the province.
Mahmood Khan said that similar steps were taken in the sports sector to provide state-of-the-art facilities to youth and train them to compete at international level. After the establishment of playgrounds at district and tehsil level, another project has also been initiated set up sports facilities at union council level.
He said that government was going to establish a cricket stadium of international standard in Kalam. He said that government also established sports complex in Kohat with multiple facilities. He added that gymnasium, hockey turfs and other playing facilities were provided to various sports complexes in different districts.
The chief minister said that sports facilities were also being provided to tribal districts and a project worth Rs5 million was in progress for upgradation and rehabilitation of sports facilities in those districts. He said that construction of sports complex in Bajur was completed while indoor gymnasium was set up at Parachinar sports complex.
Published in Dawn, September 12th, 2022
"
9,KMU conducts test for allied health science programmes,"PESHAWAR: Khyber Medical University Centralised Admission Test 2022 (KMU-CAT 2022) for admission to Pharm-D, DPT, BS...","PESHAWAR: Khyber Medical University Centralised Admission Test 2022 (KMU-CAT 2022) for admission to Pharm-D, DPT, BS Nursing, and allied health sciences was held at 13 centres of the province.
A total of 25,296 candidates including 18,342 male and 6,954 female participated in the test. The results of the test can be seen on the official website of KMU after 72 hours.
According to details, 10,544 students appeared in the test from three centers of Peshawar including Islamia Collegiate School, Forest College and Govt Higher Secondary School No.1 Peshawar city, 1,530 in Abbottabad, 787 in Malakand, 4,434 in Swat, 2241 in Mardan, 1,030 in Kohat, 679 in Dera Ismail Khan, 316 in Kurram, 1,842 in Dir Lower, 962 in Bannu and 931 in Swabi.
KMU Vice-chancellor Prof Ziaul Haq said that conducting the test for admission to allied health sciences programmes was a big challenge for them. He thanked all the relevant institutions and authorities for their cooperation and support in conducting the test in a peaceful and transparent manner.
He said that the participation of more than 25,000 candidates in the test was not only a sign of confidence in KMU but it was also expected to further improve the merit and quality of allied health sciences. He said that various disciplines of allied health sciences were of fundamental importance in the health delivery system.
Prof Zia said that conducting centralised test for admissions to allied health sciences would provide an opportunity to the talented students to come forward in those fields on the one hand and on the other hand it would also improve the overall quality of the healthcare system in the province.
Published in Dawn, September 12th, 2022
"
